Frequency [Hz],AA transfer function,AI transfer function,
1.384016e+01,0.9999932347858885-0.0030467391594973j,0.9999932347858885-0.0030467391594973j,
1.400058e+01,0.9999931236773726-0.0030820541487375j,0.9999931236773726-0.0030820541487375j,
1.416287e+01,0.9999930099781894-0.0031177784742426j,0.9999930099781894-0.0031177784742426j,
1.432703e+01,0.9999928936279336-0.0031539168805438j,0.9999928936279336-0.0031539168805438j,
1.449310e+01,0.9999927745647914-0.0031904741671618j,0.9999927745647914-0.0031904741671618j,
1.466109e+01,0.9999926527255076-0.0032274551892445j,0.9999926527255076-0.0032274551892445j,
1.483103e+01,0.9999925280453523-0.0032648648582114j,0.9999925280453523-0.0032648648582114j,
1.500293e+01,0.9999924004580862-0.0033027081424055j,0.9999924004580862-0.0033027081424055j,
1.517683e+01,0.9999922698959259-0.0033409900677533j,0.9999922698959259-0.0033409900677533j,
1.535275e+01,0.9999921362895069-0.0033797157184318j,0.9999921362895069-0.0033797157184318j,
1.553071e+01,0.9999919995678477-0.0034188902375435j,0.9999919995678477-0.0034188902375435j,
1.571072e+01,0.9999918596583121-0.0034585188277996j,0.9999918596583121-0.0034585188277996j,
1.589283e+01,0.9999917164865696-0.0034986067522099j,0.9999917164865696-0.0034986067522099j,
1.607704e+01,0.9999915699765577-0.0035391593347825j,0.9999915699765577-0.0035391593347825j,
1.626340e+01,0.9999914200504380-0.0035801819612298j,0.9999914200504380-0.0035801819612298j,
1.645191e+01,0.9999912666285602-0.0036216800796840j,0.9999912666285602-0.0036216800796840j,
1.664260e+01,0.9999911096294153-0.0036636592014203j,0.9999911096294153-0.0036636592014203j,
1.683551e+01,0.9999909489695936-0.0037061249015882j,0.9999909489695936-0.0037061249015882j,
1.703065e+01,0.9999907845637407-0.0037490828199520j,0.9999907845637407-0.0037490828199520j,
1.722805e+01,0.9999906163245132-0.0037925386616394j,0.9999906163245132-0.0037925386616394j,
1.742775e+01,0.9999904441625291-0.0038364981978988j,0.9999904441625291-0.0038364981978988j,
1.762975e+01,0.9999902679863247-0.0038809672668656j,0.9999902679863247-0.0038809672668656j,
1.783410e+01,0.9999900877023011-0.0039259517743368j,0.9999900877023011-0.0039259517743368j,
1.804082e+01,0.9999899032146795-0.0039714576945553j,0.9999899032146795-0.0039714576945553j,
1.824993e+01,0.9999897144254465-0.0040174910710031j,0.9999897144254465-0.0040174910710031j,
1.846147e+01,0.9999895212343032-0.0040640580172032j,0.9999895212343032-0.0040640580172032j,
1.867546e+01,0.9999893235386127-0.0041111647175310j,0.9999893235386127-0.0041111647175310j,
1.889193e+01,0.9999891212333453-0.0041588174280357j,0.9999891212333453-0.0041588174280357j,
1.911091e+01,0.9999889142110213-0.0042070224772705j,0.9999889142110213-0.0042070224772705j,
1.933242e+01,0.9999887023616560-0.0042557862671324j,0.9999887023616560-0.0042557862671324j,
1.955651e+01,0.9999884855726993-0.0043051152737123j,0.9999884855726993-0.0043051152737123j,
1.978319e+01,0.9999882637289775-0.0043550160481544j,0.9999882637289775-0.0043550160481544j,
2.001250e+01,0.9999880367126320-0.0044054952175255j,0.9999880367126320-0.0044054952175255j,
2.024447e+01,0.9999878044030551-0.0044565594856954j,0.9999878044030551-0.0044565594856954j,
2.047912e+01,0.9999875666768268-0.0045082156342256j,0.9999875666768268-0.0045082156342256j,
2.071650e+01,0.9999873234076503-0.0045604705232703j,0.9999873234076503-0.0045604705232703j,
2.095662e+01,0.9999870744662844-0.0046133310924864j,0.9999870744662844-0.0046133310924864j,
2.119953e+01,0.9999868197204732-0.0046668043619546j,0.9999868197204732-0.0046668043619546j,
2.144526e+01,0.9999865590348771-0.0047208974331113j,0.9999865590348771-0.0047208974331113j,
2.169384e+01,0.9999862922710020-0.0047756174896909j,0.9999862922710020-0.0047756174896909j,
2.194529e+01,0.9999860192871245-0.0048309717986791j,0.9999860192871245-0.0048309717986791j,
2.219966e+01,0.9999857399382147-0.0048869677112775j,0.9999857399382147-0.0048869677112775j,
2.245698e+01,0.9999854540758645-0.0049436126638791j,0.9999854540758645-0.0049436126638791j,
2.271728e+01,0.9999851615482024-0.0050009141790551j,0.9999851615482024-0.0050009141790551j,
2.298060e+01,0.9999848621998175-0.0050588798665532j,0.9999848621998175-0.0050588798665532j,
2.324697e+01,0.9999845558716757-0.0051175174243077j,0.9999845558716757-0.0051175174243077j,
2.351643e+01,0.9999842424010326-0.0051768346394603j,0.9999842424010326-0.0051768346394603j,
2.378901e+01,0.9999839216213515-0.0052368393893944j,0.9999839216213515-0.0052368393893944j,
2.406475e+01,0.9999835933622117-0.0052975396427794j,0.9999835933622117-0.0052975396427794j,
2.434369e+01,0.9999832574492187-0.0053589434606287j,0.9999832574492187-0.0053589434606287j,
2.462586e+01,0.9999829137039126-0.0054210589973693j,0.9999829137039126-0.0054210589973693j,
2.491130e+01,0.9999825619436719-0.0054838945019233j,0.9999825619436719-0.0054838945019233j,
2.520005e+01,0.9999822019816165-0.0055474583188027j,0.9999822019816165-0.0055474583188027j,
2.549215e+01,0.9999818336265103-0.0056117588892167j,0.9999818336265103-0.0056117588892167j,
2.578763e+01,0.9999814566826576-0.0056768047521913j,0.9999814566826576-0.0056768047521913j,
2.608654e+01,0.9999810709497990-0.0057426045457022j,0.9999810709497990-0.0057426045457022j,
2.638891e+01,0.9999806762230079-0.0058091670078213j,0.9999806762230079-0.0058091670078213j,
2.669478e+01,0.9999802722925775-0.0058765009778751j,0.9999802722925775-0.0058765009778751j,
2.700421e+01,0.9999798589439123-0.0059446153976182j,0.9999798589439123-0.0059446153976182j,
2.731722e+01,0.9999794359574136-0.0060135193124189j,0.9999794359574136-0.0060135193124189j,
2.763385e+01,0.9999790031083612-0.0060832218724592j,0.9999790031083612-0.0060832218724592j,
2.795416e+01,0.9999785601667976-0.0061537323339491j,0.9999785601667976-0.0061537323339491j,
2.827818e+01,0.9999781068974014-0.0062250600603535j,0.9999781068974014-0.0062250600603535j,
2.860596e+01,0.9999776430593648-0.0062972145236350j,0.9999776430593648-0.0062972145236350j,
2.893753e+01,0.9999771684062665-0.0063702053055100j,0.9999771684062665-0.0063702053055100j,
2.927295e+01,0.9999766826859384-0.0064440420987193j,0.9999766826859384-0.0064440420987193j,
2.961225e+01,0.9999761856403334-0.0065187347083141j,0.9999761856403334-0.0065187347083141j,
2.995549e+01,0.9999756770053875-0.0065942930529561j,0.9999756770053875-0.0065942930529561j,
3.030271e+01,0.9999751565108793-0.0066707271662330j,0.9999751565108793-0.0066707271662330j,
3.065395e+01,0.9999746238802885-0.0067480471979892j,0.9999746238802885-0.0067480471979892j,
3.100927e+01,0.9999740788306458-0.0068262634156719j,0.9999740788306458-0.0068262634156719j,
3.136870e+01,0.9999735210723845-0.0069053862056924j,0.9999735210723845-0.0069053862056924j,
3.173230e+01,0.9999729503091874-0.0069854260748034j,0.9999729503091874-0.0069854260748034j,
3.210011e+01,0.9999723662378267-0.0070663936514925j,0.9999723662378267-0.0070663936514925j,
3.247218e+01,0.9999717685480058-0.0071482996873912j,0.9999717685480058-0.0071482996873912j,
3.284857e+01,0.9999711569221931-0.0072311550587003j,0.9999711569221931-0.0072311550587003j,
3.322933e+01,0.9999705310354529-0.0073149707676325j,0.9999705310354529-0.0073149707676325j,
3.361449e+01,0.9999698905552727-0.0073997579438703j,0.9999698905552727-0.0073997579438703j,
3.400412e+01,0.9999692351413897-0.0074855278460420j,0.9999692351413897-0.0074855278460420j,
3.439826e+01,0.9999685644456053-0.0075722918632141j,0.9999685644456053-0.0075722918632141j,
3.479698e+01,0.9999678781116020-0.0076600615164009j,0.9999678781116020-0.0076600615164009j,
3.520031e+01,0.9999671757747567-0.0077488484600920j,0.9999671757747567-0.0077488484600920j,
3.560833e+01,0.9999664570619429-0.0078386644837966j,0.9999664570619429-0.0078386644837966j,
3.602107e+01,0.9999657215913347-0.0079295215136067j,0.9999657215913347-0.0079295215136067j,
3.643859e+01,0.9999649689722037-0.0080214316137772j,0.9999649689722037-0.0080214316137772j,
3.686095e+01,0.9999641988047114-0.0081144069883251j,0.9999641988047114-0.0081144069883251j,
3.728821e+01,0.9999634106796980-0.0082084599826469j,0.9999634106796980-0.0082084599826469j,
3.772042e+01,0.9999626041784605-0.0083036030851543j,0.9999626041784605-0.0083036030851543j,
3.815765e+01,0.9999617788725369-0.0083998489289289j,0.9999617788725369-0.0083998489289289j,
3.859994e+01,0.9999609343234733-0.0084972102933969j,0.9999609343234733-0.0084972102933969j,
3.904735e+01,0.9999600700825942-0.0085957001060213j,0.9999600700825942-0.0085957001060213j,
3.949995e+01,0.9999591856907624-0.0086953314440155j,0.9999591856907624-0.0086953314440155j,
3.995780e+01,0.9999582806781342-0.0087961175360750j,0.9999582806781342-0.0087961175360750j,
4.042096e+01,0.9999573545639137-0.0088980717641307j,0.9999573545639137-0.0088980717641307j,
4.088948e+01,0.9999564068560932-0.0090012076651206j,0.9999564068560932-0.0090012076651206j,
4.136344e+01,0.9999554370511936-0.0091055389327838j,0.9999554370511936-0.0091055389327838j,
4.184289e+01,0.9999544446339982-0.0092110794194733j,0.9999544446339982-0.0092110794194733j,
4.232789e+01,0.9999534290772756-0.0093178431379913j,0.9999534290772756-0.0093178431379913j,
4.281852e+01,0.9999523898415036-0.0094258442634447j,0.9999523898415036-0.0094258442634447j,
4.331483e+01,0.9999513263745796-0.0095350971351219j,0.9999513263745796-0.0095350971351219j,
4.381690e+01,0.9999502381115292-0.0096456162583919j,0.9999502381115292-0.0096456162583919j,
4.432479e+01,0.9999491244742047-0.0097574163066250j,0.9999491244742047-0.0097574163066250j,
4.483856e+01,0.9999479848709784-0.0098705121231347j,0.9999479848709784-0.0098705121231347j,
4.535829e+01,0.9999468186964297-0.0099849187231436j,0.9999468186964297-0.0099849187231436j,
4.588404e+01,0.9999456253310212-0.0101006512957704j,0.9999456253310212-0.0101006512957704j,
4.641589e+01,0.9999444041407709-0.0102177252060407j,0.9999444041407709-0.0102177252060407j,
4.695390e+01,0.9999431544769165-0.0103361559969207j,0.9999431544769165-0.0103361559969207j,
4.749815e+01,0.9999418756755674-0.0104559593913736j,0.9999418756755674-0.0104559593913736j,
4.804870e+01,0.9999405670573563-0.0105771512944411j,0.9999405670573563-0.0105771512944411j,
4.860564e+01,0.9999392279270747-0.0106997477953473j,0.9999392279270747-0.0106997477953473j,
4.916904e+01,0.9999378575733060-0.0108237651696278j,0.9999378575733060-0.0108237651696278j,
4.973896e+01,0.9999364552680469-0.0109492198812826j,0.9999364552680469-0.0109492198812826j,
5.031549e+01,0.9999350202663193-0.0110761285849543j,0.9999350202663193-0.0110761285849543j,
5.089870e+01,0.9999335518057774-0.0112045081281311j,0.9999335518057774-0.0112045081281311j,
5.148867e+01,0.9999320491062997-0.0113343755533745j,0.9999320491062997-0.0113343755533745j,
5.208549e+01,0.9999305113695778-0.0114657481005741j,0.9999305113695778-0.0114657481005741j,
5.268921e+01,0.9999289377786889-0.0115986432092262j,0.9999289377786889-0.0115986432092262j,
5.329994e+01,0.9999273274976652-0.0117330785207404j,0.9999273274976652-0.0117330785207404j,
5.391775e+01,0.9999256796710465-0.0118690718807717j,0.9999256796710465-0.0118690718807717j,
5.454271e+01,0.9999239934234293-0.0120066413415795j,0.9999239934234293-0.0120066413415795j,
5.517492e+01,0.9999222678589996-0.0121458051644136j,0.9999222678589996-0.0121458051644136j,
5.581446e+01,0.9999205020610574-0.0122865818219281j,0.9999205020610574-0.0122865818219281j,
5.646141e+01,0.9999186950915292-0.0124289900006217j,0.9999186950915292-0.0124289900006217j,
5.711586e+01,0.9999168459904724-0.0125730486033078j,0.9999168459904724-0.0125730486033078j,
5.777790e+01,0.9999149537755624-0.0127187767516110j,0.9999149537755624-0.0127187767516110j,
5.844761e+01,0.9999130174415710-0.0128661937884936j,0.9999130174415710-0.0128661937884936j,
5.912508e+01,0.9999110359598350-0.0130153192808101j,0.9999110359598350-0.0130153192808101j,
5.981041e+01,0.9999090082777082-0.0131661730218915j,0.9999090082777082-0.0131661730218915j,
6.050368e+01,0.9999069333180017-0.0133187750341593j,0.9999069333180017-0.0133187750341593j,
6.120498e+01,0.9999048099784127-0.0134731455717683j,0.9999048099784127-0.0134731455717683j,
6.191442e+01,0.9999026371309385-0.0136293051232810j,0.9999026371309385-0.0136293051232810j,
6.263207e+01,0.9999004136212779-0.0137872744143719j,0.9999004136212779-0.0137872744143719j,
6.335805e+01,0.9998981382682183-0.0139470744105626j,0.9998981382682183-0.0139470744105626j,
6.409244e+01,0.9998958098630064-0.0141087263199883j,0.9998958098630064-0.0141087263199883j,
6.483534e+01,0.9998934271687100-0.0142722515961960j,0.9998934271687100-0.0142722515961960j,
6.558686e+01,0.9998909889195562-0.0144376719409744j,0.9998909889195562-0.0144376719409744j,
6.634708e+01,0.9998884938202641-0.0146050093072164j,0.9998884938202641-0.0146050093072164j,
6.711612e+01,0.9998859405453515-0.0147742859018139j,0.9998859405453515-0.0147742859018139j,
6.789407e+01,0.9998833277384371-0.0149455241885858j,0.9998833277384371-0.0149455241885858j,
6.868104e+01,0.9998806540115152-0.0151187468912395j,0.9998806540115152-0.0151187468912395j,
6.947713e+01,0.9998779179442189-0.0152939769963657j,0.9998779179442189-0.0152939769963657j,
7.028244e+01,0.9998751180830697-0.0154712377564679j,0.9998751180830697-0.0154712377564679j,
7.109709e+01,0.9998722529407015-0.0156505526930258j,0.9998722529407015-0.0156505526930258j,
7.192119e+01,0.9998693209950720-0.0158319455995939j,0.9998693209950720-0.0158319455995939j,
7.275484e+01,0.9998663206886543-0.0160154405449355j,0.9998663206886543-0.0160154405449355j,
7.359814e+01,0.9998632504276106-0.0162010618761916j,0.9998632504276106-0.0162010618761916j,
7.445123e+01,0.9998601085809449-0.0163888342220870j,0.9998601085809449-0.0163888342220870j,
7.531420e+01,0.9998568934796365-0.0165787824961713j,0.9998568934796365-0.0165787824961713j,
7.618718e+01,0.9998536034157545-0.0167709319000982j,0.9998536034157545-0.0167709319000982j,
7.707027e+01,0.9998502366415497-0.0169653079269409j,0.9998502366415497-0.0169653079269409j,
7.796360e+01,0.9998467913685281-0.0171619363645458j,0.9998467913685281-0.0171619363645458j,
7.886729e+01,0.9998432657665002-0.0173608432989235j,0.9998432657665002-0.0173608432989235j,
7.978145e+01,0.9998396579626080-0.0175620551176791j,0.9998396579626080-0.0175620551176791j,
8.070620e+01,0.9998359660403321-0.0177655985134807j,0.9998359660403321-0.0177655985134807j,
8.164168e+01,0.9998321880384734-0.0179715004875672j,0.9998321880384734-0.0179715004875672j,
8.258799e+01,0.9998283219501115-0.0181797883532961j,0.9998283219501115-0.0181797883532961j,
8.354528e+01,0.9998243657215391-0.0183904897397310j,0.9998243657215391-0.0183904897397310j,
8.451366e+01,0.9998203172511716-0.0186036325952700j,0.9998203172511716-0.0186036325952700j,
8.549327e+01,0.9998161743884302-0.0188192451913147j,0.9998161743884302-0.0188192451913147j,
8.648423e+01,0.9998119349326020-0.0190373561259812j,0.9998119349326020-0.0190373561259812j,
8.748668e+01,0.9998075966316687-0.0192579943278517j,0.9998075966316687-0.0192579943278517j,
8.850075e+01,0.9998031571811136-0.0194811890597702j,0.9998031571811136-0.0194811890597702j,
8.952657e+01,0.9997986142226950-0.0197069699226791j,0.9997986142226950-0.0197069699226791j,
9.056428e+01,0.9997939653431968-0.0199353668595002j,0.9997939653431968-0.0199353668595002j,
9.161402e+01,0.9997892080731462-0.0201664101590588j,0.9997892080731462-0.0201664101590588j,
9.267593e+01,0.9997843398855001-0.0204001304600521j,0.9997843398855001-0.0204001304600521j,
9.375015e+01,0.9997793581943077-0.0206365587550620j,0.9997793581943077-0.0206365587550620j,
9.483682e+01,0.9997742603533351-0.0208757263946130j,0.9997742603533351-0.0208757263946130j,
9.593608e+01,0.9997690436546588-0.0211176650912756j,0.9997690436546588-0.0211176650912756j,
9.704809e+01,0.9997637053272309-0.0213624069238157j,0.9997637053272309-0.0213624069238157j,
9.817298e+01,0.9997582425354069-0.0216099843413901j,0.9997582425354069-0.0216099843413901j,
9.931092e+01,0.9997526523774387-0.0218604301677896j,0.9997526523774387-0.0218604301677896j,
1.004620e+02,0.9997469318839367-0.0221137776057287j,0.9997469318839367-0.0221137776057287j,
1.016265e+02,0.9997410780162902-0.0223700602411838j,0.9997410780162902-0.0223700602411838j,
1.028045e+02,0.9997350876650573-0.0226293120477795j,0.9997350876650573-0.0226293120477795j,
1.039961e+02,0.9997289576483123-0.0228915673912239j,0.9997289576483123-0.0228915673912239j,
1.052015e+02,0.9997226847099570-0.0231568610337930j,0.9997226847099570-0.0231568610337930j,
1.064209e+02,0.9997162655179923-0.0234252281388652j,0.9997162655179923-0.0234252281388652j,
1.076545e+02,0.9997096966627481-0.0236967042755062j,0.9997096966627481-0.0236967042755062j,
1.089023e+02,0.9997029746550761-0.0239713254231050j,0.9997029746550761-0.0239713254231050j,
1.101646e+02,0.9996960959244947-0.0242491279760602j,0.9996960959244947-0.0242491279760602j,
1.114415e+02,0.9996890568172956-0.0245301487485200j,0.9996890568172956-0.0245301487485200j,
1.127333e+02,0.9996818535946026-0.0248144249791726j,0.9996818535946026-0.0248144249791726j,
1.140400e+02,0.9996744824303894-0.0251019943360915j,0.9996744824303894-0.0251019943360915j,
1.153618e+02,0.9996669394094462-0.0253928949216327j,0.9996669394094462-0.0253928949216327j,
1.166990e+02,0.9996592205253044-0.0256871652773866j,0.9996592205253044-0.0256871652773866j,
1.180517e+02,0.9996513216781062-0.0259848443891845j,0.9996513216781062-0.0259848443891845j,
1.194200e+02,0.9996432386724333-0.0262859716921599j,0.9996432386724333-0.0262859716921599j,
1.208042e+02,0.9996349672150757-0.0265905870758654j,0.9996349672150757-0.0265905870758654j,
1.222045e+02,0.9996265029127561-0.0268987308894455j,0.9996265029127561-0.0268987308894455j,
1.236210e+02,0.9996178412697977-0.0272104439468668j,0.9996178412697977-0.0272104439468668j,
1.250539e+02,0.9996089776857373-0.0275257675322046j,0.9996089776857373-0.0275257675322046j,
1.265034e+02,0.9995999074528846-0.0278447434049873j,0.9995999074528846-0.0278447434049873j,
1.279697e+02,0.9995906257538244-0.0281674138055999j,0.9995906257538244-0.0281674138055999j,
1.294530e+02,0.9995811276588585-0.0284938214607451j,0.9995811276588585-0.0284938214607451j,
1.309535e+02,0.9995714081233915-0.0288240095889647j,0.9995714081233915-0.0288240095889647j,
1.324714e+02,0.9995614619852532-0.0291580219062206j,0.9995614619852532-0.0291580219062206j,
1.340069e+02,0.9995512839619598-0.0294959026315363j,0.9995512839619598-0.0294959026315363j,
1.355602e+02,0.9995408686479093-0.0298376964926993j,0.9995408686479093-0.0298376964926993j,
1.371315e+02,0.9995302105115162-0.0301834487320253j,0.9995302105115162-0.0301834487320253j,
1.387210e+02,0.9995193038922743-0.0305332051121844j,0.9995193038922743-0.0305332051121844j,
1.403289e+02,0.9995081429977528-0.0308870119220900j,0.9995081429977528-0.0308870119220900j,
1.419555e+02,0.9994967219005267-0.0312449159828511j,0.9994967219005267-0.0312449159828511j,
1.436009e+02,0.9994850345350286-0.0316069646537879j,0.9994850345350286-0.0316069646537879j,
1.452654e+02,0.9994730746943320-0.0319732058385127j,0.9994730746943320-0.0319732058385127j,
1.469492e+02,0.9994608360268595-0.0323436879910748j,0.9994608360268595-0.0323436879910748j,
1.486525e+02,0.9994483120330117-0.0327184601221709j,0.9994483120330117-0.0327184601221709j,
1.503755e+02,0.9994354960617204-0.0330975718054228j,0.9994354960617204-0.0330975718054228j,
1.521186e+02,0.9994223813069212-0.0334810731837198j,0.9994223813069212-0.0334810731837198j,
1.538818e+02,0.9994089608039423-0.0338690149756297j,0.9994089608039423-0.0338690149756297j,
1.556654e+02,0.9993952274258112-0.0342614484818770j,0.9993952274258112-0.0342614484818770j,
1.574698e+02,0.9993811738794726-0.0346584255918890j,0.9993811738794726-0.0346584255918890j,
1.592950e+02,0.9993667927019264-0.0350599987904116j,0.9993667927019264-0.0350599987904116j,
1.611414e+02,0.9993520762562614-0.0354662211641933j,0.9993520762562614-0.0354662211641933j,
1.630092e+02,0.9993370167276110-0.0358771464087400j,0.9993370167276110-0.0358771464087400j,
1.648987e+02,0.9993216061190087-0.0362928288351401j,0.9993216061190087-0.0362928288351401j,
1.668101e+02,0.9993058362471451-0.0367133233769601j,0.9993058362471451-0.0367133233769601j,
1.687436e+02,0.9992896987380305-0.0371386855972122j,0.9992896987380305-0.0371386855972122j,
1.706995e+02,0.9992731850225545-0.0375689716953938j,0.9992731850225545-0.0375689716953938j,
1.726781e+02,0.9992562863319426-0.0380042385145995j,0.9992562863319426-0.0380042385145995j,
1.746796e+02,0.9992389936931070-0.0384445435487064j,0.9992389936931070-0.0384445435487064j,
1.767044e+02,0.9992212979238896-0.0388899449496326j,0.9992212979238896-0.0388899449496326j,
1.787526e+02,0.9992031896281941-0.0393405015346706j,0.9992031896281941-0.0393405015346706j,
1.808245e+02,0.9991846591910067-0.0397962727938948j,0.9991846591910067-0.0397962727938948j,
1.829205e+02,0.9991656967732967-0.0402573188976437j,0.9991656967732967-0.0402573188976437j,
1.850407e+02,0.9991462923068043-0.0407237007040792j,0.9991462923068043-0.0407237007040792j,
1.871855e+02,0.9991264354887021-0.0411954797668204j,0.9991264354887021-0.0411954797668204j,
1.893552e+02,0.9991061157761366-0.0416727183426549j,0.9991061157761366-0.0416727183426549j,
1.915501e+02,0.9990853223806393-0.0421554793993274j,0.9990853223806393-0.0421554793993274j,
1.937703e+02,0.9990640442624107-0.0426438266234051j,0.9990640442624107-0.0426438266234051j,
1.960163e+02,0.9990422701244701-0.0431378244282214j,0.9990422701244701-0.0431378244282214j,
1.982884e+02,0.9990199884066698-0.0436375379618986j,0.9990199884066698-0.0436375379618986j,
2.005868e+02,0.9989971872795712-0.0441430331154483j,0.9989971872795712-0.0441430331154483j,
2.029118e+02,0.9989738546381751-0.0446543765309526j,0.9989738546381751-0.0446543765309526j,
2.052638e+02,0.9989499780955116-0.0451716356098233j,0.9989499780955116-0.0451716356098233j,
2.076430e+02,0.9989255449760779-0.0456948785211428j,0.9989255449760779-0.0456948785211428j,
2.100498e+02,0.9989005423091231-0.0462241742100841j,0.9989005423091231-0.0462241742100841j,
2.124845e+02,0.9988749568217797-0.0467595924064127j,0.9988749568217797-0.0467595924064127j,
2.149475e+02,0.9988487749320335-0.0473012036330693j,0.9988487749320335-0.0473012036330693j,
2.174389e+02,0.9988219827415299-0.0478490792148335j,0.9988219827415299-0.0478490792148335j,
2.199593e+02,0.9987945660282156-0.0484032912870699j,0.9987945660282156-0.0484032912870699j,
2.225089e+02,0.9987665102388090-0.0489639128045567j,0.9987665102388090-0.0489639128045567j,
2.250880e+02,0.9987378004810927-0.0495310175503955j,0.9987378004810927-0.0495310175503955j,
2.276970e+02,0.9987084215160307-0.0501046801450050j,0.9987084215160307-0.0501046801450050j,
2.303363e+02,0.9986783577497007-0.0506849760551968j,0.9986783577497007-0.0506849760551968j,
2.330061e+02,0.9986475932250408-0.0512719816033343j,0.9986475932250408-0.0512719816033343j,
2.357069e+02,0.9986161116134031-0.0518657739765757j,0.9986161116134031-0.0518657739765757j,
2.384390e+02,0.9985838962059131-0.0524664312361995j,0.9985838962059131-0.0524664312361995j,
2.412028e+02,0.9985509299046249-0.0530740323270139j,0.9985509299046249-0.0530740323270139j,
2.439986e+02,0.9985171952134785-0.0536886570868505j,0.9985171952134785-0.0536886570868505j,
2.468268e+02,0.9984826742290388-0.0543103862561406j,0.9984826742290388-0.0543103862561406j,
2.496878e+02,0.9984473486310257-0.0549393014875764j,0.9984473486310257-0.0549393014875764j,
2.525820e+02,0.9984111996726239-0.0555754853558555j,0.9984111996726239-0.0555754853558555j,
2.555097e+02,0.9983742081705661-0.0562190213675094j,0.9983742081705661-0.0562190213675094j,
2.584714e+02,0.9983363544949865-0.0568699939708160j,0.9983363544949865-0.0568699939708160j,
2.614673e+02,0.9982976185590415-0.0575284885657949j,0.9982976185590415-0.0575284885657949j,
2.644980e+02,0.9982579798082902-0.0581945915142878j,0.9982579798082902-0.0581945915142878j,
2.675638e+02,0.9982174172098225-0.0588683901501210j,0.9982174172098225-0.0588683901501210j,
2.706652e+02,0.9981759092411445-0.0595499727893515j,0.9981759092411445-0.0595499727893515j,
2.738025e+02,0.9981334338787993-0.0602394287405962j,0.9981334338787993-0.0602394287405962j,
2.769762e+02,0.9980899685867290-0.0609368483154442j,0.9980899685867290-0.0609368483154442j,
2.801867e+02,0.9980454903043654-0.0616423228389502j,0.9980454903043654-0.0616423228389502j,
2.834343e+02,0.9979999754344409-0.0623559446602111j,0.9979999754344409-0.0623559446602111j,
2.867196e+02,0.9979533998305269-0.0630778071630236j,0.9979533998305269-0.0630778071630236j,
2.900430e+02,0.9979057387842757-0.0638080047766224j,0.9979057387842757-0.0638080047766224j,
2.934050e+02,0.9978569670123697-0.0645466329865000j,0.9978569670123697-0.0645466329865000j,
2.968059e+02,0.9978070586431683-0.0652937883453049j,0.9978070586431683-0.0652937883453049j,
3.002462e+02,0.9977559872030476-0.0660495684838202j,0.9977559872030476-0.0660495684838202j,
3.037264e+02,0.9977037256024236-0.0668140721220200j,0.9977037256024236-0.0668140721220200j,
3.072469e+02,0.9976502461214484-0.0675873990802037j,0.9976502461214484-0.0675873990802037j,
3.108082e+02,0.9975955203953837-0.0683696502902068j,0.9975955203953837-0.0683696502902068j,
3.144108e+02,0.9975395193996289-0.0691609278066885j,0.9975395193996289-0.0691609278066885j,
3.180552e+02,0.9974822134344059-0.0699613348184921j,0.9974822134344059-0.0699613348184921j,
3.217418e+02,0.9974235721090920-0.0707709756600820j,0.9974235721090920-0.0707709756600820j,
3.254712e+02,0.9973635643261864-0.0715899558230504j,0.9973635643261864-0.0715899558230504j,
3.292437e+02,0.9973021582649135-0.0724183819676974j,0.9973021582649135-0.0724183819676974j,
3.330600e+02,0.9972393213644387-0.0732563619346803j,0.9972393213644387-0.0732563619346803j,
3.369206e+02,0.9971750203067056-0.0741040047567309j,0.9971750203067056-0.0741040047567309j,
3.408259e+02,0.9971092209988707-0.0749614206704410j,0.9971092209988707-0.0749614206704410j,
3.447764e+02,0.9970418885553357-0.0758287211281123j,0.9970418885553357-0.0758287211281123j,
3.487727e+02,0.9969729872793663-0.0767060188096706j,0.9969729872793663-0.0767060188096706j,
3.528154e+02,0.9969024806442839-0.0775934276346408j,0.9969024806442839-0.0775934276346408j,
3.569049e+02,0.9968303312742282-0.0784910627741834j,0.9968303312742282-0.0784910627741834j,
3.610419e+02,0.9967565009244701-0.0793990406631871j,0.9967565009244701-0.0793990406631871j,
3.652267e+02,0.9966809504612805-0.0803174790124184j,0.9966809504612805-0.0803174790124184j,
3.694601e+02,0.9966036398413229-0.0812464968207232j,0.9966036398413229-0.0812464968207232j,
3.737426e+02,0.9965245280905866-0.0821862143872805j,0.9965245280905866-0.0821862143872805j,
3.780747e+02,0.9964435732828185-0.0831367533239038j,0.9964435732828185-0.0831367533239038j,
3.824570e+02,0.9963607325174716-0.0840982365673877j,0.9963607325174716-0.0840982365673877j,
3.868901e+02,0.9962759618971402-0.0850707883918983j,0.9962759618971402-0.0850707883918983j,
3.913746e+02,0.9961892165044769-0.0860545344214021j,0.9961892165044769-0.0860545344214021j,
3.959110e+02,0.9961004503785797-0.0870496016421325j,0.9961004503785797-0.0870496016421325j,
4.005001e+02,0.9960096164908355-0.0880561184150886j,0.9960096164908355-0.0880561184150886j,
4.051423e+02,0.9959166667202086-0.0890742144885649j,0.9959166667202086-0.0890742144885649j,
4.098384e+02,0.9958215518279618-0.0901040210107054j,0.9958215518279618-0.0901040210107054j,
4.145888e+02,0.9957242214317975-0.0911456705420819j,0.9957242214317975-0.0911456705420819j,
4.193944e+02,0.9956246239794058-0.0921992970682889j,0.9956246239794058-0.0921992970682889j,
