Frequency,M2a to BHD,M2b to BHD,DARM to BHD,M6 to BHD,M7 to BHD,M9 to BHD,M2a to PDH_A,M2b to PDH_B,DARM to PDH,M6 to PDH_A,M6 to PDH_B,M7 to PDH_A,M7 to PDH_B,M9 to PDH_A,M9 to PDH_B,
1.262121e+02,74833973.0551059842109680+1811452594.9790282249450684j,-74834229.1492588371038437-1811458699.1082603931427002j,-74834101.1021824181079865-1811455647.0436444282531738j,25687.6431049262610031+610491.1021465723169968j,23650.0639843551580270+562065.9693039745325223j,-0.0479076707672506-1.1839394605832230j,-90595868.4543997049331665+1870498.4266651743091643j,-91497765.1823922693729401+1889115.9940290600061417j,450948.3639962822198868-9308.7836819428484887j,0.0000023585502524+0.0000296361018394j,-13.6312138209261988-660.1940731699733078j,12.4262501686273001+601.8388087139705931j,-0.0000044145820050-0.0000549208795574j,0.0000000583881079+0.0000009087086404j,0.0000000576275843+0.0000009109782476j,
1.273811e+02,76225435.6301949471235275+1828187113.3103680610656738j,-76225698.4743368029594421-1828193273.7522764205932617j,-76225567.0522658824920654-1828190193.5313222408294678j,26165.2755747591691033+616130.5640347363660112j,24089.8097493984641915+567258.1000918404897675j,-0.0488025743590030-1.1948865664198844j,-90595150.1354495733976364+1887808.4708154329564422j,-91497039.7201720923185349+1906598.2197770094498992j,450944.7923612594604492-9394.8744807882467285j,-0.0000000911084421-0.0000005371940561j,-13.8847840219700096-666.3036509179826226j,12.6574063662752430+607.4083697364027330j,0.0000000861654625+0.0000005166216751j,0.0000000584741871+0.0000009365522305j,0.0000000601265684+0.0000009476462897j,
1.285610e+02,77642750.1246783435344696+1845075411.0987555980682373j,-77643015.9302270412445068-1845081628.5173645019531250j,-77642883.0274526923894882-1845078519.8080601692199707j,26651.7811590057535795+621821.8387842632364482j,24537.7252733980858466+572497.9338012572843581j,-0.0497199071213347-1.2059343737057562j,-90594418.4682263731956482+1905278.3278846405446529j,-91496300.7641488909721375+1924242.0674362019635737j,450941.1479612588882446-9481.8697757807094604j,-0.0000024991984197-0.0000296291175997j,-14.1430690286834011-672.4696678869826201j,12.8928587460012523+613.0293509273520840j,0.0000000845166118+0.0000004923551824j,0.0000000575509964+0.0000008949479751j,0.0000000575967523+0.0000009096209129j,
1.297517e+02,79086391.1239847242832184+1862118878.7460930347442627j,-79086665.2029485255479813-1862125153.2879805564880371j,-79086528.1634666323661804-1862122016.0170369148254395j,27147.3248819852742599+627565.3944454597076401j,24993.9615548626388772+577785.9014790696091950j,-0.0506407147231566-1.2170939534036023j,-90593673.1938517987728119+1922909.5625746201258153j,-91495548.0768205970525742+1942048.7428158011753112j,450937.4414843991398811-9569.5901205905247480j,-0.0000000906620842-0.0000005383537769j,-14.4061544098302488-678.6926102483672594j,13.1326890080949763+618.7022559686531622j,0.0000000854625386+0.0000005072938743j,0.0000004208721482+0.0000008902334168j,-0.0000000288102444+0.0000008866537283j,
1.309535e+02,80556855.9002014994621277+1879318917.7118744850158691j,-80557131.6379803270101547-1879325250.5173592567443848j,-80556993.7690909206867218-1879322084.1146168708801270j,27652.0736109387034958+633361.7032367980573326j,25458.6731520040266332+583122.4377634263364598j,-0.0515724126949287-1.2283376069440559j,-90592914.0689748525619507+1940703.6192384711466730j,-91494781.3912945240736008+1960019.9535013718996197j,450933.6611598357558250-9658.1671314503764734j,-0.0000010052176237-0.0000151030736378j,-14.6741334582345520-684.9730668077640985j,13.3769785188106276+624.4275618699712140j,-0.0000012653787416-0.0000120553904242j,-0.0000011377573404-0.0000181426725770j,-0.0000011489447511-0.0000183446093624j,
1.321664e+02,82054630.3493042439222336+1896676943.1982455253601074j,-82054911.9286507070064545-1896683334.3947725296020508j,-82054771.1389774680137634-1896680138.7965090274810791j,28166.1979286133064306+639211.2413229123922065j,25932.0161864301371679+588507.9811730169458315j,-0.0525262750265092-1.2396942100530375j,-90592140.8204876780509949+1958662.1479436403606087j,-91494000.4493257850408554+1978157.1822020655963570j,450929.8144190534949303-9747.5171292126178741j,-0.0000015290534371-0.0000137408011628j,-14.9470930105339548-691.3115012562808488j,13.6258100866022520+630.2057499914214986j,0.0000014212550377+0.0000128157800386j,0.0000012430012324+0.0000195694133270j,0.0000012554329076+0.0000197615703737j,
1.333906e+02,83580228.5975931584835052+1914194380.5788743495941162j,-83580515.4138693213462830-1914200830.7996697425842285j,-83580372.0057312399148941-1914197605.6892719268798828j,28689.8725470061654050+645114.4888090086169541j,26414.1522137731153634+593942.9736366672441363j,-0.0535053303489620-1.2511550924124952j,-90591353.2027673870325089+1976786.4279546064790338j,-91493204.9922778457403183+1996461.8574916459619999j,450925.8947552293539047-9837.7147685197414830j,-0.0000000914491559-0.0000005048449080j,-15.2251285992703096-697.7084942288013281j,13.8792680810229268+636.0373060555076563j,0.0000000838767651+0.0000004640355505j,0.0000000576551485+0.0000008699279126j,0.0000000582104759+0.0000008735001208j,
1.346261e+02,85134162.1640349328517914+1931872668.7996993064880371j,-85134454.3343092650175095-1931879178.5849685668945312j,-85134308.2491720914840698-1931875923.6923339366912842j,29223.2733678746626538+651071.9301506165647879j,26905.2429431804303022+599427.8612138220341876j,-0.0545035874869553-1.2627214977432364j,-90590550.9368354529142380+1995078.1719563449732959j,-91492394.7411891967058182+2014935.6636363132856786j,450921.9021768718957901-9928.7458399841561913j,-0.0000015044995861-0.0000133006508531j,-15.5083334756776345-704.1645673223871427j,14.1374384042693837+641.9227200850541522j,0.0000013973424910+0.0000123632412885j,0.0000012230171066+0.0000188768481127j,0.0000012349813238+0.0000190858171943j,
1.358730e+02,86716958.4905953705310822+1949713258.2639605998992920j,-86717256.7758282274007797-1949719828.0675160884857178j,-86717107.6332117915153503-1949716543.1657383441925049j,29766.5815926044851949+657084.0536589223193005j,27405.4549940288852667+604963.0935117744375020j,-0.0555185284416884-1.2743944700120136j,-90589733.7545580118894577+2013538.8516861449461430j,-91491569.4280246645212173+2033580.0456691975705326j,450917.8367333263158798-10020.5969915263121948j,-0.0000023712217567-0.0000265362279395j,-15.7968046906881803-710.6802778219109769j,14.4004104038044574+647.8625132739166474j,0.0000042724568254+0.0000482601774783j,0.0000000574852522+0.0000008585071101j,0.0000000574090666+0.0000008454933105j,
1.371315e+02,88329154.7124283760786057+1967717611.6428287029266357j,-88329457.1768541336059570-1967724242.2997622489929199j,-88329305.9446412622928619-1967720926.9712953567504883j,30319.9807366618151718+663151.3519153824308887j,27914.9581123233110702+610549.1239564529387280j,-0.0565527913050826-1.2861748950959568j,-90588901.3911301791667938+2032169.8333605311345309j,-91490728.7745146006345749+2052396.5477405777201056j,450913.6916922107338905-10113.3571900232927874j,0.0000007834536299+0.0000127670706159j,-16.0906361755387550-717.2561141387832322j,14.6682683112429224+653.8571062542408754j,0.0000009575944543-0.0000038571364277j,0.0000012020747386+0.0000182160308094j,0.0000012151581184+0.0000184055955490j,
1.384016e+02,89971291.4970607906579971+1985887204.9781677722930908j,-89971600.0315646231174469-1985893896.8627185821533203j,-89971445.7643127143383026-1985890550.9204430580139160j,30883.6579070008410781+669274.3216574047692120j,28433.9232721931621199+616186.4099830571794882j,-0.0575969989778083-1.2980642688283275j,-90588053.5439577996730804+2050972.9967475661542267j,-91489872.4930502623319626+2071386.7822748913895339j,450909.4745462313294411-10206.8927636626176536j,0.0000035250481522+0.0000366593752848j,-16.3899322872765580-723.8927022829898306j,14.9411071079094686+659.9070775638662099j,-0.0000011945438441-0.0000107728012299j,-0.0000010765035451-0.0000162108268040j,-0.0000010885901131-0.0000163887381595j,
1.396835e+02,91643925.8177703619003296+2004223525.8843798637390137j,-91644239.6161877214908600-2004230279.5478253364562988j,-91644082.7169790416955948-2004226902.7161026000976562j,31457.8025171431581839+675453.4639767998596653j,28962.5263784613816824+621875.4128034678287804j,-0.0586657713356810-1.3100627987173683j,-90587189.9382140338420868+2069949.7257970790378749j,-91489000.2871303260326385+2090552.4709618862252682j,450905.1744581460952759-10301.3725824035936967j,0.0000021295650340+0.0000241237137555j,-16.6947926104869069-730.5905698836136253j,15.2190169009487555+666.0128882078176957j,-0.0000039936984778-0.0000447531635708j,0.0000000586568222+0.0000008570222393j,0.0000000592963066+0.0000008564044647j,
1.409773e+02,93347621.3466667085886002+2022728075.1272983551025391j,-93347941.6974093466997147-2022734891.0429973602294922j,-93347781.5220380276441574-2022731483.0851478576660156j,32042.6096031005363329+681689.2839060423430055j,29500.9455442893704458+627616.5975690964842215j,-0.0597648776160405-1.3221713294018420j,-90586310.2717504948377609+2089101.7568892850540578j,-91488111.8677686601877213+2109895.0878500831313431j,450900.7980090826749802-10396.6654803990386426j,0.0000012565255063+0.0000111098740336j,-17.0053213601873559-737.3502929495658691j,15.5020965822347137+672.1751247246151024j,-0.0000011697679467-0.0000103479896241j,-0.0000010560024746-0.0000155910760587j,-0.0000010663558781-0.0000157475050250j,
1.422830e+02,95082953.7023452520370483+2041402365.9515476226806641j,-95083281.9705024808645248-2041409244.4990618228912354j,-95083117.8364238739013672-2041405805.2253046035766602j,32638.2762174236668216+687982.2909377696923912j,30049.3626599599629117+633410.4333056582836434j,-0.0612350166042136-1.3343584964712736j,-90585414.2493426501750946+2108430.6361129041761160j,-91487206.9279453158378601+2129416.3514902810566127j,450896.3393013328313828-10492.8576886884402484j,0.0000002352935248-0.0000151760927278j,-17.3216221083474444-744.1724245710120158j,15.7904387520985576+678.3942529607876395j,0.0000040901445433+0.0000440247031831j,-0.0000010472725816-0.0000153209401606j,0.0000000586423467+0.0000008290710953j,
1.436009e+02,96850513.2248266637325287+2060247923.5764794349670410j,-96850846.2734968364238739-2060254865.8125917911529541j,-96850679.7491617500782013-2060251394.6945357322692871j,33245.0043406306067482+694332.9987163124606013j,30607.9644565271883039+639257.3927654166473076j,-0.0620087036399887-1.3467244480279457j,-90584501.5797010064125061+2127937.8471132083795965j,-91486285.1759729981422424+2149117.6851125275716186j,450891.7981359958648682-10589.9189996595960110j,0.0000020708381836+0.0000228099488836j,-17.6438016512418478-751.0574973847354840j,16.0841377551364992+684.6707470938888491j,0.0000000854515306+0.0000004534596458j,0.0000000583704173+0.0000008340652204j,0.0000000589894817+0.0000008217055617j,
1.449310e+02,98650892.2720744907855988+2079266287.6318860054016113j,-98651230.8520005047321320-2079273294.0452568531036377j,-98651061.5620374977588654-2079269790.8385715484619141j,33862.9976921428824426+700741.9254100751131773j,31176.9379390360809339+645157.9531312921317294j,-0.0631680995007871-1.3591704669872520j,-90583571.9381436258554459+2147625.2076669023372233j,-91485346.2788878977298737+2169001.0366445714607835j,450887.1703721359372139-10687.9144888345617801j,-0.0000014049322461-0.0000114680897654j,-17.9719723434985568-758.0061692452910620j,16.3832982169257377+691.0052065196483682j,0.0000013055603389+0.0000106762542332j,0.0000011433108708+0.0000163341259499j,0.0000011540202233+0.0000165012220346j,
1.462733e+02,100484702.1198332756757736+2098459009.2951154708862305j,-100485049.2257711738348007-2098466080.1284253597259521j,-100484875.6728022247552872-2098462544.7117705345153809j,34492.4668711225094739+707209.5931219289777800j,31756.4765153391126660+651112.5951509251026437j,-0.0646953363211906-1.3716978738733303j,-90582625.0246657878160477+2167494.1732410020194948j,-91484389.9382705539464951+2189067.7939988374710083j,450882.4568023830652237-10786.8103789177257568j,0.0000025111136986+0.0000210981058616j,-18.3062424196852795-765.0189696548657139j,16.6880196908768568+697.3981381897922347j,-0.0000011259777097-0.0000095874890204j,-0.0000020931235222-0.0000297040240559j,-0.0000010275459413-0.0000145862614323j,
1.476281e+02,102352559.1789345890283585+2117827653.8198866844177246j,-102352910.4535102248191833-2117834790.1607522964477539j,-102352734.8162223994731903-2117831221.9903194904327393j,35133.6217989999931888+713736.5289736498380080j,32346.7743902973743388+657121.8039994782302529j,-0.0655359731167000-1.3844077521028084j,-90581660.4958765953779221+2187546.7209945991635323j,-91483415.8115570992231369+2209319.8982730130665004j,450877.6578402519226074-10886.5886392069514841j,-0.0000013806237684-0.0000110505946622j,-18.6467261923780399-772.0964998440878162j,16.9984056294446084+703.8500780868623679j,0.0000012838987664+0.0000102925730791j,0.0000011237041644+0.0000157524880353j,0.0000011349214038+0.0000159203293735j,
1.489955e+02,104255098.3585987836122513+2137373798.3055706024169922j,-104255455.5225800871849060-2137381000.6008524894714355j,-104255276.9405894279479980-2137377399.4532115459442139j,35786.6816123679091106+720323.2637042097048834j,32948.0328014918268309+663186.0683889882639050j,-0.0667520673435714-1.3972008272860645j,-90580678.0520950257778168+2207784.1540141873992980j,-91482423.5868138223886490+2229758.7937075700610876j,450872.7673593983054161-10987.3198466913308948j,0.0000019935006380+0.0000211515382693j,-18.9935380850561373-779.2393407936871199j,17.3145594966904177+710.3615449325491227j,-0.0000037452947229-0.0000392798019587j,0.0000000578268687+0.0000007906014746j,0.0000000578892059+0.0000007838596254j,
1.503755e+02,106192954.0185167491436005+2157099034.9598588943481445j,-106193319.6576279699802399-2157106303.4179382324218750j,-106193136.8380723595619202-2157102669.1888985633850098j,36451.8648703112412477+726970.3331474907463416j,33560.4528247096823179+669305.8816752163693309j,-0.0676625706153870-1.4101442650442622j,-90579677.3297548294067383+2228208.5718052666634321j,-91481412.9137145280838013+2250386.3924987390637398j,450867.7919798493385315-11088.9103467362001538j,-0.0000000919715856-0.0000004680445029j,-19.3467982314757663-786.4481279453689240j,17.6365931840431287+716.9331507877431022j,-0.0000010949528365-0.0000090646274480j,0.0000000585130691+0.0000007731600141j,-0.0000010001634283-0.0000138078199558j,
1.517683e+02,108166790.5665329247713089+2177004966.5300450325012207j,-108167161.7108696252107620-2177012302.2656922340393066j,-108166976.1387012749910355-2177008634.3978686332702637j,37129.3970297345804283+733678.2771635738899931j,34184.2419907164585311+675481.7409013125579804j,-0.0692491940287149-1.4231411953905264j,-90578658.0216753184795380+2248821.3175469804555178j,-91480383.4530258178710938+2271204.3756496664136648j,450862.7156752496957779-11191.5290513429790735j,-0.0000000914014616-0.0000004524007541j,-19.7066237102930408-793.7234283816543439j,17.9646110563171391+723.5653798226181834j,0.0000000838766739+0.0000004189872538j,0.0000000580708944+0.0000007830571263j,0.0000000586032108+0.0000007807760025j,
1.531740e+02,110177267.1230328977108002+2197093211.6207480430603027j,-110177645.3072890341281891-2197100615.0305180549621582j,-110177456.2151609659194946-2197096913.3256330490112305j,37819.5065268694961560+740447.6402623222675174j,34819.6110344515109318+681714.1473215651931241j,-0.0705578643663809-1.4362892868349240j,-90577619.7627967149019241+2269624.3175427364185452j,-91479334.8600848168134689+2292214.4328287090174854j,450857.5486440509557724-11295.0576429862994701j,-0.0000000907549798-0.0000004575224536j,-20.0731372505300207-801.0658637588458078j,18.2987257743388589+730.2588096704348573j,0.0000000850920534+0.0000004314520178j,0.0000000577482311+0.0000007695385345j,0.0000000589482075+0.0000007820433686j,
1.545928e+02,112225063.6162457913160324+2217365401.0486412048339844j,-112225449.4449393302202225-2217372872.6643652915954590j,-112225256.5305925607681274-2217369136.8565034866333008j,38522.4260096402795170+747278.9714185628108680j,35466.7739888555952348+688003.6064274505479261j,-0.0718713764291849-1.4495592334754859j,-90576562.2041094154119492+2290619.2977164797484875j,-91478266.7777064293622971+2313418.3483578353188932j,450852.2867985069751740-11399.5253206777852029j,-0.0000000216315029-0.0000211521281741j,-20.4464633104754121-808.4760595013772217j,18.6390505899140990+737.0140007806911626j,0.0000012294770921+0.0000093892855017j,0.0000010771303042+0.0000143926316423j,0.0000010880794868+0.0000145497123913j,
1.560246e+02,114310873.6052139699459076+2237823178.9787311553955078j,-114311264.6203805506229401-2237830719.7234511375427246j,-114311069.1127972602844238-2237826949.3510913848876953j,39238.3933517434197711+754172.8241448984481394j,36125.9502124313803506+694350.6276619893033057j,-0.0728695218472444-1.4629850528743411j,-90575484.9948336631059647+2311807.9000424831174314j,-91477178.8455604314804077+2334817.8791713044047356j,450846.9253633841872215-11504.9895644106436521j,0.0000006809424924+0.0000097970985821j,-20.8267267370799445-815.9545927904098335j,18.9856992239443478+743.8314984386759079j,-0.0000035748430380-0.0000357779441304j,0.0000010676709613+0.0000141393970815j,0.0000000569596885+0.0000007314800806j,
1.574698e+02,116435396.4968320131301880+2258468203.9642796516418457j,-116435796.6835584938526154-2258475814.0749616622924805j,-116435596.5901952534914017-2258472009.0196208953857422j,39967.6494205907802097+761129.7564929064828902j,36797.3600933579655248+700755.7251357309287414j,-0.0745571339419820-1.4764669261584737j,-90574387.7580048739910126+2333192.1126297796145082j,-91476070.6887078881263733+2356414.9027734631672502j,450841.4653515070676804-11611.3950718417763710j,-0.0000008568653162-0.0000104912927784j,-21.2140604028043462-823.5021660295454922j,19.3387951236528473+750.7119535562101191j,0.0000025852458081+0.0000272864966956j,-0.0000009439914290-0.0000124257211637j,-0.0000009545539997-0.0000125565365550j,
1.589283e+02,118599352.5808769166469574+2279302147.3030757904052734j,-118599759.7906328588724136-2279309827.7126526832580566j,-118599556.1857548952102661-2279305987.5078639984130859j,40710.4403417950670701+768150.3311173251131549j,37481.2320116665941896+707219.4165549221215770j,-0.0759400705934071-1.4901063720337469j,-90573270.1339566558599472+2354773.4954698588699102j,-91474941.9397113323211670+2378211.1210370501503348j,450835.9028773382306099-11718.8127835956402123j,-0.0000000904787897-0.0000004405111768j,-21.6085902103752758-831.1193333833653014j,19.6984488212031685+757.6558217571134719j,0.0000000839996127+0.0000004134290496j,0.0000000579939213+0.0000007364406478j,0.0000000582553816+0.0000007452969691j,
1.604003e+02,120803469.1486013829708099+2300326694.9534897804260254j,-120803884.3699202537536621-2300334446.0939140319824219j,-120803676.7592608183622360-2300330570.5237016677856445j,41467.0165084774052957+775235.1152942245826125j,38177.7953177873569075+713742.2243870706297457j,-0.0773576828868193-1.5039002459145372j,-90572131.7345474511384964+2376554.0497849248349667j,-91473792.2104796469211578+2400208.4327861662022769j,450830.2379660978913307-11827.1915006206836551j,-0.0000020302988130-0.0000190599997274j,-22.0104539683469973-838.8067867326599298j,20.0647896257121374+764.6637825252159928j,0.0000036467573360+0.0000346320546117j,0.0000002952940295+0.0000007154474593j,-0.0000008888661165+0.0000007977563035j,
1.618860e+02,123048493.6100629568099976+2321543545.4064874649047852j,-123048915.4244303405284882-2321551368.2213792800903320j,-123048704.5172466486692429-2321547456.8139333724975586j,42237.6336499781173188+782384.6808071710402146j,38887.2864170535976882+720324.6749044526368380j,-0.0788135986163790-1.5177608128096087j,-90570972.1887438297271729+2398535.3582659945823252j,-91472621.1188235431909561+2422408.5858716103248298j,450824.4650398567318916-11936.6138028078712523j,-0.0000008351156893-0.0000099230207777j,-22.4197852446578203-846.5651364540059376j,20.4379356453409571+771.7363447020247804j,-0.0000010101517258-0.0000077843045778j,-0.0000009176712383-0.0000117358581237j,-0.0000009270934161-0.0000118474898994j,
1.633854e+02,125335176.1374444663524628+2342954412.9379510879516602j,-125335609.8715609014034271-2342962307.4112453460693359j,-125335393.0045026838779449-2342958360.1745982170104980j,43022.5508702311053639+789599.6043120507383719j,39609.9425210832341691+726967.2992422548122704j,-0.0805885366824899-1.5317462953591323j,-90569791.0856552869081497+2420719.5123898764140904j,-91471428.2589777261018753+2444813.5364652303978801j,450818.5866612195968628-12047.0120376769918948j,-0.0000000896594495-0.0000004149175033j,-22.8367226437099760-854.3950315964689253j,20.8180176138145612+778.8741567406631248j,0.0000011692796617+0.0000084207108941j,0.0000000579994040+0.0000007053959376j,0.0000010340054363+0.0000130515758125j,
1.648987e+02,127664295.7881537079811096+2364561023.5095953941345215j,-127664734.4750834405422211-2364568991.0758075714111328j,-127664515.1316185742616653-2364565007.2927017211914062j,43822.0335079612341360+796880.4669207778060809j,40346.0091372898532427+733670.6322207737248391j,-0.0817503755100654-1.5459279468433675j,-90568588.0374827086925507+2443108.2060220921412110j,-91470213.2421498000621796+2467425.0194180421531200j,450812.6023335456848145-12158.4066979750059545j,0.0000029544325944+0.0000256856983485j,-23.2614082101583044-862.2971370061951575j,21.2051628694582242+786.0777959702206772j,-0.0000009909535046-0.0000074961823640j,-0.0000008996150074-0.0000112768509202j,-0.0000009091682914-0.0000114051502333j,
1.664260e+02,130036628.2007217854261398+2386365119.6795616149902344j,-130037076.9741647243499756-2386373160.4641823768615723j,-130036852.5874432623386383-2386369140.0718717575073242j,44636.3495135111152194+804227.8548217855859548j,41095.7322781101829605+740435.2136381255695596j,-0.0835848997300054-1.5601714914631546j,-90567362.6251281201839447+2465703.4630403500050306j,-91468975.6309402137994766+2490245.1978560411371291j,450806.5029060468077660-12270.8674078455660492j,-0.0000019605891650-0.0000177096060091j,-23.6939880218149206-870.2721423160838867j,21.5995037606874831+793.3478818702118360j,0.0000045867523290+0.0000399052089334j,0.0000000566649961+0.0000006833716917j,0.0000010165778424+0.0000125796713926j,
1.679675e+02,132452983.6937675476074219+2408368455.1383705139160156j,-132453438.3218568563461304-2408376570.3929691314697266j,-132453211.0078122019767761-2408372512.7656698226928711j,45465.7751844622907811+811642.3583728387020528j,41859.3671342284578714+747261.5868909618584439j,-0.0848295486279080-1.5746130256528958j,-90566114.4527127295732498+2488506.9318120544776320j,-91467715.0348656475543976+2513275.6383107597939670j,450800.2910764589905739-12384.3532493526581675j,-0.0000000906831037-0.0000004076492011j,-24.1346037917337490-878.3206538327102635j,22.0011695613740486+800.6849683066207035j,0.0000000836767643+0.0000003811205086j,0.0000000568671256+0.0000006885569725j,0.0000000577481723+0.0000006933308461j,
1.695232e+02,134914167.3401709496974945+2430572800.7834801673889160j,-134914632.2582284212112427-2430580990.6084833145141602j,-134914399.7991997003555298-2430576895.6959819793701172j,46310.5888987674043165+819124.5731615563854575j,42637.1689303263119655+754150.3005313144531101j,-0.0867016623134975-1.5891206950591132j,-90564843.0824231356382370+2511520.7054782710038126j,-91466431.0084041506052017+2536518.4969111597165465j,450793.9629905074834824-12498.8957164443563670j,0.0000009443565366-0.0000025088010888j,-24.5834075344730323-886.4433829903226751j,22.4103005345908848+808.0897209613965515j,0.0000011297586143+0.0000078271471271j,0.0000000572299296+0.0000006798625086j,0.0000009992220038+0.0000121522919765j,
1.710934e+02,137421014.3540999591350555+2452979939.5232219696044922j,-137421486.5383560061454773-2452988204.9901432991027832j,-137421250.4462279677391052-2452984072.2566823959350586j,47171.0757999193010619+826675.0993919314350933j,43429.4007883255471825+761101.9069761621067300j,-0.0875761522468614-1.6038926776577382j,-90563548.0886330753564835+2534746.6495220051147044j,-91465123.1293816268444061+2559975.5643945573829114j,450787.5203742757439613-12614.4574362761341035j,0.0000017291924858+0.0000159690976560j,-25.0405504208909697-894.6409884539558561j,22.8270336501568174+815.5627400462688001j,0.0000000846348320+0.0000003739441390j,0.0000012990245726+0.0000006099930043j,-0.0000006467604040-0.0000160145753919j,
1.726781e+02,139974365.4867076277732849+2475591669.9996113777160645j,-139974845.9342705607414246-2475600011.7436575889587402j,-139974605.7104890942573547-2475595840.8716344833374023j,48047.5249946526819258+834294.5421318071894348j,44236.3290004852824495+768116.9633521360810846j,-0.0896534414460214-1.6186363044887795j,-90562229.0328369885683060+2558186.7014977638609707j,-91463790.9425101429224014+2583648.9473984809592366j,450780.9548365771770477-12731.1229503585491329j,-0.0000000901295060-0.0000003958467483j,-25.5061886607188235-902.9141820263105274j,23.2515100185263996+823.1046489378593378j,0.0000000840582386+0.0000003673623910j,0.0000000579806193+0.0000006749393384j,0.0000000572255893+0.0000006689974565j,
1.742775e+02,142575081.9771515429019928+2498409804.5818371772766113j,-142575571.3251819610595703-2498418223.2066459655761719j,-142575326.6511667370796204-2498414013.8942413330078125j,48940.2322588927418110+841983.5111530459253117j,45058.2255014247130021+775196.0311061658430845j,-0.0913164900181754-1.6335811272456604j,-90560885.4687661677598953+2581842.8158708983100951j,-91462434.0056325793266296+2607540.5168542969040573j,450774.2684332057833672-12848.8504916992969811j,-0.0000000901463434-0.0000003960278980j,-25.9804777757292662-911.2636256623121653j,23.6838732524400619+830.7160765744366699j,0.0000000837524182+0.0000003706439043j,0.0000000578879262+0.0000006528427989j,0.0000000572655212+0.0000006560643287j,
1.758917e+02,145224039.5651985406875610+2521436170.3032174110412598j,-145224537.9740334749221802-2521444666.5092720985412598j,-145224288.7696160078048706-2521440418.4062447547912598j,49849.4979949799744645+849742.6211959160864353j,45895.3670259509162861+782339.6761870607733727j,-0.0930058952263636-1.6486632913368533j,-90559516.9417788088321686+2605716.9648872460238636j,-91461051.8573091179132462+2631652.2910158424638212j,450767.4577651545405388-12967.6630642982199788j,-0.0000000906654603-0.0000003969783249j,-26.4635790544500864-919.6900246965309407j,24.1242696553591074+838.3976574225696368j,0.0000000839111592+0.0000003559251056j,0.0000000578328631+0.0000006638255806j,0.0000000575223271+0.0000006625292675j,
1.775208e+02,147922129.2792867720127106+2544672608.8807764053344727j,-147922636.9793801605701447-2544681183.3729386329650879j,-147922383.1293334662914276-2544676896.1268577575683594j,50775.6282044670078903+857572.4918525329558179j,46748.0351664628178696+789548.4690714307362214j,-0.0947453790559269-1.6638826949387955j,-90558122.9870728701353073+2629811.1588680716231465j,-91459644.0283097177743912+2655986.3002524152398109j,450760.5206184238195419-13087.5706921718083322j,0.0000001973052016-0.0000020501941713j,-26.9556556239699638-928.1940813234762118j,24.5728482200336238+846.1500316251305094j,0.0000010835058513+0.0000071610042334j,0.0000009487015607+0.0000110065287317j,0.0000009583197247+0.0000111130167449j,
1.791650e+02,150670261.5061545372009277+2568120976.1788673400878906j,-150670778.5446985363960266-2568129629.6796870231628418j,-150670520.0254265367984772-2568125302.9292774200439453j,51718.9347916012993664+865473.7475997509900481j,47616.5175398448409396+796822.9846022321144119j,-0.0964935217882249-1.6792430460316035j,-90556703.1384174227714539+2654127.3418745496310294j,-91458210.0475700348615646+2680544.5080205290578306j,450753.4545763060450554-13208.5830729897134006j,-0.0000000890530140-0.0000003777799929j,-27.4568747792425825-936.7765038380883880j,25.0297607284075170+853.9738449228282207j,0.0000000839463837+0.0000003507864778j,0.0000000568370727+0.0000006500943831j,0.0000000578708228+0.0000006577367463j,
1.808245e+02,153469358.3986479043960571+2591783143.5649209022521973j,-153469885.6376810073852539-2591791876.6852669715881348j,-153469622.0181644558906555-2591787510.1250939369201660j,52679.7350142584982677+873447.0178520936751738j,48501.1055951926900889+804163.8024009764194489j,-0.0987393284839960-1.6947316070678975j,-90555256.9079405516386032+2678667.6279741898179054j,-91456749.4244417101144791+2705329.0262460228987038j,450746.2582505792379379-13330.6991359165403992j,-0.0000007600513932-0.0000079981548867j,-27.9674060004999596-945.4380153221794671j,25.4951630055597604+861.8697638094550939j,0.0000022673916575+0.0000207039039602j,-0.0000001690580308-0.0000093649016381j,-0.0000002362395779+0.0000055484756102j,
1.824993e+02,156320363.4608713388442993+2615660996.4231867790222168j,-156320899.9661734104156494-2615669810.0860033035278320j,-156320631.7135223746299744-2615665403.2545948028564453j,53658.3519959796249168+881492.9369932091794908j,49402.0974921397646540+811571.5064035237301141j,-0.1001228652583664-1.7103854822197964j,-90553783.8132386505603790+2703433.9796339734457433j,-91455261.6655864119529724+2730341.9066286943852901j,450738.9261738806962967-13453.9634973604697734j,-0.0000011359944827-0.0000072770724143j,-28.4874200968947058-954.1793116433759678j,25.9692085854918702+869.8384004583745082j,0.0000010569676832+0.0000067719700814j,0.0000009250439964+0.0000104192557581j,0.0000009346157096+0.0000105324789714j,
