Frequency,M2a to BHD,M2b to BHD,DARM to BHD,M6 to BHD,M7 to BHD,M9 to BHD,M2a to PDH_A,M2b to PDH_B,DARM to PDH,M6 to PDH_A,M6 to PDH_B,M7 to PDH_A,M7 to PDH_B,M9 to PDH_A,M9 to PDH_B,
1.841897e+02,159224237.1802586317062378+2639756435.0176401138305664j,-159224783.1280245482921600-2639765329.9580206871032715j,-159224510.1541416049003601-2639760882.4878301620483398j,54655.1156873713407549+889612.1441976162604988j,50319.7966821476074983+819046.6851446065120399j,-0.1019801129969245-1.7261715783770857j,-90552283.3585487902164459+2728428.4319752804003656j,-91453746.2745148539543152+2755585.1572089223191142j,450731.4579830318689346-13578.3626168209593743j,0.0000016010790792+0.0000137442588220j,-29.0170943588569301-963.0011370931458714j,26.4520604286644208+877.8804484632279355j,-0.0000030230738037-0.0000255513605994j,0.0000000573991959+0.0000006264438902j,0.0000000575541915+0.0000006247342054j,
1.858957e+02,162181951.8688448071479797+2664071375.5576648712158203j,-162182508.4612825512886047-2664080352.3234424591064453j,-162182230.1650636792182922-2664075863.9405536651611328j,55670.3601923956666724+897805.2839748900150880j,51254.5104396200404153+826589.9320728468010202j,-0.1038776659177391-1.7421019667762285j,-90550755.0214415043592453+2753653.2319022286683321j,-91452202.7275249212980270+2781061.0031352532096207j,450723.8530417084693909-13703.8856165122706443j,-0.0000000900223050-0.0000003681280411j,-29.5566093434198578-971.9042411577194116j,26.9438843792198881+885.9966050408746696j,0.0000000835860827+0.0000003405969299j,0.0000000562393384+0.0000006106322761j,0.0000000567926257+0.0000006243556420j,
1.876175e+02,165194506.2066166698932648+2688607747.6224026679992676j,-165195072.6997625529766083-2688616807.1446294784545898j,-165194789.4531896114349365-2688612277.3835163116455078j,56704.4276144929681323+906073.0054929954931140j,52206.5543675905355485+834201.8447413861285895j,-0.1062236400739970-1.7581535819883234j,-90549198.3010978251695633+2779110.2972878422588110j,-91450630.5108219534158707+2806771.4704317878931761j,450716.1048620641231537-13830.5865719728171825j,0.0000005551865951+0.0000067098291596j,-30.1061446463653013-980.8893321243459695j,27.4448416164696063+894.1874876184069763j,-0.0000020213261182-0.0000185529435142j,-0.0000001835280310-0.0000038507468770j,0.0000002189596065+0.0000100213091885j,
1.893552e+02,168262910.8671335279941559+2713367497.0213179588317871j,-168263488.3878819942474365-2713376639.8646578788757324j,-168263199.6275077462196350-2713372068.4429879188537598j,57757.6654462172955391+914415.9631114662624896j,53176.2477652281741030+841883.0257267712149769j,-0.1077839736461856-1.7744015401625099j,-90547612.6604885309934616+2804801.8620109725743532j,-91449029.0898789167404175+2832718.7277709161862731j,450708.2146951928734779-13958.4328799718059599j,-0.0000000902453957-0.0000003579622832j,-30.6658889253649036-989.9571879265305370j,27.9551066157767387+902.4538331097774062j,0.0000000836407170+0.0000003295103620j,0.0000000577060988+0.0000006167859880j,0.0000000581783958+0.0000006223407026j,
1.911091e+02,171388200.0237794220447540+2738352583.8501567840576172j,-171388786.0149137079715729-2738361811.0853495597839355j,-171388493.0193465650081635-2738357197.4677534103393555j,58830.4274067500009551+922834.8162524228682742j,54163.9167746678795083+849634.0820522843860090j,-0.1097914152749377-1.7907734993354747j,-90545997.5695784240961075+2830730.0320901414379478j,-91447397.9226850718259811+2858904.9396990179084241j,450700.1765533238649368-14087.4538044382352382j,-0.0000010886908407-0.0000066489802049j,-31.2360292112260183-999.1085385796129685j,28.4748480357989493+910.7962863952583348j,0.0000010129632248+0.0000061824932491j,0.0000008859072026+0.0000095202286224j,0.0000008953952188+0.0000096254831162j,
1.928792e+02,174571417.6897987723350525+2763564984.2672061920166016j,-174572017.3537038266658783-2763574296.1331658363342285j,-174571717.5217512845993042-2763569640.2001857757568359j,59923.0745797083291109+931330.2292076963931322j,55169.8933891027336358+857455.6254374396521598j,-0.1118331847026388-1.8072955623261320j,-90544352.4784539937973022+2856896.8895774758420885j,-91445736.4604074358940125+2885332.2493095919489861j,450691.9909767210483551-14217.6798660580534488j,0.0000006554608724-0.0000085330971215j,-31.8167593074899351-1008.3441589727747214j,29.0042441476808079+919.2155671970693902j,0.0000030521236681+0.0000239204946487j,0.0000000575566846+0.0000005967921353j,0.0000000580800907+0.0000006112623429j,
1.946656e+02,177813640.7873930335044861+2789006688.2455229759216309j,-177814251.1055983304977417-2789016085.9191355705261230j,-177813945.9464956820011139-2789011387.0823292732238770j,61035.9733816092848429+939902.8717279158299789j,56194.5158096578743425+865348.2722408173140138j,-0.1139091630520836-1.8239690548399359j,-90542676.8387163877487183+2883304.6369213545694947j,-91444044.1406632810831070+2912002.8597554541192949j,450683.6509734466671944-14349.1114170497749001j,-0.0000010700819290-0.0000064105817969j,-32.4082746847696654-1017.6647935712464914j,29.5434701410715057+927.7123347643015450j,0.0000009956111508+0.0000059542177912j,0.0000008709395752+0.0000091797929817j,0.0000008799606442+0.0000092817057530j,
1.964687e+02,181115956.8470926284790039+2814679702.1024041175842285j,-181116577.0940836668014526-2814689186.3351092338562012j,-181116266.9705881476402283-2814684444.2187566757202148j,62169.4980326926015550+948553.4182554589351639j,57238.1279024258255959+873312.6436247227247804j,-0.1160163614011787-1.8408199900341775j,-90540970.0751300603151321+2909955.5412352741695940j,-91442320.3925456553697586+2938918.9750529001466930j,450675.1587077975273132-14481.7169088129885495j,-0.0000024263798918-0.0000197838268620j,-33.0107768410369147-1027.0712512575532855j,30.0927119316350833+936.2873334709875053j,0.0000000832704654+0.0000003214228573j,0.0000009980178697+0.0000005228774848j,0.0000002174698446+0.0000005832013324j,
1.982884e+02,184479469.5729708373546600+2840586047.5595874786376953j,-184480102.6745009720325470-2840595619.0130639076232910j,-184479786.1237359046936035-2840590833.2863254547119141j,63324.0290838960427209+957282.5485308520728722j,58301.0798013404055382+881349.3654664482455701j,-0.1181681000803563-1.8577757769524066j,-90539231.6177445054054260+2936851.6866356641985476j,-91440564.6285745501518250+2966082.8760690148919821j,450666.5054150223731995-14615.5947166753467172j,-0.0000010529034347-0.0000061778150656j,-33.6244665944836143-1036.5642636923696500j,30.6521539463458730+944.9412611349346207j,0.0000009793489891+0.0000057476490567j,0.0000008565339966+0.0000088573515937j,0.0000008653516967+0.0000089458555753j,
2.001250e+02,187905314.0746592879295349+2866727760.7596673965454102j,-187905958.9662014245986938-2866737420.2835903167724609j,-187905636.5204303562641144-2866732590.5216288566589355j,64499.9541062706266530+966090.9474657950922847j,59383.7288437870447524+889459.0682066276203841j,-0.1203767858280731-1.8748864279980550j,-90537460.8744143396615982+2963995.4047188861295581j,-91438776.2607076764106750+2993496.7620949796400964j,450657.6931466683745384-14750.6786880467552692j,-0.0000010428822588-0.0000060571830657j,-34.2495538420388641-1046.1446585942244383j,31.2219851895579410+953.6748350102667473j,0.0000009708329832+0.0000056403166200j,-0.0000005315223863-0.0000033226007299j,0.0000002248939291-0.0000034072515528j,
2.019786e+02,191394640.5506370067596436+2893106893.5001349449157715j,-191395296.9361339509487152-2893116641.9913702011108398j,-191394968.7433854937553406-2893111767.7457523345947266j,65697.6683430769335246+974979.3049406999489293j,60486.4388886502638343+897642.3870216434588656j,-0.1226070422212432-1.8922025033631875j,-90535657.2553591430187225+2991388.8401544415391982j,-91436954.6879279017448425+3021162.8695675074122846j,450648.7162843793630600-14887.0147065329365432j,0.0000023982427091+0.0000169910000736j,-34.8862483302645714-1055.8132092613564055j,31.8023969968479818+962.4887665539267800j,-0.0000036299686054-0.0000264069278446j,-0.0000007274409074-0.0000073966987410j,-0.0000007349312823-0.0000074773880449j,
2.038493e+02,194948615.0075140297412872+2919725514.2837061882019043j,-194949283.5820683836936951-2919735352.4542179107666016j,-194948949.2947912216186523-2919730433.3689622879028320j,66917.5723290709574940+983948.3164034495130181j,61609.5784163036078098+905899.9622550740605220j,-0.1248848155176950-1.9096525496737990j,-90533820.1338682919740677+3019034.4385956558398902j,-91435099.2810695022344589+3049083.6313620330765843j,450639.5736006051301956-15024.5963831886183470j,-0.0000006834132496-0.0000063126725730j,-35.5347677078746784-1065.5707428191637973j,32.3935889823346841+971.3838215862267589j,-0.0000007868836702-0.0000048159679833j,-0.0000007205189980-0.0000072629590707j,-0.0000007280174133-0.0000073350022172j,
2.057374e+02,198568433.1355603337287903+2946585705.4074916839599609j,-198569114.2143236398696899-2946595634.0612597465515137j,-198568773.6749419867992401-2946590669.7343759536743164j,68160.0763006887864321+992998.6819896596716717j,62753.5252573790130555+914232.4384783820714802j,-0.1272170008832864-1.9272612516161447j,-90531948.9022041857242584+3046934.3585147969424725j,-91433209.4245818257331848+3077261.2455593077465892j,450630.2611888200044632-15163.4435222554020584j,-0.0000016055070634-0.0000116048060294j,-36.1953277100218855-1075.4180335497421765j,32.9957572516573663+980.3607002083331281j,0.0000000834879826+0.0000003049868881j,0.0000000566086449+0.0000005587510596j,0.0000000573551304+0.0000005626215559j,
2.076430e+02,202255310.0858902335166931+2973689565.2119641304016113j,-202256004.2380722761154175-2973699585.0838727951049805j,-202255657.1619812548160553-2973694575.1479187011718750j,69425.5973807742411736+1002131.1071466496214271j,63918.6633314078935655+922640.4652089186711237j,-0.1295834861646654-1.9450428735330763j,-90530042.9291752725839615+3075090.8981201513670385j,-91431284.4828365445137024+3105698.0155661087483168j,450620.7768306359648705-15303.5587229786906391j,0.0000008289304008+0.0000049912902317j,-36.8681521702332660-1085.3559030144413100j,33.6091064358539455+989.4201569644842493j,-0.0000007716155313-0.0000046442987677j,0.0000005362845640+0.0000041812132500j,0.0000001877582908+0.0000042493469136j,
2.095662e+02,206010479.8872945308685303+3001039208.2277450561523438j,-206011186.9353089630603790-3001049320.2383522987365723j,-206010833.4113017320632935-3001044264.2330484390258789j,70714.5588575757283252+1011346.3028171344194561j,65105.3826194715002202+931124.6969370556762442j,-0.1319926224651807-1.9629641317456539j,-90528101.5651707351207733+3103506.4472051155753434j,-91429323.7960054427385330+3134396.3914702194742858j,450611.1154173538088799-15444.9721325519494712j,-0.0000000897811072-0.0000003160820676j,-37.5534695112670178-1095.3851855396944757j,34.2338435749585344+998.5629408538463849j,0.0000000833495916+0.0000003047434601j,0.0000000569344641+0.0000005489044769j,0.0000000576537189+0.0000005669898747j,
2.115073e+02,209835202.7911382615566254+3028636763.8862333297729492j,-209835922.9710766971111298-3028646968.8691825866699219j,-209835562.8811074793338776-3028641866.3777079582214355j,72027.3933858633245109+1020644.9848214752273634j,66314.0813106383284321+939685.7927345908246934j,-0.1344445707911052-1.9810606659339016j,-90526124.1578036248683929+3132183.3226330610923469j,-91427326.7070076167583466+3163358.6946426955983043j,450601.2746019959449768-15587.6860048172529787j,-0.0000009924828349-0.0000054390627921j,-38.2515105121647565-1105.5067034503229024j,34.8701796164043216+1007.7898073361182014j,0.0000009224599492+0.0000050557163432j,0.0000008068584450+0.0000078158194008j,0.0000008154429675+0.0000078957140950j,
2.134663e+02,213730760.9522646069526672+3056484377.4685559272766113j,-213731494.9496515691280365-3056494676.1696815490722656j,-213731127.9509580731391907-3056489526.8191184997558594j,73364.5411357850389322+1030027.8742738813161850j,67545.1645254922332242+948324.4165460100630298j,-0.1365938464813584-1.9993481310250238j,-90524110.0388597995042801+3161123.8969811778515577j,-91425292.5427553355693817+3192587.3048389735631645j,450591.2519477680325508-15731.7039288978558034j,-0.0000015515221305-0.0000107897572830j,-38.9625115019752357-1115.7212986044746685j,35.5183305678351857+1017.1015291770568183j,0.0000027657240548+0.0000195132494846j,0.0000005913548815+0.0000111676514187j,0.0000001926742041+0.0000005351562865j,
2.154435e+02,217698460.6912309527397156+3084584209.7142844200134277j,-217699208.2998335659503937-3084594603.0786933898925781j,-217698834.4955322742462158-3084589406.3964891433715820j,74726.4501749224000378+1039495.6975349603453651j,68799.0450725811824668+957041.2370544463628903j,-0.1394880584283013-2.0177508338530945j,-90522058.5345106571912766+3190330.5032742233015597j,-91423220.6193249970674515+3222084.6113752978853881j,450581.0424071699380875-15877.0540505372919142j,0.0000013576027427+0.0000099679552017j,-39.6867099173613127-1126.0297903633170336j,36.1785117967230150+1026.4988427474013406j,0.0000000841862341+0.0000002963289042j,0.0000000575456423+0.0000005425094183j,0.0000000582837917+0.0000005530828682j,
2.174389e+02,221739628.6780806481838226+3112938437.8676609992980957j,-221740389.6475729942321777-3112948926.8579735755920410j,-221740009.1628268361091614-3112943682.3628172874450684j,76113.5757894694397692+1049049.1864256714470685j,70076.1421333309990587+965836.9280290172901005j,-0.1420705437997578-2.0363481085219757j,-90519968.9418814480304718+3219805.6504022250883281j,-91421110.2267418205738068+3251853.1485205171629786j,450570.6424301862716675-16023.7490591460373253j,-0.0000009672512554-0.0000051464702212j,-40.4243539292384710-1136.4330646427845295j,36.8509495051426228+1035.9825555375809927j,0.0000008999448910+0.0000047931062628j,0.0000007869655269+0.0000074150945455j,0.0000007952354443+0.0000074852375143j,
2.194529e+02,225855619.7182680368423462+3141549254.0238437652587891j,-225856395.3569075167179108-3141559839.2912425994873047j,-225856007.5375877618789673-3141554546.6575431823730469j,77526.3834386796224862+1058689.0775985522195697j,71376.8837923564569792+974712.1677894311724231j,-0.1447278089897248-2.0551131661373874j,-90517840.5605422109365463+3249551.7248106854967773j,-91418960.6627472043037415+3281895.2769947974011302j,450560.0511024966835976-16171.7760920559521765j,-0.0000015121023543-0.0000102125422518j,-41.1756905718951387-1146.9319612883266473j,37.5358705241003392+1045.5534488893808884j,0.0000026949559864+0.0000184732137776j,0.0000000575842110+0.0000005327584151j,0.0000000587213997+0.0000005405791622j,
2.214855e+02,230047813.1780411899089813+3170418866.0476660728454590j,-230048602.7516940236091614-3170429548.6714658737182617j,-230048207.9648675918579102-3170424207.3595657348632812j,78965.3458824121771613+1068416.1132084964774549j,72701.7059094746655319+983667.6394903809996322j,-0.1474171098478291-2.0740506145604458j,-90515672.6777142137289047+3279571.1248486498370767j,-91416771.2008489221334457+3312213.4830936999060214j,450549.2615673542022705-16321.1791225250344723j,-0.0000000893139251-0.0000003040336419j,-41.9409722011904975-1157.5273343389123966j,38.2335027971073060+1055.2122809776603845j,0.0000000840513810+0.0000002811825413j,0.0000000568994559+0.0000005169581693j,0.0000000573713862+0.0000005250875233j,
2.235370e+02,234317610.3288460075855255+3199549498.2863159179687500j,-234318414.6925666630268097-3199560279.0098471641540527j,-234318012.5107063353061676-3199554888.6480817794799805j,80430.9445418613322545+1078231.0406608090270311j,74051.0512797359697288+992704.0313489380059764j,-0.1501549632374604-2.0931608017983510j,-90513464.5551669150590897+3309866.3903467883355916j,-91414541.1003341376781464+3342810.2845774134621024j,450538.2725836113095284-16471.9471153125632554j,0.0000007638576885+0.0000042757919010j,-42.7204587540219194-1168.2200733179213330j,38.9440848342730703+1064.9598777398095990j,-0.0000007098447064-0.0000039714518731j,-0.0000006529608265-0.0000059871346261j,-0.0000006590470433-0.0000060389654888j,
