"Frequency [Hz]" "ET-D-LF" "ET-D-HF" "Combined"
52.550097 5.0432553E-024 5.7329981E-025 5.6963113E-025
52.711734 5.0804041E-024 5.7155374E-025 5.6797074E-025
52.873868 5.1177684E-024 5.6982436E-025 5.6632478E-025
53.0365 5.155349E-024 5.681115E-025 5.6469311E-025
53.199633 5.193147E-024 5.6641495E-025 5.6307562E-025
53.363268 5.2311632E-024 5.6473453E-025 5.6147218E-025
53.527405 5.2693987E-024 5.6307005E-025 5.5988266E-025
53.692048 5.3078543E-024 5.6142134E-025 5.5830694E-025
53.857197 5.346531E-024 5.5978819E-025 5.5674489E-025
54.022854 5.3854299E-024 5.5817044E-025 5.5519639E-025
54.189021 5.4245517E-024 5.565679E-025 5.5366131E-025
54.355699 5.4638977E-024 5.549804E-025 5.5213952E-025
54.522889 5.5034686E-024 5.5340775E-025 5.5063089E-025
54.690594 5.5432655E-024 5.518498E-025 5.4913531E-025
54.858814 5.5832894E-024 5.5030635E-025 5.4765265E-025
55.027552 5.6235413E-024 5.4877725E-025 5.4618277E-025
55.196809 5.6640221E-024 5.4726232E-025 5.4472556E-025
55.366587 5.704733E-024 5.457614E-025 5.432809E-025
55.536886 5.7456747E-024 5.4427432E-025 5.4184865E-025
55.70771 5.7868485E-024 5.4280091E-025 5.404287E-025
55.879059 5.8282553E-024 5.4134102E-025 5.3902092E-025
56.050935 5.8698961E-024 5.3989449E-025 5.3762519E-025
56.22334 5.9117719E-024 5.3846115E-025 5.3624139E-025
56.396275 5.9538838E-024 5.3704084E-025 5.3486939E-025
56.569742 5.9962328E-024 5.3563342E-025 5.3350907E-025
56.743742 6.0388199E-024 5.3423873E-025 5.3216032E-025
56.918278 6.0816462E-024 5.3285662E-025 5.3082301E-025
57.09335 6.1247127E-024 5.3148693E-025 5.2949702E-025
57.268961 6.1680205E-024 5.3012952E-025 5.2818225E-025
57.445113 6.2115705E-024 5.2878424E-025 5.2687856E-025
57.621806 6.255364E-024 5.2745094E-025 5.2558584E-025
57.799042 6.2994018E-024 5.2612948E-025 5.2430397E-025
57.976824 6.3436852E-024 5.2481972E-025 5.2303285E-025
58.155152 6.3882151E-024 5.2352152E-025 5.2177234E-025
58.334029 6.4329926E-024 5.2223474E-025 5.2052235E-025
58.513456 6.4780189E-024 5.2095923E-025 5.1928276E-025
58.693435 6.5232949E-024 5.1969487E-025 5.1805345E-025
58.873968 6.5688218E-024 5.1844151E-025 5.1683431E-025
59.055056 6.6146007E-024 5.1719903E-025 5.1562523E-025
59.236701 6.6606326E-024 5.1596729E-025 5.144261E-025
59.418905 6.7069186E-024 5.1474617E-025 5.1323682E-025
59.601669 6.7534599E-024 5.1353553E-025 5.1205727E-025
59.784995 6.8002575E-024 5.1233525E-025 5.1088735E-025
59.968885 6.8473126E-024 5.1114519E-025 5.0972695E-025
60.153341 6.8946263E-024 5.0996525E-025 5.0857596E-025
60.338364 6.9421996E-024 5.0879528E-025 5.0743428E-025
60.523956 6.9900337E-024 5.0763518E-025 5.0630181E-025
60.710119 7.0381297E-024 5.0648482E-025 5.0517844E-025
60.896855 7.0864888E-024 5.0534409E-025 5.0406407E-025
61.084165 7.135112E-024 5.0421286E-025 5.029586E-025
61.272051 7.1840006E-024 5.0309101E-025 5.0186193E-025
61.460516 7.2331555E-024 5.0197845E-025 5.0077396E-025
61.649559 7.2825781E-024 5.0087504E-025 4.9969459E-025
61.839185 7.3322694E-024 4.9978069E-025 4.9862372E-025
62.029393 7.3822306E-024 4.9869527E-025 4.9756126E-025
62.220187 7.4324627E-024 4.9761869E-025 4.9650712E-025
62.411567 7.4829671E-024 4.9655083E-025 4.9546119E-025
62.603536 7.5337448E-024 4.9549158E-025 4.9442338E-025
62.796096 7.584797E-024 4.9444084E-025 4.9339361E-025
62.989248 7.6361249E-024 4.9339851E-025 4.9237177E-025
63.182994 7.6877296E-024 4.9236448E-025 4.9135778E-025
63.377336 7.7396123E-024 4.9133866E-025 4.9035155E-025
63.572275 7.7917742E-024 4.9032094E-025 4.8935299E-025
63.767815 7.8442164E-024 4.8931122E-025 4.8836201E-025
63.963955 7.8969402E-024 4.883094E-025 4.8737852E-025
64.160699 7.9499467E-024 4.873154E-025 4.8640244E-025
64.358049 8.0032371E-024 4.863291E-025 4.8543368E-025
64.556005 8.0568127E-024 4.8535043E-025 4.8447216E-025
64.75457 8.1106745E-024 4.8437928E-025 4.8351779E-025
64.953746 8.1648239E-024 4.8341557E-025 4.8257049E-025
65.153534 8.219262E-024 4.824592E-025 4.8163017E-025
65.353937 8.27399E-024 4.8151008E-025 4.8069677E-025
65.554957 8.3290091E-024 4.8056813E-025 4.797702E-025
65.756594 8.3843205E-024 4.7963325E-025 4.7885037E-025
65.958852 8.4399255E-024 4.7870537E-025 4.7793721E-025
66.161732 8.4958253E-024 4.777844E-025 4.7703065E-025
66.365237 8.5520211E-024 4.7687024E-025 4.761306E-025
66.569367 8.6085141E-024 4.7596283E-025 4.75237E-025
66.774125 8.6653055E-024 4.7506208E-025 4.7434976E-025
66.979512 8.7223966E-024 4.741679E-025 4.7346881E-025
67.185532 8.7797887E-024 4.7328022E-025 4.7259409E-025
67.392185 8.8374829E-024 4.7239896E-025 4.7172551E-025
67.599474 8.8954804E-024 4.7152404E-025 4.70863E-025
67.8074 8.9537827E-024 4.7065539E-025 4.7000651E-025
68.015966 9.0123908E-024 4.6979292E-025 4.6915595E-025
68.225173 9.071306E-024 4.6893657E-025 4.6831125E-025
68.435024 9.1305296E-024 4.6808626E-025 4.6747236E-025
68.645521 9.1900629E-024 4.6724192E-025 4.666392E-025
68.856665 9.249907E-024 4.6640347E-025 4.658117E-025
69.068458 9.3100634E-024 4.6557085E-025 4.6498981E-025
69.280903 9.3705331E-024 4.6474398E-025 4.6417345E-025
69.494001 9.4313175E-024 4.639228E-025 4.6336256E-025
69.707755 9.4924179E-024 4.6310724E-025 4.6255708E-025
69.922166 9.5538355E-024 4.6229723E-025 4.6175695E-025
70.137236 9.6155717E-024 4.614927E-025 4.609621E-025
70.352969 9.6776276E-024 4.6069359E-025 4.6017248E-025
70.569364 9.7400046E-024 4.5989984E-025 4.5938802E-025
70.786426 9.8027039E-024 4.5911138E-025 4.5860867E-025
71.004155 9.8657269E-024 4.5832815E-025 4.5783436E-025
71.222553 9.9290748E-024 4.5755008E-025 4.5706504E-025
71.441624 9.9927489E-024 4.5677712E-025 4.5630065E-025
71.661368 1.0056751E-023 4.5600921E-025 4.5554114E-025
71.881788 1.0121081E-023 4.5524628E-025 4.5478645E-025
72.102886 1.0185742E-023 4.5448827E-025 4.5403652E-025
72.324665 1.0250733E-023 4.5373514E-025 4.532913E-025
72.547125 1.0316058E-023 4.5298682E-025 4.5255074E-025
72.77027 1.0381717E-023 4.5224326E-025 4.5181478E-025
72.994101 1.0447711E-023 4.5150439E-025 4.5108337E-025
73.21862 1.0514041E-023 4.5077018E-025 4.5035647E-025
73.44383 1.058071E-023 4.5004055E-025 4.4963401E-025
73.669733 1.0647718E-023 4.4931547E-025 4.4891595E-025
73.896331 1.0715066E-023 4.4859487E-025 4.4820225E-025
74.123625 1.0782757E-023 4.478787E-025 4.4749284E-025
74.351619 1.085079E-023 4.4716692E-025 4.4678769E-025
74.580314 1.0919168E-023 4.4645947E-025 4.4608674E-025
74.809713 1.0987892E-023 4.4575631E-025 4.4538995E-025
75.039817 1.1056963E-023 4.4505737E-025 4.4469728E-025
75.270628 1.1126383E-023 4.4436263E-025 4.4400867E-025
75.50215 1.1196153E-023 4.4367202E-025 4.4332408E-025
75.734384 1.1266274E-023 4.4298551E-025 4.4264347E-025
75.967332 1.1336747E-023 4.4230304E-025 4.419668E-025
76.200997 1.1407574E-023 4.4162457E-025 4.4129401E-025
76.43538 1.1478757E-023 4.4095006E-025 4.4062507E-025
76.670485 1.1550296E-023 4.4027946E-025 4.3995994E-025
76.906312 1.1622193E-023 4.3961272E-025 4.3929857E-025
77.142865 1.1694449E-023 4.3894981E-025 4.3864093E-025
77.380146 1.1767066E-023 4.3829068E-025 4.3798696E-025
77.618156 1.1840045E-023 4.3763529E-025 4.3733664E-025
77.856898 1.1913387E-023 4.369836E-025 4.3668993E-025
78.096375 1.1987093E-023 4.3633556E-025 4.3604678E-025
78.336589 1.2061166E-023 4.3569114E-025 4.3540715E-025
78.577541 1.2135606E-023 4.350503E-025 4.3477102E-025
78.819234 1.2210415E-023 4.34413E-025 4.3413833E-025
79.061671 1.2285594E-023 4.337792E-025 4.3350906E-025
79.304853 1.2361145E-023 4.3314886E-025 4.3288318E-025
79.548784 1.2437068E-023 4.3252194E-025 4.3226063E-025
79.793465 1.2513366E-023 4.3189842E-025 4.3164139E-025
80.038898 1.2590039E-023 4.3127824E-025 4.3102543E-025
80.285086 1.2667089E-023 4.3066139E-025 4.304127E-025
80.532032 1.2744518E-023 4.3004781E-025 4.2980318E-025
80.779737 1.2822326E-023 4.2943748E-025 4.2919684E-025
81.028204 1.2900515E-023 4.2883036E-025 4.2859363E-025
81.277435 1.2979086E-023 4.2822642E-025 4.2799353E-025
81.527433 1.3058042E-023 4.2762563E-025 4.2739651E-025
81.7782 1.3137382E-023 4.2702794E-025 4.2680253E-025
82.029738 1.321711E-023 4.2643334E-025 4.2621157E-025
82.28205 1.3297225E-023 4.2584179E-025 4.2562358E-025
82.535138 1.3377729E-023 4.2525325E-025 4.2503855E-025
82.789004 1.3458624E-023 4.246677E-025 4.2445645E-025
83.043651 1.3539912E-023 4.240851E-025 4.2387724E-025
83.299082 1.3621592E-023 4.2350543E-025 4.2330089E-025
83.555298 1.3703668E-023 4.2292865E-025 4.2272738E-025
83.812302 1.378614E-023 4.2235474E-025 4.2215668E-025
84.070097 1.386901E-023 4.2178367E-025 4.2158876E-025
84.328684 1.3952278E-023 4.2121541E-025 4.2102359E-025
84.588067 1.4035947E-023 4.2064993E-025 4.2046115E-025
84.848248 1.4120018E-023 4.2008721E-025 4.1990142E-025
85.10923 1.4204492E-023 4.1952721E-025 4.1934435E-025
85.371013 1.4289371E-023 4.1896991E-025 4.1878994E-025
85.633603 1.4374656E-023 4.1841529E-025 4.1823815E-025
85.896999 1.4460348E-023 4.1786332E-025 4.1768896E-025
86.161206 1.4546449E-023 4.1731397E-025 4.1714234E-025
86.426226 1.463296E-023 4.1676721E-025 4.1659828E-025
86.692061 1.4719883E-023 4.1622303E-025 4.1605674E-025
86.958713 1.4807219E-023 4.156814E-025 4.155177E-025
87.226186 1.489497E-023 4.151423E-025 4.1498115E-025
87.494481 1.4983136E-023 4.1460569E-025 4.1444705E-025
87.763602 1.5071719E-023 4.1407156E-025 4.1391538E-025
88.03355 1.5160721E-023 4.1353989E-025 4.1338613E-025
88.304329 1.5250144E-023 4.1301065E-025 4.1285927E-025
88.57594 1.5339987E-023 4.1248382E-025 4.1233478E-025
88.848387 1.5430254E-023 4.1195938E-025 4.1181264E-025
89.121672 1.5520946E-023 4.114373E-025 4.1129282E-025
89.395798 1.5612063E-023 4.1091757E-025 4.1077531E-025
89.670767 1.5703609E-023 4.1040016E-025 4.1026008E-025
89.946581 1.5795584E-023 4.0988506E-025 4.0974713E-025
90.223244 1.5887993E-023 4.0937224E-025 4.0923642E-025
90.500758 1.5980851E-023 4.0886168E-025 4.0872793E-025
90.779126 1.6074164E-023 4.0835337E-025 4.0822166E-025
91.058349 1.6167919E-023 4.0784728E-025 4.0771757E-025
91.338432 1.6262129E-023 4.0734339E-025 4.0721566E-025
91.619376 1.6356775E-023 4.0684169E-025 4.067159E-025
91.901184 1.6451797E-023 4.0634216E-025 4.0621827E-025
92.183859 1.6547109E-023 4.0584477E-025 4.0572276E-025
92.467404 1.6642875E-023 4.0534952E-025 4.0522935E-025
92.75182 1.6739174E-023 4.0485638E-025 4.0473802E-025
93.037112 1.6835943E-023 4.0436534E-025 4.0424876E-025
93.32328 1.6933161E-023 4.0387637E-025 4.0376155E-025
93.61033 1.7030828E-023 4.0338947E-025 4.0327636E-025
93.898262 1.7128943E-023 4.0290461E-025 4.027932E-025
94.187079 1.7227508E-023 4.0242178E-025 4.0231204E-025
94.476786 1.7326524E-023 4.0194097E-025 4.0183286E-025
94.767383 1.7425993E-023 4.0146215E-025 4.0135565E-025
95.058874 1.7525916E-023 4.0098531E-025 4.008804E-025
95.351261 1.7626294E-023 4.0051043E-025 4.0040708E-025
95.644548 1.7727129E-023 4.0003751E-025 3.9993569E-025
95.938737 1.7828422E-023 3.9956652E-025 3.9946621E-025
96.233831 1.7930174E-023 3.9909745E-025 3.9899863E-025
96.529833 1.8032388E-023 3.9863029E-025 3.9853292E-025
96.826745 1.8135063E-023 3.9816502E-025 3.9806909E-025
97.12457 1.8238202E-023 3.9770163E-025 3.9760711E-025
97.423312 1.8341806E-023 3.972401E-025 3.9714697E-025
97.722972 1.8445876E-023 3.9678042E-025 3.9668866E-025
98.023554 1.8550414E-023 3.9632258E-025 3.9623216E-025
98.32506 1.8655422E-023 3.9586657E-025 3.9577747E-025
98.627494 1.87609E-023 3.9541236E-025 3.9532456E-025
98.930858 1.886685E-023 3.9495995E-025 3.9487344E-025
99.235156 1.8973274E-023 3.9450933E-025 3.9442407E-025
99.540389 1.9080172E-023 3.9406048E-025 3.9397646E-025
99.846561 1.9187547E-023 3.9361339E-025 3.9353059E-025
100.15367 1.9295399E-023 3.9316805E-025 3.9308645E-025
100.46173 1.940373E-023 3.9272444E-025 3.9264403E-025
100.77074 1.9512542E-023 3.9228257E-025 3.9220331E-025
101.0807 1.9621835E-023 3.918424E-025 3.9176429E-025
101.39161 1.9731612E-023 3.9140394E-025 3.9132696E-025
101.70347 1.9841873E-023 3.9096717E-025 3.908913E-025
102.0163 1.9952621E-023 3.9053208E-025 3.904573E-025
102.33008 2.0063855E-023 3.9009866E-025 3.9002495E-025
102.64484 2.0175579E-023 3.8966691E-025 3.8959425E-025
102.96056 2.0287793E-023 3.892368E-025 3.8916518E-025
103.27725 2.0400498E-023 3.8880833E-025 3.8873773E-025
103.59492 2.0513697E-023 3.8838148E-025 3.883119E-025
103.91356 2.062739E-023 3.8795626E-025 3.8788766E-025
104.23318 2.0741578E-023 3.8753265E-025 3.8746503E-025
104.55379 2.0856264E-023 3.8711064E-025 3.8704397E-025
104.87538 2.0971448E-023 3.8669021E-025 3.8662449E-025
105.19796 2.1087132E-023 3.8627137E-025 3.8620658E-025
105.52154 2.1203318E-023 3.858541E-025 3.8579023E-025
105.84611 2.1320006E-023 3.854384E-025 3.8537542E-025
106.17168 2.1437198E-023 3.8502424E-025 3.8496216E-025
106.49824 2.1554896E-023 3.8461164E-025 3.8455043E-025
106.82582 2.1673101E-023 3.8420057E-025 3.8414022E-025
107.1544 2.1791814E-023 3.8379103E-025 3.8373152E-025
107.48399 2.1911037E-023 3.8338301E-025 3.8332434E-025
107.8146 2.203077E-023 3.829765E-025 3.8291865E-025
108.14622 2.2151016E-023 3.825715E-025 3.8251446E-025
108.47886 2.2271776E-023 3.82168E-025 3.8211175E-025
108.81253 2.2393051E-023 3.8176598E-025 3.8171051E-025
109.14722 2.2514842E-023 3.8136545E-025 3.8131075E-025
109.48294 2.2637151E-023 3.8096639E-025 3.8091245E-025
109.81969 2.275998E-023 3.805688E-025 3.8051561E-025
110.15748 2.2883329E-023 3.8017266E-025 3.8012021E-025
110.49631 2.30072E-023 3.7977798E-025 3.7972625E-025
110.83618 2.3131595E-023 3.7938475E-025 3.7933373E-025
111.1771 2.3256514E-023 3.7899295E-025 3.7894264E-025
111.51906 2.3381959E-023 3.7860259E-025 3.7855297E-025
111.86208 2.3507932E-023 3.7821365E-025 3.7816471E-025
112.20615 2.3634434E-023 3.7782614E-025 3.7777787E-025
112.55128 2.3761466E-023 3.7744003E-025 3.7739242E-025
112.89747 2.3889029E-023 3.7705533E-025 3.7700838E-025
113.24473 2.4017126E-023 3.7667204E-025 3.7662572E-025
113.59306 2.4145756E-023 3.7629014E-025 3.7624445E-025
113.94245 2.4274923E-023 3.7590962E-025 3.7586456E-025
114.29292 2.4404626E-023 3.7553049E-025 3.7548604E-025
114.64447 2.4534867E-023 3.7515274E-025 3.7510889E-025
114.9971 2.4665649E-023 3.7477636E-025 3.747331E-025
115.35082 2.4796971E-023 3.7440134E-025 3.7435868E-025
115.70562 2.4928836E-023 3.7402769E-025 3.739856E-025
116.06151 2.5061244E-023 3.7365539E-025 3.7361387E-025
116.4185 2.5194198E-023 3.7328445E-025 3.7324348E-025
116.77659 2.5327698E-023 3.7291485E-025 3.7287443E-025
117.13578 2.5461746E-023 3.7254658E-025 3.7250671E-025
117.49607 2.5596343E-023 3.7217966E-025 3.7214032E-025
117.85747 2.573149E-023 3.7181407E-025 3.7177526E-025
118.21998 2.5867189E-023 3.714498E-025 3.7141151E-025
118.58361 2.6003442E-023 3.7108685E-025 3.7104907E-025
118.94836 2.6140249E-023 3.7072522E-025 3.7068795E-025
119.31423 2.6277611E-023 3.7036491E-025 3.7032813E-025
119.68122 2.6415531E-023 3.700059E-025 3.6996961E-025
120.04934 2.655401E-023 3.696482E-025 3.6961239E-025
120.4186 2.6693048E-023 3.6929179E-025 3.6925646E-025
120.78899 2.6832647E-023 3.6893668E-025 3.6890182E-025
121.16052 2.6972809E-023 3.6858287E-025 3.6854846E-025
121.53319 2.7113534E-023 3.6823034E-025 3.6819639E-025
121.90701 2.7254825E-023 3.678791E-025 3.6784559E-025
122.28198 2.7396682E-023 3.6752914E-025 3.6749607E-025
122.6581 2.7539107E-023 3.6718045E-025 3.6714782E-025
123.03538 2.7682101E-023 3.6683304E-025 3.6680083E-025
123.41382 2.7825666E-023 3.6648689E-025 3.6645511E-025
123.79342 2.7969802E-023 3.6614202E-025 3.6611065E-025
124.17419 2.8114511E-023 3.657984E-025 3.6576745E-025
124.55613 2.8259795E-023 3.6545605E-025 3.654255E-025
124.93925 2.8405654E-023 3.6511495E-025 3.650848E-025
125.32355 2.8552091E-023 3.6477511E-025 3.6474534E-025
125.70902 2.8699106E-023 3.6443652E-025 3.6440714E-025
126.09569 2.88467E-023 3.6409917E-025 3.6407017E-025
126.48354 2.8994875E-023 3.6376307E-025 3.6373444E-025
126.87259 2.9143633E-023 3.6342821E-025 3.6339995E-025
127.26283 2.9292974E-023 3.6309459E-025 3.630667E-025
127.65427 2.94429E-023 3.627622E-025 3.6273467E-025
128.04692 2.9593412E-023 3.6243105E-025 3.6240387E-025
128.44077 2.9744511E-023 3.6210113E-025 3.620743E-025
128.83584 2.9896199E-023 3.6177244E-025 3.6174595E-025
129.23212 3.0048478E-023 3.6144497E-025 3.6141883E-025
129.62962 3.0201347E-023 3.6111873E-025 3.6109292E-025
130.02834 3.035481E-023 3.6079371E-025 3.6076823E-025
130.42829 3.0508866E-023 3.6046991E-025 3.6044475E-025
130.82947 3.0663517E-023 3.6014732E-025 3.6012248E-025
131.23188 3.0818766E-023 3.5982595E-025 3.5980143E-025
131.63553 3.0974611E-023 3.595058E-025 3.5948158E-025
132.04042 3.1131056E-023 3.5918685E-025 3.5916294E-025
132.44656 3.1288102E-023 3.5886911E-025 3.5884551E-025
132.85395 3.1445749E-023 3.5855258E-025 3.5852927E-025
133.26259 3.1603999E-023 3.5823725E-025 3.5821424E-025
133.67248 3.1762854E-023 3.5792313E-025 3.5790041E-025
134.08364 3.1922314E-023 3.5761021E-025 3.5758777E-025
134.49606 3.2082381E-023 3.5729849E-025 3.5727633E-025
134.90975 3.2243056E-023 3.5698797E-025 3.5696609E-025
135.32472 3.2404341E-023 3.5667864E-025 3.5665703E-025
135.74096 3.2566237E-023 3.5637051E-025 3.5634917E-025
136.15848 3.2728747E-023 3.5606357E-025 3.560425E-025
136.57728 3.2891871E-023 3.5575783E-025 3.5573702E-025
136.99737 3.305561E-023 3.5545328E-025 3.5543273E-025
137.41876 3.3219964E-023 3.5514991E-025 3.5512962E-025
137.84144 3.3384933E-023 3.5484774E-025 3.548277E-025
138.26542 3.3550511E-023 3.5454675E-025 3.5452696E-025
138.6907 3.3716709E-023 3.5424695E-025 3.542274E-025
139.1173 3.3883533E-023 3.5394834E-025 3.5392903E-025
139.5452 3.4050981E-023 3.5365091E-025 3.5363184E-025
139.97442 3.4219053E-023 3.5335466E-025 3.5333582E-025
140.40496 3.4387749E-023 3.530596E-025 3.5304099E-025
140.83683 3.4557072E-023 3.5276571E-025 3.5274734E-025
141.27002 3.4727022E-023 3.5247301E-025 3.5245486E-025
141.70455 3.48976E-023 3.5218149E-025 3.5216356E-025
142.14041 3.5068809E-023 3.5189115E-025 3.5187344E-025
142.57762 3.5240648E-023 3.5160199E-025 3.5158449E-025
143.01617 3.541312E-023 3.51314E-025 3.5129672E-025
143.45606 3.5586225E-023 3.5102719E-025 3.5101012E-025
143.89731 3.5759965E-023 3.5074156E-025 3.5072469E-025
144.33992 3.5934341E-023 3.5045711E-025 3.5044044E-025
144.78389 3.6109355E-023 3.5017383E-025 3.5015737E-025
145.22922 3.6285007E-023 3.4989173E-025 3.4987546E-025
145.67593 3.6461299E-023 3.496108E-025 3.4959473E-025
146.12401 3.6638232E-023 3.4933105E-025 3.4931518E-025
146.57346 3.6815808E-023 3.4905248E-025 3.4903679E-025
147.0243 3.6994028E-023 3.4877507E-025 3.4875957E-025
147.47653 3.7172892E-023 3.4849885E-025 3.4848353E-025
147.93015 3.7352403E-023 3.4822379E-025 3.4820866E-025
148.38516 3.7532561E-023 3.4794991E-025 3.4793496E-025
148.84157 3.7713368E-023 3.4767721E-025 3.4766244E-025
149.29939 3.7894825E-023 3.4740568E-025 3.4739108E-025
149.75861 3.8076933E-023 3.4713532E-025 3.471209E-025
150.21925 3.8259694E-023 3.4686614E-025 3.4685189E-025
150.6813 3.8443109E-023 3.4659813E-025 3.4658405E-025
151.14477 3.8627179E-023 3.463313E-025 3.4631738E-025
151.60967 3.8811905E-023 3.4606564E-025 3.4605189E-025
152.076 3.8997288E-023 3.4580116E-025 3.4578756E-025
152.54377 3.9183331E-023 3.4553785E-025 3.4552442E-025
153.01297 3.9370034E-023 3.4527572E-025 3.4526244E-025
153.48362 3.9557398E-023 3.4501476E-025 3.4500164E-025
153.95571 3.9745425E-023 3.4475498E-025 3.4474201E-025
154.42926 3.9934115E-023 3.4449638E-025 3.4448356E-025
154.90426 4.0123471E-023 3.4423895E-025 3.4422629E-025
155.38072 4.0313493E-023 3.4398271E-025 3.4397018E-025
155.85865 4.0504183E-023 3.4372764E-025 3.4371526E-025
156.33805 4.0695542E-023 3.4347375E-025 3.4346151E-025
156.81892 4.0887572E-023 3.4322104E-025 3.4320895E-025
157.30128 4.1080273E-023 3.4296951E-025 3.4295755E-025
157.78511 4.1273646E-023 3.4271916E-025 3.4270734E-025
158.27044 4.1467694E-023 3.4246999E-025 3.4245831E-025
158.75725 4.1662417E-023 3.4222201E-025 3.4221046E-025
159.24557 4.1857817E-023 3.419752E-025 3.4196379E-025
159.73539 4.2053894E-023 3.4172959E-025 3.4171831E-025
160.22671 4.2250651E-023 3.4148516E-025 3.41474E-025
160.71954 4.2448088E-023 3.4124191E-025 3.4123088E-025
161.21389 4.2646207E-023 3.4099985E-025 3.4098895E-025
161.70976 4.2845008E-023 3.4075898E-025 3.407482E-025
162.20716 4.3044495E-023 3.405193E-025 3.4050864E-025
162.70609 4.3244666E-023 3.4028081E-025 3.4027027E-025
163.20655 4.3445525E-023 3.4004351E-025 3.4003309E-025
163.70855 4.3647071E-023 3.398074E-025 3.397971E-025
164.21209 4.3849307E-023 3.3957249E-025 3.395623E-025
164.71719 4.4052234E-023 3.3933877E-025 3.393287E-025
165.22383 4.4255852E-023 3.3910624E-025 3.3909629E-025
165.73204 4.4460164E-023 3.3887492E-025 3.3886507E-025
166.24181 4.4665171E-023 3.3864479E-025 3.3863506E-025
166.75314 4.4870873E-023 3.3841586E-025 3.3840624E-025
167.26605 4.5077272E-023 3.3818814E-025 3.3817862E-025
167.78054 4.528437E-023 3.3796161E-025 3.379522E-025
168.29661 4.5492167E-023 3.3773629E-025 3.3772699E-025
168.81426 4.5700666E-023 3.3751218E-025 3.3750298E-025
169.33351 4.5909867E-023 3.3728927E-025 3.3728017E-025
169.85436 4.6119771E-023 3.3706758E-025 3.3705857E-025
170.37681 4.633038E-023 3.3684709E-025 3.3683819E-025
170.90086 4.6541696E-023 3.3662781E-025 3.3661901E-025
171.42653 4.6753719E-023 3.3640975E-025 3.3640104E-025
171.95381 4.6966451E-023 3.3619291E-025 3.3618429E-025
172.48272 4.7179893E-023 3.3597728E-025 3.3596876E-025
173.01325 4.7394047E-023 3.3576287E-025 3.3575444E-025
173.54541 4.7608914E-023 3.3554968E-025 3.3554134E-025
174.07921 4.7824494E-023 3.3533771E-025 3.3532946E-025
174.61466 4.804079E-023 3.3512696E-025 3.3511881E-025
175.15175 4.8257803E-023 3.3491745E-025 3.3490938E-025
175.69049 4.8475534E-023 3.3470916E-025 3.3470118E-025
176.23089 4.8693984E-023 3.345021E-025 3.3449421E-025
176.77295 4.8913155E-023 3.3429627E-025 3.3428846E-025
177.31668 4.9133049E-023 3.3409168E-025 3.3408395E-025
177.86208 4.9353665E-023 3.3388832E-025 3.3388068E-025
178.40916 4.9575007E-023 3.336862E-025 3.3367864E-025
178.95792 4.9797075E-023 3.3348532E-025 3.3347784E-025
179.50837 5.001987E-023 3.3328568E-025 3.3327828E-025
180.06051 5.0243394E-023 3.3308729E-025 3.3307997E-025
180.61435 5.0467648E-023 3.3289014E-025 3.328829E-025
181.16989 5.0692634E-023 3.3269424E-025 3.3268708E-025
181.72715 5.0918353E-023 3.3249959E-025 3.3249251E-025
182.28611 5.1144809E-023 3.323062E-025 3.3229919E-025
182.8468 5.1372003E-023 3.3211406E-025 3.3210712E-025
183.40921 5.1599931E-023 3.3192318E-025 3.3191631E-025
183.97335 5.182859E-023 3.3173356E-025 3.3172677E-025
184.53923 5.2057989E-023 3.315452E-025 3.3153848E-025
185.10684 5.2288133E-023 3.3135811E-025 3.3135146E-025
185.67621 5.251902E-023 3.3117229E-025 3.311657E-025
186.24732 5.2750652E-023 3.3098773E-025 3.3098122E-025
186.82019 5.2983029E-023 3.3080445E-025 3.30798E-025
187.39482 5.3216153E-023 3.3062245E-025 3.3061606E-025
187.97122 5.3450024E-023 3.3044172E-025 3.304354E-025
188.54939 5.3684646E-023 3.3026227E-025 3.3025602E-025
189.12935 5.3920018E-023 3.300841E-025 3.3007792E-025
189.71108 5.4156143E-023 3.2990722E-025 3.299011E-025
190.2946 5.4393022E-023 3.2973163E-025 3.2972557E-025
190.87992 5.4630656E-023 3.2955733E-025 3.2955134E-025
191.46704 5.4869046E-023 3.2938433E-025 3.2937839E-025
192.05597 5.5108195E-023 3.2921262E-025 3.2920674E-025
192.64671 5.5348103E-023 3.2904221E-025 3.2903639E-025
193.23926 5.5588772E-023 3.288731E-025 3.2886735E-025
193.83364 5.5830204E-023 3.287053E-025 3.286996E-025
194.42984 5.60724E-023 3.285388E-025 3.2853317E-025
195.02788 5.631536E-023 3.2837362E-025 3.2836804E-025
195.62776 5.6559088E-023 3.2820975E-025 3.2820423E-025
196.22948 5.6803584E-023 3.280472E-025 3.2804173E-025
196.83305 5.704885E-023 3.2788597E-025 3.2788056E-025
197.43849 5.7294887E-023 3.2772606E-025 3.277207E-025
198.04578 5.7541697E-023 3.2756748E-025 3.2756217E-025
198.65494 5.7789281E-023 3.2741023E-025 3.2740498E-025
199.26597 5.8037641E-023 3.2725431E-025 3.2724911E-025
199.87889 5.8286778E-023 3.2709973E-025 3.2709458E-025
200.49369 5.8536693E-023 3.2694648E-025 3.2694138E-025
201.11038 5.8787389E-023 3.2679458E-025 3.2678953E-025
201.72896 5.9038867E-023 3.2664402E-025 3.2663902E-025
202.34945 5.9291127E-023 3.2649482E-025 3.2648987E-025
