Low frequency,SR785 noise (V/sqrt(Hz)),0V output noise (V/sqrt(Hz)),HV output noise (V/sqrt(Hz)),Mid frequency,SR785 noise (V/sqrt(Hz)),0V output noise (V/sqrt(Hz)),HV output noise (V/sqrt(Hz)),High frequency,SR785 noise (V/sqrt(Hz)),0V output noise (V/sqrt(Hz)),HV output noise (V/sqrt(Hz)),
1.047500e+02,1.101378e-08,6.595761e-08,2.047577e-07,1.676000e+03,7.638012e-09,5.726280e-08,1.350223e-07,5.363200e+04,8.278080e-09,6.459499e-08,6.675985e-08,
1.050000e+02,1.048439e-08,7.221372e-08,1.984921e-07,1.680000e+03,7.709426e-09,5.854212e-08,1.400125e-07,5.376000e+04,8.237009e-09,6.584697e-08,6.800845e-08,
1.052500e+02,1.022424e-08,7.095993e-08,2.168263e-07,1.684000e+03,7.727273e-09,5.765761e-08,1.345527e-07,5.388800e+04,8.126768e-09,6.647350e-08,7.123932e-08,
1.055000e+02,1.145827e-08,5.972851e-08,1.971934e-07,1.688000e+03,8.285046e-09,5.758390e-08,1.302877e-07,5.401600e+04,8.176746e-09,6.767772e-08,7.493568e-08,
1.057500e+02,1.112253e-08,5.664629e-08,2.138333e-07,1.692000e+03,8.834370e-09,6.825464e-08,1.301928e-07,5.414400e+04,8.099545e-09,7.062562e-08,7.874009e-08,
1.060000e+02,9.890740e-09,7.218883e-08,2.165342e-07,1.696000e+03,8.532626e-09,9.910404e-08,1.474282e-07,5.427200e+04,8.035662e-09,7.828974e-08,8.688119e-08,
1.062500e+02,9.438378e-09,7.979727e-08,2.122411e-07,1.700000e+03,8.038874e-09,1.108471e-07,1.617311e-07,5.440000e+04,8.159885e-09,9.948572e-08,1.138079e-07,
1.065000e+02,8.266945e-09,7.551773e-08,2.232366e-07,1.704000e+03,8.109511e-09,8.350352e-08,1.436311e-07,5.452800e+04,8.349261e-09,1.211698e-07,1.423420e-07,
1.067500e+02,8.178631e-09,6.266495e-08,1.970763e-07,1.708000e+03,8.580653e-09,6.539968e-08,1.290627e-07,5.465600e+04,8.372541e-09,1.162568e-07,1.386845e-07,
1.070000e+02,1.010910e-08,5.984838e-08,1.628993e-07,1.712000e+03,8.932000e-09,6.057326e-08,1.265889e-07,5.478400e+04,8.330836e-09,9.216939e-08,1.061757e-07,
1.072500e+02,9.909958e-09,5.677274e-08,1.728791e-07,1.716000e+03,8.465495e-09,6.178649e-08,1.257208e-07,5.491200e+04,8.274137e-09,7.409292e-08,8.242012e-08,
1.075000e+02,9.049032e-09,5.299228e-08,2.002576e-07,1.720000e+03,7.872011e-09,6.071662e-08,1.374572e-07,5.504000e+04,8.197240e-09,6.752713e-08,7.541829e-08,
1.077500e+02,9.699996e-09,4.913511e-08,1.967891e-07,1.724000e+03,7.888850e-09,5.915055e-08,1.529362e-07,5.516800e+04,8.148390e-09,6.593060e-08,7.119468e-08,
1.080000e+02,8.641996e-09,3.954822e-08,1.769843e-07,1.728000e+03,7.912844e-09,5.927135e-08,1.416543e-07,5.529600e+04,8.225658e-09,6.717174e-08,7.010845e-08,
1.082500e+02,8.238620e-09,4.288337e-08,1.713441e-07,1.732000e+03,8.073123e-09,5.705827e-08,1.270226e-07,5.542400e+04,8.307344e-09,6.766977e-08,7.054565e-08,
1.085000e+02,9.985562e-09,5.714096e-08,1.975004e-07,1.736000e+03,7.817782e-09,5.850838e-08,1.285256e-07,5.555200e+04,8.310556e-09,6.547289e-08,6.959720e-08,
1.087500e+02,9.993678e-09,7.934132e-08,2.452857e-07,1.740000e+03,8.523263e-09,6.053044e-08,1.320787e-07,5.568000e+04,8.238548e-09,6.459896e-08,7.016867e-08,
1.090000e+02,9.399804e-09,8.856134e-08,2.513137e-07,1.744000e+03,8.616244e-09,5.809480e-08,1.351400e-07,5.580800e+04,8.289905e-09,6.791272e-08,7.155280e-08,
1.092500e+02,1.067770e-08,8.548201e-08,2.305263e-07,1.748000e+03,7.737902e-09,5.764343e-08,1.297492e-07,5.593600e+04,8.345045e-09,7.117232e-08,7.223211e-08,
1.095000e+02,1.178396e-08,7.972879e-08,2.044268e-07,1.752000e+03,7.244720e-09,5.567055e-08,1.297971e-07,5.606400e+04,8.289777e-09,7.475842e-08,7.307720e-08,
1.097500e+02,1.126747e-08,7.964199e-08,1.725432e-07,1.756000e+03,7.043381e-09,5.552453e-08,1.335791e-07,5.619200e+04,8.373534e-09,7.651602e-08,7.592744e-08,
1.100000e+02,1.032727e-08,7.618063e-08,1.601329e-07,1.760000e+03,7.871580e-09,5.857633e-08,1.310803e-07,5.632000e+04,8.336510e-09,7.659629e-08,7.841974e-08,
1.102500e+02,9.651320e-09,6.911304e-08,1.605704e-07,1.764000e+03,8.500740e-09,5.999523e-08,1.287192e-07,5.644800e+04,8.389473e-09,7.661277e-08,7.618330e-08,
1.105000e+02,9.845667e-09,6.610427e-08,1.571384e-07,1.768000e+03,7.698785e-09,5.908720e-08,1.209766e-07,5.657600e+04,8.513106e-09,7.321815e-08,7.167429e-08,
1.107500e+02,9.778915e-09,6.723918e-08,1.734093e-07,1.772000e+03,8.114677e-09,5.983616e-08,1.221432e-07,5.670400e+04,8.476545e-09,6.777968e-08,7.073885e-08,
1.110000e+02,9.935648e-09,6.036843e-08,2.095868e-07,1.776000e+03,8.511405e-09,5.960869e-08,1.351801e-07,5.683200e+04,8.473083e-09,6.677451e-08,7.091592e-08,
1.112500e+02,1.073205e-08,5.680866e-08,2.315369e-07,1.780000e+03,8.148282e-09,5.353940e-08,1.369059e-07,5.696000e+04,8.290123e-09,6.968674e-08,7.067356e-08,
1.115000e+02,1.055728e-08,5.546007e-08,2.220339e-07,1.784000e+03,8.585855e-09,5.336035e-08,1.299089e-07,5.708800e+04,8.286938e-09,7.145075e-08,7.151620e-08,
1.117500e+02,1.035628e-08,5.657649e-08,2.147971e-07,1.788000e+03,8.458601e-09,6.139064e-08,1.201256e-07,5.721600e+04,8.459382e-09,7.069887e-08,7.144165e-08,
1.120000e+02,1.012231e-08,6.882718e-08,1.971683e-07,1.792000e+03,8.057449e-09,7.689847e-08,1.263088e-07,5.734400e+04,8.484869e-09,6.854061e-08,7.151479e-08,
1.122500e+02,1.067936e-08,7.729784e-08,1.672576e-07,1.796000e+03,8.260594e-09,1.293542e-07,1.725790e-07,5.747200e+04,8.417799e-09,6.855401e-08,7.133278e-08,
1.125000e+02,1.183130e-08,7.284969e-08,1.688733e-07,1.800000e+03,8.774783e-09,1.508741e-07,2.055244e-07,5.760000e+04,8.362619e-09,7.046901e-08,7.063268e-08,
1.127500e+02,1.111390e-08,6.732554e-08,1.922542e-07,1.804000e+03,8.519520e-09,9.647294e-08,1.738109e-07,5.772800e+04,8.356378e-09,7.049896e-08,6.931671e-08,
1.130000e+02,8.715769e-09,5.930761e-08,1.873222e-07,1.808000e+03,7.695489e-09,5.780619e-08,1.385816e-07,5.785600e+04,8.308476e-09,6.865909e-08,6.850721e-08,
1.132500e+02,7.343948e-09,5.266931e-08,1.628963e-07,1.812000e+03,7.743002e-09,5.543651e-08,1.394592e-07,5.798400e+04,8.347904e-09,6.769475e-08,6.903243e-08,
1.135000e+02,7.998657e-09,5.140419e-08,1.430720e-07,1.816000e+03,8.208480e-09,5.497361e-08,1.443422e-07,5.811200e+04,8.158326e-09,6.814471e-08,6.982337e-08,
1.137500e+02,9.788604e-09,5.040019e-08,1.224938e-07,1.820000e+03,7.534629e-09,5.433322e-08,1.475615e-07,5.824000e+04,8.102729e-09,6.937869e-08,6.842482e-08,
1.140000e+02,9.778335e-09,5.401168e-08,1.496824e-07,1.824000e+03,6.744651e-09,5.555124e-08,1.386078e-07,5.836800e+04,8.320726e-09,6.758913e-08,6.639785e-08,
1.142500e+02,8.464324e-09,6.334384e-08,1.767022e-07,1.828000e+03,7.406462e-09,5.739385e-08,1.248719e-07,5.849600e+04,8.370188e-09,6.519664e-08,6.836054e-08,
1.145000e+02,8.131141e-09,7.780644e-08,1.535766e-07,1.832000e+03,8.390026e-09,6.211714e-08,1.264726e-07,5.862400e+04,8.316835e-09,6.967848e-08,7.349030e-08,
1.147500e+02,8.467726e-09,7.927401e-08,1.447866e-07,1.836000e+03,8.840114e-09,6.520759e-08,1.265791e-07,5.875200e+04,8.354616e-09,7.848943e-08,7.835433e-08,
1.150000e+02,8.419907e-09,6.748444e-08,1.990714e-07,1.840000e+03,8.355038e-09,6.278562e-08,1.159892e-07,5.888000e+04,8.274283e-09,7.368534e-08,7.434840e-08,
1.152500e+02,9.146764e-09,6.693027e-08,2.540310e-07,1.844000e+03,7.739704e-09,5.604773e-08,1.140388e-07,5.900800e+04,8.304226e-09,6.469712e-08,6.990376e-08,
1.155000e+02,9.442794e-09,6.576359e-08,2.395933e-07,1.848000e+03,8.011753e-09,5.799118e-08,1.275763e-07,5.913600e+04,8.448502e-09,6.342569e-08,6.897864e-08,
1.157500e+02,9.461870e-09,6.517316e-08,1.969934e-07,1.852000e+03,8.028572e-09,6.150675e-08,1.368796e-07,5.926400e+04,8.534988e-09,6.545276e-08,6.828282e-08,
1.160000e+02,8.586948e-09,6.646605e-08,1.985987e-07,1.856000e+03,8.147388e-09,5.735719e-08,1.430967e-07,5.939200e+04,8.479616e-09,6.787172e-08,6.885514e-08,
1.162500e+02,8.523731e-09,6.074255e-08,2.174653e-07,1.860000e+03,8.682778e-09,5.652849e-08,1.460804e-07,5.952000e+04,8.372449e-09,6.868639e-08,7.042840e-08,
1.165000e+02,9.139857e-09,5.307911e-08,1.841798e-07,1.864000e+03,8.693940e-09,5.966677e-08,1.418775e-07,5.964800e+04,8.333819e-09,6.925144e-08,7.091671e-08,
1.167500e+02,7.900273e-09,4.940060e-08,1.366665e-07,1.868000e+03,8.022932e-09,6.023919e-08,1.242304e-07,5.977600e+04,8.275082e-09,7.048595e-08,7.021268e-08,
1.170000e+02,8.386341e-09,5.546153e-08,1.546052e-07,1.872000e+03,8.103708e-09,6.106815e-08,1.134752e-07,5.990400e+04,8.181056e-09,7.056897e-08,6.903645e-08,
1.172500e+02,8.973048e-09,6.504220e-08,1.806450e-07,1.876000e+03,8.417891e-09,5.883137e-08,1.206885e-07,6.003200e+04,8.292654e-09,7.006474e-08,6.897515e-08,
1.175000e+02,9.415442e-09,6.501236e-08,1.776503e-07,1.880000e+03,8.057148e-09,5.568253e-08,1.193117e-07,6.016000e+04,8.419573e-09,6.777231e-08,6.956908e-08,
1.177500e+02,8.595532e-09,6.556734e-08,1.618448e-07,1.884000e+03,8.156338e-09,5.652253e-08,1.165919e-07,6.028800e+04,8.295313e-09,6.426215e-08,7.000469e-08,
1.180000e+02,7.130905e-09,6.652271e-08,1.680166e-07,1.888000e+03,8.615071e-09,6.066097e-08,1.225000e-07,6.041600e+04,8.369618e-09,6.415781e-08,6.951617e-08,
1.182500e+02,9.413210e-09,6.288192e-08,1.725548e-07,1.892000e+03,8.700815e-09,6.344331e-08,1.293301e-07,6.054400e+04,8.408230e-09,6.572476e-08,6.833938e-08,
1.185000e+02,1.108239e-08,6.595464e-08,1.884645e-07,1.896000e+03,8.600177e-09,7.794324e-08,1.368568e-07,6.067200e+04,8.252562e-09,6.531472e-08,6.809446e-08,
1.187500e+02,1.059298e-08,5.870780e-08,2.048685e-07,1.900000e+03,8.092060e-09,8.867021e-08,1.439734e-07,6.080000e+04,8.225008e-09,6.463883e-08,6.933437e-08,
1.190000e+02,9.318767e-09,6.616846e-08,2.019090e-07,1.904000e+03,8.289704e-09,7.364199e-08,1.362138e-07,6.092800e+04,8.372725e-09,6.605653e-08,6.986586e-08,
1.192500e+02,7.448738e-09,7.812394e-08,1.901430e-07,1.908000e+03,8.721666e-09,5.973848e-08,1.263377e-07,6.105600e+04,8.221740e-09,6.817136e-08,6.977915e-08,
1.195000e+02,9.485169e-09,7.577786e-08,2.071301e-07,1.912000e+03,8.856902e-09,5.440737e-08,1.286442e-07,6.118400e+04,8.121184e-09,6.835341e-08,6.973993e-08,
1.197500e+02,1.996122e-08,7.567493e-08,2.130634e-07,1.916000e+03,8.434396e-09,5.594905e-08,1.240284e-07,6.131200e+04,8.314407e-09,6.673281e-08,6.900992e-08,
1.200000e+02,2.841361e-08,7.063323e-08,1.943578e-07,1.920000e+03,8.511162e-09,6.219719e-08,1.307710e-07,6.144000e+04,8.355846e-09,6.656808e-08,6.958307e-08,
1.202500e+02,2.121341e-08,6.841528e-08,1.778682e-07,1.924000e+03,8.994255e-09,6.756680e-08,1.356145e-07,6.156800e+04,8.238113e-09,6.638167e-08,7.000200e-08,
1.205000e+02,1.114705e-08,6.428170e-08,1.785959e-07,1.928000e+03,8.468469e-09,6.667839e-08,1.355496e-07,6.169600e+04,8.298356e-09,6.609324e-08,7.013701e-08,
1.207500e+02,9.245065e-09,6.292225e-08,1.955109e-07,1.932000e+03,7.980796e-09,6.240172e-08,1.422503e-07,6.182400e+04,8.338487e-09,6.690264e-08,7.041193e-08,
1.210000e+02,9.246913e-09,7.522246e-08,2.112075e-07,1.936000e+03,8.470441e-09,6.033629e-08,1.435989e-07,6.195200e+04,8.356910e-09,6.590020e-08,7.091343e-08,
1.212500e+02,9.633364e-09,7.624254e-08,2.028184e-07,1.940000e+03,8.738843e-09,5.664722e-08,1.354002e-07,6.208000e+04,8.452139e-09,6.492063e-08,7.166224e-08,
1.215000e+02,9.708584e-09,7.435738e-08,1.874961e-07,1.944000e+03,8.679042e-09,5.473403e-08,1.266174e-07,6.220800e+04,8.450860e-09,6.788723e-08,7.109992e-08,
1.217500e+02,7.679637e-09,6.585630e-08,1.667916e-07,1.948000e+03,8.955469e-09,5.778404e-08,1.253418e-07,6.233600e+04,8.380616e-09,7.509505e-08,7.094848e-08,
1.220000e+02,7.013655e-09,4.877611e-08,1.726094e-07,1.952000e+03,8.826167e-09,6.246533e-08,1.187287e-07,6.246400e+04,8.372835e-09,8.369251e-08,7.204139e-08,
1.222500e+02,8.756996e-09,5.596294e-08,2.042193e-07,1.956000e+03,8.563712e-09,6.489596e-08,1.352034e-07,6.259200e+04,8.457060e-09,8.525725e-08,7.700881e-08,
1.225000e+02,9.137128e-09,5.994361e-08,2.437801e-07,1.960000e+03,8.431415e-09,6.100669e-08,1.443355e-07,6.272000e+04,8.499321e-09,8.651527e-08,8.495346e-08,
1.227500e+02,9.420447e-09,5.731004e-08,2.460188e-07,1.964000e+03,8.327106e-09,5.563584e-08,1.458563e-07,6.284800e+04,8.471520e-09,9.358530e-08,8.951812e-08,
1.230000e+02,1.104294e-08,6.249895e-08,2.018354e-07,1.968000e+03,8.431674e-09,5.620567e-08,1.461272e-07,6.297600e+04,8.459567e-09,9.592223e-08,9.405017e-08,
1.232500e+02,1.098698e-08,6.794472e-08,1.838239e-07,1.972000e+03,7.922876e-09,6.061251e-08,1.412708e-07,6.310400e+04,8.462447e-09,1.034234e-07,1.018302e-07,
1.235000e+02,8.830860e-09,6.823127e-08,2.015108e-07,1.976000e+03,7.719522e-09,6.340139e-08,1.388379e-07,6.323200e+04,8.449356e-09,1.212401e-07,1.158411e-07,
1.237500e+02,8.107624e-09,7.245086e-08,2.267209e-07,1.980000e+03,8.033580e-09,6.480504e-08,1.380834e-07,6.336000e+04,8.388515e-09,1.454523e-07,1.328817e-07,
1.240000e+02,8.506491e-09,7.156734e-08,2.472737e-07,1.984000e+03,7.659359e-09,6.480824e-08,1.343459e-07,6.348800e+04,8.308056e-09,1.680594e-07,1.512313e-07,
1.242500e+02,8.524442e-09,6.712632e-08,2.318714e-07,1.988000e+03,7.152076e-09,6.134213e-08,1.339117e-07,6.361600e+04,8.300269e-09,1.793448e-07,1.569226e-07,
1.245000e+02,1.054664e-08,7.036239e-08,1.950157e-07,1.992000e+03,7.406999e-09,6.532260e-08,1.431486e-07,6.374400e+04,8.298702e-09,1.682036e-07,1.504187e-07,
1.247500e+02,1.159991e-08,6.098279e-08,2.174168e-07,1.996000e+03,7.729224e-09,1.120123e-07,1.685897e-07,6.387200e+04,8.297280e-09,1.525151e-07,1.385679e-07,
1.250000e+02,9.721662e-09,5.647997e-08,2.561883e-07,2.000000e+03,7.468688e-09,1.337726e-07,1.896318e-07,6.400000e+04,8.317712e-09,1.509518e-07,1.383365e-07,
1.252500e+02,9.316986e-09,6.431679e-08,2.127861e-07,2.004000e+03,6.934876e-09,9.005668e-08,1.601567e-07,6.412800e+04,8.330544e-09,1.660295e-07,1.455757e-07,
1.255000e+02,9.941409e-09,5.205136e-08,1.893299e-07,2.008000e+03,6.920986e-09,6.080180e-08,1.358980e-07,6.425600e+04,8.183176e-09,1.764432e-07,1.504496e-07,
1.257500e+02,1.056514e-08,6.038633e-08,1.963419e-07,2.012000e+03,7.754726e-09,5.711687e-08,1.329865e-07,6.438400e+04,8.138644e-09,1.788063e-07,1.507363e-07,
1.260000e+02,1.088293e-08,6.294471e-08,2.149471e-07,2.016000e+03,8.699497e-09,5.699509e-08,1.305942e-07,6.451200e+04,8.353057e-09,1.899896e-07,1.626023e-07,
1.262500e+02,1.006173e-08,5.436264e-08,2.134748e-07,2.020000e+03,8.570728e-09,5.843577e-08,1.266082e-07,6.464000e+04,8.236901e-09,1.859004e-07,1.615505e-07,
1.265000e+02,8.958223e-09,5.148270e-08,1.890605e-07,2.024000e+03,8.442995e-09,6.087541e-08,1.239878e-07,6.476800e+04,8.139555e-09,1.984481e-07,1.684134e-07,
1.267500e+02,8.019708e-09,5.585741e-08,1.805742e-07,2.028000e+03,8.769485e-09,5.794497e-08,1.327934e-07,6.489600e+04,8.239977e-09,1.742148e-07,1.511732e-07,
1.270000e+02,8.181416e-09,6.091526e-08,1.811163e-07,2.032000e+03,8.548587e-09,5.777560e-08,1.327899e-07,6.502400e+04,8.337242e-09,1.988204e-07,1.715413e-07,
1.272500e+02,9.151505e-09,6.451369e-08,1.802739e-07,2.036000e+03,8.321988e-09,5.762843e-08,1.243386e-07,6.515200e+04,8.330105e-09,2.113330e-07,1.799527e-07,
1.275000e+02,8.801162e-09,6.947253e-08,1.582020e-07,2.040000e+03,8.563993e-09,5.361846e-08,1.229971e-07,6.528000e+04,8.406604e-09,1.835043e-07,1.557841e-07,
1.277500e+02,9.640813e-09,6.528553e-08,1.453463e-07,2.044000e+03,7.992897e-09,5.369558e-08,1.292419e-07,6.540800e+04,8.511947e-09,2.149160e-07,1.880535e-07,
1.280000e+02,1.037309e-08,5.089907e-08,1.517846e-07,2.048000e+03,7.318689e-09,5.925137e-08,1.337789e-07,6.553600e+04,8.540818e-09,2.137509e-07,1.967541e-07,
1.282500e+02,1.000430e-08,5.575313e-08,1.614833e-07,2.052000e+03,7.934280e-09,6.175686e-08,1.213839e-07,6.566400e+04,8.405681e-09,2.099731e-07,1.808266e-07,
1.285000e+02,9.393840e-09,7.696105e-08,1.915781e-07,2.056000e+03,8.835087e-09,5.995157e-08,1.213800e-07,6.579200e+04,8.214882e-09,2.392875e-07,1.962516e-07,
1.287500e+02,9.052351e-09,7.411367e-08,1.936778e-07,2.060000e+03,8.850039e-09,5.740375e-08,1.303140e-07,6.592000e+04,8.208012e-09,2.219306e-07,1.838610e-07,
1.290000e+02,1.064522e-08,6.575240e-08,1.735104e-07,2.064000e+03,8.046734e-09,5.743640e-08,1.333694e-07,6.604800e+04,8.240104e-09,2.428080e-07,1.988051e-07,
1.292500e+02,1.076344e-08,5.552197e-08,1.724997e-07,2.068000e+03,7.856952e-09,6.118412e-08,1.362905e-07,6.617600e+04,8.168759e-09,3.016068e-07,2.487160e-07,
1.295000e+02,9.971625e-09,5.230268e-08,1.924906e-07,2.072000e+03,8.978705e-09,6.394382e-08,1.388791e-07,6.630400e+04,8.075392e-09,2.861225e-07,2.380222e-07,
1.297500e+02,8.732724e-09,6.002725e-08,1.843498e-07,2.076000e+03,9.109261e-09,5.992604e-08,1.370118e-07,6.643200e+04,8.173981e-09,3.156651e-07,2.538013e-07,
1.300000e+02,8.588627e-09,6.205259e-08,1.753266e-07,2.080000e+03,7.846229e-09,5.934532e-08,1.375538e-07,6.656000e+04,8.388662e-09,5.189518e-07,4.160243e-07,
1.302500e+02,8.439102e-09,6.604166e-08,1.718767e-07,2.084000e+03,7.465441e-09,6.306979e-08,1.332397e-07,6.668800e+04,8.418483e-09,6.945178e-07,5.638238e-07,
1.305000e+02,8.844482e-09,6.968429e-08,1.553767e-07,2.088000e+03,7.562676e-09,6.409754e-08,1.278182e-07,6.681600e+04,8.301855e-09,7.095674e-07,5.812045e-07,
1.307500e+02,8.748712e-09,5.934513e-08,1.543403e-07,2.092000e+03,7.403128e-09,7.321027e-08,1.289454e-07,6.694400e+04,8.296023e-09,5.818903e-07,4.796836e-07,
1.310000e+02,7.911871e-09,5.086762e-08,1.852989e-07,2.096000e+03,7.850451e-09,1.058065e-07,1.597761e-07,6.707200e+04,8.258490e-09,3.883611e-07,3.275473e-07,
1.312500e+02,8.121701e-09,5.572608e-08,1.769373e-07,2.100000e+03,8.092025e-09,1.156004e-07,1.864384e-07,6.720000e+04,8.180931e-09,2.151181e-07,1.897232e-07,
1.315000e+02,7.944252e-09,5.933698e-08,1.639256e-07,2.104000e+03,8.211167e-09,8.121924e-08,1.614861e-07,6.732800e+04,8.324053e-09,1.202948e-07,1.095227e-07,
1.317500e+02,7.049307e-09,6.040960e-08,1.597396e-07,2.108000e+03,8.432526e-09,5.830068e-08,1.303667e-07,6.745600e+04,8.530434e-09,9.046508e-08,8.491597e-08,
1.320000e+02,6.809700e-09,6.936506e-08,1.634258e-07,2.112000e+03,7.699596e-09,5.815096e-08,1.252156e-07,6.758400e+04,8.603917e-09,8.098816e-08,7.915190e-08,
1.322500e+02,7.428842e-09,6.563108e-08,1.873288e-07,2.116000e+03,8.030687e-09,6.388774e-08,1.318126e-07,6.771200e+04,8.621354e-09,7.882979e-08,7.577487e-08,
1.325000e+02,8.933962e-09,6.466949e-08,1.924019e-07,2.120000e+03,8.508770e-09,6.008626e-08,1.365928e-07,6.784000e+04,8.577299e-09,7.390613e-08,7.381482e-08,
1.327500e+02,9.129587e-09,7.589485e-08,1.656775e-07,2.124000e+03,8.351480e-09,5.574492e-08,1.391375e-07,6.796800e+04,8.479486e-09,6.877619e-08,7.285065e-08,
1.330000e+02,9.688948e-09,7.350015e-08,1.415250e-07,2.128000e+03,8.153240e-09,5.865214e-08,1.395237e-07,6.809600e+04,8.480566e-09,6.784222e-08,7.411481e-08,
1.332500e+02,1.086617e-08,6.288614e-08,1.397729e-07,2.132000e+03,7.735864e-09,5.733206e-08,1.274551e-07,6.822400e+04,8.482391e-09,6.799308e-08,7.336284e-08,
1.335000e+02,8.827175e-09,5.910686e-08,1.374904e-07,2.136000e+03,8.384831e-09,5.738717e-08,1.214718e-07,6.835200e+04,8.424401e-09,6.957764e-08,7.155532e-08,
1.337500e+02,7.025863e-09,5.896297e-08,1.567898e-07,2.140000e+03,8.920846e-09,5.916367e-08,1.262354e-07,6.848000e+04,8.371475e-09,7.024035e-08,7.198177e-08,
1.340000e+02,8.417171e-09,6.132563e-08,1.789807e-07,2.144000e+03,8.493500e-09,5.861673e-08,1.358459e-07,6.860800e+04,8.269650e-09,6.968299e-08,7.374248e-08,
1.342500e+02,7.767508e-09,6.880330e-08,1.975737e-07,2.148000e+03,8.353002e-09,5.841377e-08,1.313457e-07,6.873600e+04,8.235545e-09,6.915290e-08,7.282842e-08,
1.345000e+02,7.426021e-09,6.627295e-08,2.054312e-07,2.152000e+03,8.780565e-09,5.803972e-08,1.283357e-07,6.886400e+04,8.337316e-09,6.971054e-08,7.061322e-08,
1.347500e+02,8.454404e-09,6.150837e-08,1.787456e-07,2.156000e+03,8.609359e-09,5.744592e-08,1.377016e-07,6.899200e+04,8.338011e-09,6.800428e-08,6.886142e-08,
1.350000e+02,7.939858e-09,6.005375e-08,1.673369e-07,2.160000e+03,9.000162e-09,5.482431e-08,1.454038e-07,6.912000e+04,8.282899e-09,6.737064e-08,6.783164e-08,
1.352500e+02,7.425222e-09,6.172885e-08,1.873783e-07,2.164000e+03,9.617808e-09,5.686133e-08,1.445836e-07,6.924800e+04,8.279444e-09,6.698460e-08,6.837345e-08,
1.355000e+02,8.015184e-09,6.789304e-08,1.930875e-07,2.168000e+03,9.189323e-09,6.292225e-08,1.390466e-07,6.937600e+04,8.275136e-09,6.696599e-08,7.018139e-08,
1.357500e+02,7.881473e-09,6.935211e-08,1.699146e-07,2.172000e+03,8.428027e-09,6.178032e-08,1.309885e-07,6.950400e+04,8.380304e-09,6.889848e-08,7.101192e-08,
1.360000e+02,9.239544e-09,5.468261e-08,1.735678e-07,2.176000e+03,8.365484e-09,5.489725e-08,1.256068e-07,6.963200e+04,8.423513e-09,7.089934e-08,7.115670e-08,
1.362500e+02,9.249857e-09,4.683169e-08,1.835045e-07,2.180000e+03,7.980480e-09,5.600689e-08,1.312419e-07,6.976000e+04,8.383524e-09,7.037050e-08,7.145404e-08,
1.365000e+02,8.335668e-09,5.751585e-08,1.668938e-07,2.184000e+03,7.817233e-09,6.509921e-08,1.335017e-07,6.988800e+04,8.311833e-09,7.229853e-08,7.268287e-08,
1.367500e+02,9.972172e-09,6.458229e-08,1.632397e-07,2.188000e+03,7.893771e-09,6.375061e-08,1.386166e-07,7.001600e+04,8.268180e-09,7.427994e-08,7.260885e-08,
1.370000e+02,1.151660e-08,5.504107e-08,1.814608e-07,2.192000e+03,8.153920e-09,6.503256e-08,1.475731e-07,7.014400e+04,8.276917e-09,7.382503e-08,7.079969e-08,
1.372500e+02,1.073683e-08,4.426048e-08,1.955275e-07,2.196000e+03,8.361719e-09,9.439601e-08,1.527154e-07,7.027200e+04,8.407657e-09,7.196313e-08,6.836294e-08,
1.375000e+02,1.003178e-08,4.923577e-08,1.961478e-07,2.200000e+03,7.898539e-09,1.032024e-07,1.572855e-07,7.040000e+04,8.381886e-09,6.898348e-08,6.749918e-08,
1.377500e+02,9.732876e-09,5.605789e-08,1.972692e-07,2.204000e+03,7.621559e-09,7.332781e-08,1.491824e-07,7.052800e+04,8.284646e-09,6.741215e-08,6.939050e-08,
1.380000e+02,8.410150e-09,6.783738e-08,1.755909e-07,2.208000e+03,7.841646e-09,5.943355e-08,1.292547e-07,7.065600e+04,8.257275e-09,6.796128e-08,7.122556e-08,
1.382500e+02,7.691028e-09,6.980866e-08,1.585105e-07,2.212000e+03,8.098033e-09,5.899276e-08,1.254770e-07,7.078400e+04,8.288904e-09,6.846217e-08,6.941481e-08,
1.385000e+02,8.388570e-09,6.599701e-08,1.635061e-07,2.216000e+03,8.941321e-09,6.009279e-08,1.232378e-07,7.091200e+04,8.391536e-09,6.686306e-08,6.815220e-08,
1.387500e+02,8.065379e-09,6.398201e-08,1.446425e-07,2.220000e+03,9.410522e-09,5.925124e-08,1.144374e-07,7.104000e+04,8.376237e-09,6.563627e-08,6.829955e-08,
1.390000e+02,7.165517e-09,7.122384e-08,1.356166e-07,2.224000e+03,9.243299e-09,5.303151e-08,1.176111e-07,7.116800e+04,8.371677e-09,6.528690e-08,6.874033e-08,
1.392500e+02,8.294675e-09,7.336791e-08,1.419449e-07,2.228000e+03,8.650995e-09,5.477924e-08,1.304874e-07,7.129600e+04,8.394393e-09,6.752349e-08,6.903364e-08,
1.395000e+02,9.103182e-09,6.307270e-08,1.420683e-07,2.232000e+03,7.908345e-09,6.172940e-08,1.452018e-07,7.142400e+04,8.474051e-09,6.888456e-08,6.818026e-08,
1.397500e+02,1.006028e-08,4.557170e-08,1.362669e-07,2.236000e+03,7.504608e-09,6.095688e-08,1.433595e-07,7.155200e+04,8.473567e-09,6.785727e-08,6.653622e-08,
1.400000e+02,9.911373e-09,5.261272e-08,1.508418e-07,2.240000e+03,7.502878e-09,5.660183e-08,1.310726e-07,7.168000e+04,8.279390e-09,6.633665e-08,6.826333e-08,
