Frequency,ESD,Coil,
3.284857e+03,0.000000000000107660687509+0.000000000000607401889590j,0.000000000000000002193534+0.000000000000000000154164j,
3.330600e+03,0.000000000000115186617110+0.000000000000587108336959j,0.000000000000000002093225+0.000000000000000000077387j,
3.376980e+03,0.000000000000122311737265+0.000000000000567275640130j,0.000000000000000002035509+0.000000000000000000030033j,
3.424006e+03,0.000000000000129047995724+0.000000000000547889977570j,0.000000000000000001957680-0.000000000000000000081804j,
3.471687e+03,0.000000000000135406772338+0.000000000000528938008581j,0.000000000000000001896445-0.000000000000000000129471j,
3.520031e+03,0.000000000000141398911134+0.000000000000510406863477j,0.000000000000000001805750-0.000000000000000000190265j,
3.569049e+03,0.000000000000147034722376+0.000000000000492284137265j,0.000000000000000001756840-0.000000000000000000223463j,
3.618750e+03,0.000000000000152324020471+0.000000000000474557878904j,0.000000000000000001690522-0.000000000000000000281662j,
3.669142e+03,0.000000000000157276132132+0.000000000000457216585863j,0.000000000000000001622770-0.000000000000000000336200j,
3.720237e+03,0.000000000000161899912798+0.000000000000440249194483j,0.000000000000000001560065-0.000000000000000000383444j,
3.772042e+03,0.000000000000166203768219+0.000000000000423645077532j,0.000000000000000001505038-0.000000000000000000400795j,
3.824570e+03,0.000000000000170195669141+0.000000000000407394033420j,0.000000000000000001438892-0.000000000000000000448314j,
3.877828e+03,0.000000000000173883164190+0.000000000000391486283045j,0.000000000000000001375386-0.000000000000000000488858j,
3.931829e+03,0.000000000000177273400760+0.000000000000375912464439j,0.000000000000000001335790-0.000000000000000000498936j,
3.986581e+03,0.000000000000180373133679+0.000000000000360663624974j,0.000000000000000001265770-0.000000000000000000512069j,
4.042096e+03,0.000000000000183188742783+0.000000000000345731220580j,0.000000000000000001204530-0.000000000000000000552534j,
4.098384e+03,0.000000000000185726245069+0.000000000000331107110138j,0.000000000000000001173617-0.000000000000000000579420j,
4.155455e+03,0.000000000000187991308377+0.000000000000316783552552j,0.000000000000000001123871-0.000000000000000000596852j,
4.213322e+03,0.000000000000189989262529+0.000000000000302753207235j,0.000000000000000001073129-0.000000000000000000616060j,
4.271994e+03,0.000000000000191725119369+0.000000000000289009125000j,0.000000000000000001025994-0.000000000000000000618465j,
4.331483e+03,0.000000000000193203571392+0.000000000000275544758549j,0.000000000000000000973473-0.000000000000000000639206j,
4.391801e+03,0.000000000000194429019027+0.000000000000262353948865j,0.000000000000000000938058-0.000000000000000000635514j,
4.452959e+03,0.000000000000195405570966+0.000000000000249430939304j,0.000000000000000000879167-0.000000000000000000657969j,
4.514968e+03,0.000000000000196137065889+0.000000000000236770365560j,0.000000000000000000846280-0.000000000000000000665235j,
4.577841e+03,0.000000000000196627076850+0.000000000000224367266776j,0.000000000000000000800673-0.000000000000000000672201j,
4.641589e+03,0.000000000000196878930783+0.000000000000212217082088j,0.000000000000000000758956-0.000000000000000000677346j,
4.706225e+03,0.000000000000196895715936+0.000000000000200315660562j,0.000000000000000000716931-0.000000000000000000674723j,
4.771761e+03,0.000000000000196680299834+0.000000000000188659262800j,0.000000000000000000687674-0.000000000000000000690374j,
4.838210e+03,0.000000000000196235341994+0.000000000000177244567149j,0.000000000000000000652269-0.000000000000000000678189j,
4.905584e+03,0.000000000000195563307200+0.000000000000166068680020j,0.000000000000000000617943-0.000000000000000000684116j,
4.973896e+03,0.000000000000194666484454+0.000000000000155129142138j,0.000000000000000000574025-0.000000000000000000684053j,
5.043159e+03,0.000000000000193547003264+0.000000000000144423935710j,0.000000000000000000539703-0.000000000000000000687436j,
5.113388e+03,0.000000000000192206853496+0.000000000000133951497680j,0.000000000000000000509775-0.000000000000000000673658j,
5.184594e+03,0.000000000000190647902555+0.000000000000123710731550j,0.000000000000000000469261-0.000000000000000000678180j,
5.256791e+03,0.000000000000188871922869+0.000000000000113701016008j,0.000000000000000000446321-0.000000000000000000663943j,
5.329994e+03,0.000000000000186880613089+0.000000000000103922219205j,0.000000000000000000409807-0.000000000000000000660679j,
5.404216e+03,0.000000000000184675626637+0.000000000000094374713418j,0.000000000000000000387173-0.000000000000000000649769j,
5.479472e+03,0.000000000000182258603130+0.000000000000085059385837j,0.000000000000000000355136-0.000000000000000000652463j,
5.555776e+03,0.000000000000179631199372+0.000000000000075977656197j,0.000000000000000000328968-0.000000000000000000634390j,
5.633143e+03,0.000000000000176795129835+0.000000000000067131485525j,0.000000000000000000289578-0.000000000000000000630378j,
5.711586e+03,0.000000000000173752205513+0.000000000000058523393889j,0.000000000000000000276705-0.000000000000000000623889j,
5.791123e+03,0.000000000000170504381368+0.000000000000050156469905j,0.000000000000000000238696-0.000000000000000000611660j,
5.871766e+03,0.000000000000167053805340+0.000000000000042034381723j,0.000000000000000000224007-0.000000000000000000600136j,
5.953533e+03,0.000000000000163402875828+0.000000000000034161385682j,0.000000000000000000195833-0.000000000000000000595155j,
6.036439e+03,0.000000000000159554301549+0.000000000000026542332382j,0.000000000000000000175270-0.000000000000000000590729j,
6.120498e+03,0.000000000000155511169684+0.000000000000019182665506j,0.000000000000000000149701-0.000000000000000000571565j,
6.205729e+03,0.000000000000151277018226+0.000000000000012088422224j,0.000000000000000000127764-0.000000000000000000562476j,
6.292146e+03,0.000000000000146855915890+0.000000000000005266220729j,0.000000000000000000115298-0.000000000000000000545669j,
6.379767e+03,0.000000000000142252547602-0.000000000000001276756229j,0.000000000000000000097746-0.000000000000000000533858j,
6.468608e+03,0.000000000000137472305227-0.000000000000007532787351j,0.000000000000000000072296-0.000000000000000000525672j,
6.558686e+03,0.000000000000132521385606-0.000000000000013493650235j,0.000000000000000000054289-0.000000000000000000512232j,
6.650018e+03,0.000000000000127406891004-0.000000000000019150668659j,0.000000000000000000040501-0.000000000000000000498887j,
6.742622e+03,0.000000000000122136935816-0.000000000000024494778894j,0.000000000000000000014399-0.000000000000000000484998j,
6.836516e+03,0.000000000000116720753302-0.000000000000029516608869j,0.000000000000000000001967-0.000000000000000000475981j,
6.931717e+03,0.000000000000111168805131-0.000000000000034206575966j,-0.000000000000000000014134-0.000000000000000000461968j,
7.028244e+03,0.000000000000105492886774-0.000000000000038555007249j,-0.000000000000000000025663-0.000000000000000000446173j,
7.126115e+03,0.000000000000099706229832-0.000000000000042552280230j,-0.000000000000000000043609-0.000000000000000000429051j,
7.225349e+03,0.000000000000093823593857-0.000000000000046188987083j,-0.000000000000000000052534-0.000000000000000000410964j,
7.325965e+03,0.000000000000087861347809-0.000000000000049456126427j,-0.000000000000000000067130-0.000000000000000000401367j,
7.427982e+03,0.000000000000081837530254-0.000000000000052345315739j,-0.000000000000000000075960-0.000000000000000000386963j,
7.531420e+03,0.000000000000075771890512-0.000000000000054849035348j,-0.000000000000000000099058-0.000000000000000000369994j,
7.636298e+03,0.000000000000069685895191-0.000000000000056960888732j,-0.000000000000000000099549-0.000000000000000000355877j,
7.742637e+03,0.000000000000063602703474-0.000000000000058675891541j,-0.000000000000000000118499-0.000000000000000000337809j,
7.850456e+03,0.000000000000057547095427-0.000000000000059990771869j,-0.000000000000000000129914-0.000000000000000000320182j,
7.959777e+03,0.000000000000051545353744-0.000000000000060904285538j,-0.000000000000000000132198-0.000000000000000000306219j,
8.070620e+03,0.000000000000045625087936-0.000000000000061417532635j,-0.000000000000000000136663-0.000000000000000000293944j,
8.183007e+03,0.000000000000039814998469-0.000000000000061534271567j,-0.000000000000000000146269-0.000000000000000000277417j,
8.296959e+03,0.000000000000034144576290-0.000000000000061261211865j,-0.000000000000000000146553-0.000000000000000000260664j,
8.412497e+03,0.000000000000028643735277-0.000000000000060608280267j,-0.000000000000000000151447-0.000000000000000000248480j,
8.529644e+03,0.000000000000023342380997-0.000000000000059588837223j,-0.000000000000000000154321-0.000000000000000000232200j,
8.648423e+03,0.000000000000018269917404-0.000000000000058219837688j,-0.000000000000000000160214-0.000000000000000000216706j,
8.768856e+03,0.000000000000013454701694-0.000000000000056521909567j,-0.000000000000000000163578-0.000000000000000000200103j,
8.890966e+03,0.000000000000008923459124-0.000000000000054519345090j,-0.000000000000000000164969-0.000000000000000000184259j,
9.014776e+03,0.000000000000004700673685-0.000000000000052239984746j,-0.000000000000000000168544-0.000000000000000000171383j,
9.140311e+03,0.000000000000000807976850-0.000000000000049714986288j,-0.000000000000000000166594-0.000000000000000000160908j,
9.267593e+03,-0.000000000000002736443782-0.000000000000046978475724j,-0.000000000000000000164664-0.000000000000000000146811j,
9.396648e+03,-0.000000000000005918386665-0.000000000000044067074312j,-0.000000000000000000163760-0.000000000000000000131442j,
9.527500e+03,-0.000000000000008728104486-0.000000000000041019315037j,-0.000000000000000000163564-0.000000000000000000118639j,
9.660175e+03,-0.000000000000011160669597-0.000000000000037874955850j,-0.000000000000000000158709-0.000000000000000000106856j,
9.794697e+03,-0.000000000000013216213487-0.000000000000034674214872j,-0.000000000000000000157361-0.000000000000000000095023j,
9.931092e+03,-0.000000000000014900019929-0.000000000000031456950632j,-0.000000000000000000152772-0.000000000000000000083348j,
1.006939e+04,-0.000000000000016222460061-0.000000000000028261822868j,-0.000000000000000000150679-0.000000000000000000072328j,
1.020961e+04,-0.000000000000017198762392-0.000000000000025125466291j,-0.000000000000000000142285-0.000000000000000000066506j,
1.035178e+04,-0.000000000000017848624332-0.000000000000022081717209j,-0.000000000000000000143157-0.000000000000000000050522j,
1.049593e+04,-0.000000000000018195676842-0.000000000000019160925876j,-0.000000000000000000138863-0.000000000000000000044955j,
1.064209e+04,-0.000000000000018266824741-0.000000000000016389386716j,-0.000000000000000000130813-0.000000000000000000036874j,
1.079029e+04,-0.000000000000018091492450-0.000000000000013788912457j,-0.000000000000000000128325-0.000000000000000000024184j,
1.094055e+04,-0.000000000000017700810164-0.000000000000011376567499j,-0.000000000000000000121233-0.000000000000000000022241j,
1.109290e+04,-0.000000000000017126778163-0.000000000000009164568709j,-0.000000000000000000116271-0.000000000000000000013727j,
1.124737e+04,-0.000000000000016401446378-0.000000000000007160350117j,-0.000000000000000000109538-0.000000000000000000008787j,
1.140400e+04,-0.000000000000015556146497-0.000000000000005366782429j,-0.000000000000000000103344-0.000000000000000000005216j,
1.156280e+04,-0.000000000000014620804228-0.000000000000003782524321j,-0.000000000000000000097507-0.000000000000000000000546j,
1.172382e+04,-0.000000000000013623358576-0.000000000000002402482427j,-0.000000000000000000090933+0.000000000000000000003517j,
1.188708e+04,-0.000000000000012589300855-0.000000000000001218349314j,-0.000000000000000000085379+0.000000000000000000007824j,
1.205261e+04,-0.000000000000011541343305-0.000000000000000219188726j,-0.000000000000000000081192+0.000000000000000000012790j,
1.222045e+04,-0.000000000000010499216238+0.000000000000000607962050j,-0.000000000000000000075514+0.000000000000000000014667j,
1.239062e+04,-0.000000000000009479586521+0.000000000000001277500009j,-0.000000000000000000069648+0.000000000000000000015757j,
1.256317e+04,-0.000000000000008496085280+0.000000000000001804698506j,-0.000000000000000000064797+0.000000000000000000019820j,
1.273811e+04,-0.000000000000007559427677+0.000000000000002205200521j,-0.000000000000000000060218+0.000000000000000000020194j,
1.291550e+04,-0.000000000000006677606937+0.000000000000002494577155j,-0.000000000000000000055939+0.000000000000000000020149j,
1.309535e+04,-0.000000000000005856142102+0.000000000000002687958216j,-0.000000000000000000051786+0.000000000000000000020734j,
1.327771e+04,-0.000000000000005098361517+0.000000000000002799737245j,-0.000000000000000000046933+0.000000000000000000022067j,
1.346261e+04,-0.000000000000004405704771+0.000000000000002843350305j,-0.000000000000000000042835+0.000000000000000000023055j,
1.365008e+04,-0.000000000000003778027426+0.000000000000002831122804j,-0.000000000000000000039076+0.000000000000000000023576j,
1.384016e+04,-0.000000000000003213897491+0.000000000000002774177770j,-0.000000000000000000035953+0.000000000000000000021606j,
1.403289e+04,-0.000000000000002710873725+0.000000000000002682397396j,-0.000000000000000000032562+0.000000000000000000022750j,
1.422830e+04,-0.000000000000002265759115+0.000000000000002564427896j,-0.000000000000000000029827+0.000000000000000000022015j,
1.442644e+04,-0.000000000000001874825970+0.000000000000002427719280j,-0.000000000000000000026896+0.000000000000000000022209j,
1.462733e+04,-0.000000000000001534010166+0.000000000000002278591140j,-0.000000000000000000024377+0.000000000000000000020436j,
1.483103e+04,-0.000000000000001239074821+0.000000000000002122316594j,-0.000000000000000000022141+0.000000000000000000020444j,
1.503755e+04,-0.000000000000000985743957+0.000000000000001963217475j,-0.000000000000000000019711+0.000000000000000000020669j,
1.524696e+04,-0.000000000000000769808987+0.000000000000001804765314j,-0.000000000000000000017665+0.000000000000000000019043j,
1.545928e+04,-0.000000000000000587210058+0.000000000000001649683396j,-0.000000000000000000015936+0.000000000000000000018368j,
1.567455e+04,-0.000000000000000434095646+0.000000000000001500046294j,-0.000000000000000000014516+0.000000000000000000017354j,
1.589283e+04,-0.000000000000000306863387+0.000000000000001357374433j,-0.000000000000000000012651+0.000000000000000000016908j,
1.611414e+04,-0.000000000000000202185377+0.000000000000001222721833j,-0.000000000000000000011617+0.000000000000000000015670j,
1.633854e+04,-0.000000000000000117020652+0.000000000000001096755886j,-0.000000000000000000009969+0.000000000000000000015311j,
1.656606e+04,-0.000000000000000048617584+0.000000000000000979828775j,-0.000000000000000000008764+0.000000000000000000014475j,
1.679675e+04,0.000000000000000005491402+0.000000000000000872040461j,-0.000000000000000000008020+0.000000000000000000013597j,
1.703065e+04,0.000000000000000047500978+0.000000000000000773293161j,-0.000000000000000000006660+0.000000000000000000013332j,
1.726781e+04,0.000000000000000079348031+0.000000000000000683338143j,-0.000000000000000000005821+0.000000000000000000012671j,
1.750827e+04,0.000000000000000102729486+0.000000000000000601815144j,-0.000000000000000000005084+0.000000000000000000012054j,
1.775208e+04,0.000000000000000119121577+0.000000000000000528285336j,-0.000000000000000000004331+0.000000000000000000010996j,
1.799929e+04,0.000000000000000129799772+0.000000000000000462258257j,-0.000000000000000000003404+0.000000000000000000010591j,
1.824993e+04,0.000000000000000135858713+0.000000000000000403213690j,-0.000000000000000000002795+0.000000000000000000010307j,
1.850407e+04,0.000000000000000138231418+0.000000000000000350619068j,-0.000000000000000000002700+0.000000000000000000009325j,
1.876175e+04,0.000000000000000137707761+0.000000000000000303943011j,-0.000000000000000000002142+0.000000000000000000008610j,
1.902301e+04,0.000000000000000134951643+0.000000000000000262665638j,-0.000000000000000000001743+0.000000000000000000008144j,
1.928792e+04,0.000000000000000130516908+0.000000000000000226286250j,-0.000000000000000000001045+0.000000000000000000007822j,
1.955651e+04,0.000000000000000124861921+0.000000000000000194328702j,-0.000000000000000000000938+0.000000000000000000007177j,
1.982884e+04,0.000000000000000118362640+0.000000000000000166345010j,-0.000000000000000000000597+0.000000000000000000006746j,
2.010496e+04,0.000000000000000111324466+0.000000000000000141917526j,-0.000000000000000000000310+0.000000000000000000006423j,
2.038493e+04,0.000000000000000103992670+0.000000000000000120659922j,-0.000000000000000000000226+0.000000000000000000005840j,
2.066880e+04,0.000000000000000096561668+0.000000000000000102217320j,0.000000000000000000000059+0.000000000000000000005507j,
2.095662e+04,0.000000000000000089183085+0.000000000000000086265724j,0.000000000000000000000174+0.000000000000000000005137j,
2.124845e+04,0.000000000000000081972843+0.000000000000000072510972j,0.000000000000000000000325+0.000000000000000000004735j,
2.154435e+04,0.000000000000000075017258+0.000000000000000060687317j,0.000000000000000000000427+0.000000000000000000004474j,
2.184436e+04,0.000000000000000068378297+0.000000000000000050555807j,0.000000000000000000000406+0.000000000000000000004065j,
2.214855e+04,0.000000000000000062098060+0.000000000000000041902468j,0.000000000000000000000674+0.000000000000000000003890j,
2.245698e+04,0.000000000000000056202644+0.000000000000000034536472j,0.000000000000000000000480+0.000000000000000000003502j,
2.276970e+04,0.000000000000000050705349+0.000000000000000028288260j,0.000000000000000000000631+0.000000000000000000003255j,
2.308678e+04,0.000000000000000045609407+0.000000000000000023007696j,0.000000000000000000000635+0.000000000000000000003014j,
2.340827e+04,0.000000000000000040910265+0.000000000000000018562297j,0.000000000000000000000832+0.000000000000000000002837j,
2.373424e+04,0.000000000000000036597465+0.000000000000000014835529j,0.000000000000000000000891+0.000000000000000000002638j,
2.406475e+04,0.000000000000000032656208+0.000000000000000011725206j,0.000000000000000000000879+0.000000000000000000002415j,
2.439986e+04,0.000000000000000029068614+0.000000000000000009141997j,0.000000000000000000000702+0.000000000000000000002218j,
2.473964e+04,0.000000000000000025814770+0.000000000000000007008042j,0.000000000000000000000764+0.000000000000000000002054j,
2.508415e+04,0.000000000000000022873547+0.000000000000000005255682j,0.000000000000000000000694+0.000000000000000000001884j,
2.543346e+04,0.000000000000000020223259+0.000000000000000003826286j,0.000000000000000000000935+0.000000000000000000001792j,
2.578763e+04,0.000000000000000017842180+0.000000000000000002669205j,0.000000000000000000000756+0.000000000000000000001601j,
2.614673e+04,0.000000000000000015708930+0.000000000000000001740807j,0.000000000000000000000840+0.000000000000000000001493j,
2.651084e+04,0.000000000000000013802781+0.000000000000000001003630j,0.000000000000000000000726+0.000000000000000000001380j,
2.688001e+04,0.000000000000000012103865+0.000000000000000000425590j,0.000000000000000000000819+0.000000000000000000001260j,
2.725433e+04,0.000000000000000010593323-0.000000000000000000020683j,0.000000000000000000000781+0.000000000000000000001173j,
2.763385e+04,0.000000000000000009253408-0.000000000000000000358475j,0.000000000000000000000771+0.000000000000000000001068j,
2.801867e+04,0.000000000000000008067527-0.000000000000000000607523j,0.000000000000000000000716+0.000000000000000000000977j,
2.840884e+04,0.000000000000000007020277-0.000000000000000000784495j,0.000000000000000000000702+0.000000000000000000000915j,
2.880444e+04,0.000000000000000006097425-0.000000000000000000903414j,0.000000000000000000000747+0.000000000000000000000840j,
2.920556e+04,0.000000000000000005285895-0.000000000000000000976028j,0.000000000000000000000702+0.000000000000000000000771j,
2.961225e+04,0.000000000000000004573721-0.000000000000000001012135j,0.000000000000000000000665+0.000000000000000000000713j,
3.002462e+04,0.000000000000000003950000-0.000000000000000001019866j,0.000000000000000000000628+0.000000000000000000000660j,
3.044272e+04,0.000000000000000003404835-0.000000000000000001005935j,0.000000000000000000000609+0.000000000000000000000598j,
3.086665e+04,0.000000000000000002929275-0.000000000000000000975846j,0.000000000000000000000589+0.000000000000000000000555j,
3.129648e+04,0.000000000000000002515246-0.000000000000000000934088j,0.000000000000000000000580+0.000000000000000000000507j,
3.173230e+04,0.000000000000000002155491-0.000000000000000000884288j,0.000000000000000000000553+0.000000000000000000000465j,
3.217418e+04,0.000000000000000001843509-0.000000000000000000829353j,0.000000000000000000000515+0.000000000000000000000428j,
3.262222e+04,0.000000000000000001573485-0.000000000000000000771587j,0.000000000000000000000522+0.000000000000000000000394j,
3.307650e+04,0.000000000000000001340237-0.000000000000000000712791j,0.000000000000000000000512+0.000000000000000000000357j,
3.353710e+04,0.000000000000000001139154-0.000000000000000000654352j,0.000000000000000000000480+0.000000000000000000000333j,
3.400412e+04,0.000000000000000000966150-0.000000000000000000597317j,0.000000000000000000000466+0.000000000000000000000300j,
3.447764e+04,0.000000000000000000817604-0.000000000000000000542450j,0.000000000000000000000431+0.000000000000000000000281j,
3.495776e+04,0.000000000000000000690323-0.000000000000000000490292j,0.000000000000000000000400+0.000000000000000000000258j,
3.544456e+04,0.000000000000000000581489-0.000000000000000000441200j,0.000000000000000000000392+0.000000000000000000000237j,
3.593814e+04,0.000000000000000000488629-0.000000000000000000395386j,0.000000000000000000000373+0.000000000000000000000221j,
3.643859e+04,0.000000000000000000409571-0.000000000000000000352948j,0.000000000000000000000369+0.000000000000000000000199j,
3.694601e+04,0.000000000000000000342415-0.000000000000000000313894j,0.000000000000000000000338+0.000000000000000000000188j,
3.746050e+04,0.000000000000000000285499-0.000000000000000000278166j,0.000000000000000000000337+0.000000000000000000000172j,
3.798215e+04,0.000000000000000000237376-0.000000000000000000245656j,0.000000000000000000000332+0.000000000000000000000155j,
3.851107e+04,0.000000000000000000196788-0.000000000000000000216218j,0.000000000000000000000311+0.000000000000000000000144j,
3.904735e+04,0.000000000000000000162642-0.000000000000000000189685j,0.000000000000000000000300+0.000000000000000000000134j,
3.959110e+04,0.000000000000000000133990-0.000000000000000000165870j,0.000000000000000000000287+0.000000000000000000000122j,
4.014242e+04,0.000000000000000000110014-0.000000000000000000144582j,0.000000000000000000000256+0.000000000000000000000118j,
4.070142e+04,0.000000000000000000090008-0.000000000000000000125625j,0.000000000000000000000263+0.000000000000000000000103j,
4.126821e+04,0.000000000000000000073365-0.000000000000000000108806j,0.000000000000000000000249+0.000000000000000000000098j,
4.184289e+04,0.000000000000000000059563-0.000000000000000000093937j,0.000000000000000000000240+0.000000000000000000000093j,
4.242556e+04,0.000000000000000000048154-0.000000000000000000080838j,0.000000000000000000000224+0.000000000000000000000089j,
4.301636e+04,0.000000000000000000038756-0.000000000000000000069335j,0.000000000000000000000220+0.000000000000000000000081j,
4.361538e+04,0.000000000000000000031043-0.000000000000000000059270j,0.000000000000000000000208+0.000000000000000000000076j,
4.422274e+04,0.000000000000000000024738-0.000000000000000000050490j,0.000000000000000000000200+0.000000000000000000000072j,
4.483856e+04,0.000000000000000000019605-0.000000000000000000042858j,0.000000000000000000000194+0.000000000000000000000068j,
4.546295e+04,0.000000000000000000015445-0.000000000000000000036244j,0.000000000000000000000181+0.000000000000000000000064j,
4.609604e+04,0.000000000000000000012090-0.000000000000000000030534j,0.000000000000000000000178+0.000000000000000000000059j,
4.673795e+04,0.000000000000000000009398-0.000000000000000000025619j,0.000000000000000000000166+0.000000000000000000000058j,
4.738880e+04,0.000000000000000000007249-0.000000000000000000021404j,0.000000000000000000000165+0.000000000000000000000054j,
4.804870e+04,0.000000000000000000005546-0.000000000000000000017802j,0.000000000000000000000156+0.000000000000000000000050j,
4.871780e+04,0.000000000000000000004204-0.000000000000000000014735j,0.000000000000000000000146+0.000000000000000000000051j,
4.939622e+04,0.000000000000000000003154-0.000000000000000000012134j,0.000000000000000000000147+0.000000000000000000000046j,
5.008408e+04,0.000000000000000000002341-0.000000000000000000009937j,0.000000000000000000000141+0.000000000000000000000044j,
5.078152e+04,0.000000000000000000001715-0.000000000000000000008089j,0.000000000000000000000137+0.000000000000000000000042j,
5.148867e+04,0.000000000000000000001239-0.000000000000000000006542j,0.000000000000000000000127+0.000000000000000000000041j,
5.220568e+04,0.000000000000000000000882-0.000000000000000000005252j,0.000000000000000000000123+0.000000000000000000000040j,
5.293266e+04,0.000000000000000000000617-0.000000000000000000004184j,0.000000000000000000000119+0.000000000000000000000037j,
5.366977e+04,0.000000000000000000000423-0.000000000000000000003303j,0.000000000000000000000116+0.000000000000000000000037j,
5.441714e+04,0.000000000000000000000284-0.000000000000000000002582j,0.000000000000000000000108+0.000000000000000000000036j,
5.517492e+04,0.000000000000000000000187-0.000000000000000000001995j,0.000000000000000000000106+0.000000000000000000000034j,
5.594326e+04,0.000000000000000000000121-0.000000000000000000001521j,0.000000000000000000000104+0.000000000000000000000034j,
5.672229e+04,0.000000000000000000000077-0.000000000000000000001142j,0.000000000000000000000100+0.000000000000000000000034j,
5.751217e+04,0.000000000000000000000049-0.000000000000000000000842j,0.000000000000000000000099+0.000000000000000000000031j,
5.831305e+04,0.000000000000000000000032-0.000000000000000000000607j,0.000000000000000000000093+0.000000000000000000000031j,
5.912508e+04,0.000000000000000000000023-0.000000000000000000000425j,0.000000000000000000000093+0.000000000000000000000030j,
5.994843e+04,0.000000000000000000000018-0.000000000000000000000288j,0.000000000000000000000088+0.000000000000000000000029j,
6.078323e+04,0.000000000000000000000015-0.000000000000000000000186j,0.000000000000000000000086+0.000000000000000000000028j,
6.162966e+04,0.000000000000000000000014-0.000000000000000000000112j,0.000000000000000000000083+0.000000000000000000000028j,
6.248788e+04,0.000000000000000000000012-0.000000000000000000000061j,0.000000000000000000000079+0.000000000000000000000027j,
6.335805e+04,0.000000000000000000000010-0.000000000000000000000028j,0.000000000000000000000079+0.000000000000000000000027j,
6.424034e+04,0.000000000000000000000007-0.000000000000000000000008j,0.000000000000000000000074+0.000000000000000000000027j,
6.513491e+04,0.000000000000000000000003+0.000000000000000000000001j,0.000000000000000000000071+0.000000000000000000000026j,
6.604194e+04,-0.000000000000000000000002+0.000000000000000000000002j,0.000000000000000000000070+0.000000000000000000000025j,
6.696160e+04,-0.000000000000000000000009-0.000000000000000000000002j,0.000000000000000000000069+0.000000000000000000000025j,
6.789407e+04,-0.000000000000000000000016-0.000000000000000000000010j,0.000000000000000000000065+0.000000000000000000000024j,
6.883952e+04,-0.000000000000000000000024-0.000000000000000000000020j,0.000000000000000000000062+0.000000000000000000000024j,
6.979814e+04,-0.000000000000000000000033-0.000000000000000000000032j,0.000000000000000000000061+0.000000000000000000000023j,
7.077011e+04,-0.000000000000000000000042-0.000000000000000000000044j,0.000000000000000000000061+0.000000000000000000000023j,
7.175561e+04,-0.000000000000000000000051-0.000000000000000000000056j,0.000000000000000000000060+0.000000000000000000000022j,
7.275484e+04,-0.000000000000000000000060-0.000000000000000000000067j,0.000000000000000000000056+0.000000000000000000000022j,
7.376798e+04,-0.000000000000000000000068-0.000000000000000000000077j,0.000000000000000000000053+0.000000000000000000000022j,
7.479523e+04,-0.000000000000000000000077-0.000000000000000000000086j,0.000000000000000000000053+0.000000000000000000000021j,
7.583678e+04,-0.000000000000000000000085-0.000000000000000000000094j,0.000000000000000000000051+0.000000000000000000000021j,
7.689284e+04,-0.000000000000000000000092-0.000000000000000000000101j,0.000000000000000000000051+0.000000000000000000000021j,
7.796360e+04,-0.000000000000000000000099-0.000000000000000000000106j,0.000000000000000000000049+0.000000000000000000000021j,
7.904928e+04,-0.000000000000000000000105-0.000000000000000000000109j,0.000000000000000000000049+0.000000000000000000000020j,
8.015007e+04,-0.000000000000000000000111-0.000000000000000000000112j,0.000000000000000000000047+0.000000000000000000000020j,
8.126619e+04,-0.000000000000000000000115-0.000000000000000000000113j,0.000000000000000000000045+0.000000000000000000000019j,
8.239786e+04,-0.000000000000000000000119-0.000000000000000000000114j,0.000000000000000000000044+0.000000000000000000000019j,
8.354528e+04,-0.000000000000000000000122-0.000000000000000000000113j,0.000000000000000000000042+0.000000000000000000000019j,
8.470868e+04,-0.000000000000000000000125-0.000000000000000000000112j,0.000000000000000000000042+0.000000000000000000000018j,
8.588829e+04,-0.000000000000000000000127-0.000000000000000000000109j,0.000000000000000000000039+0.000000000000000000000018j,
8.708431e+04,-0.000000000000000000000128-0.000000000000000000000107j,0.000000000000000000000039+0.000000000000000000000018j,
8.829700e+04,-0.000000000000000000000128-0.000000000000000000000103j,0.000000000000000000000039+0.000000000000000000000017j,
8.952657e+04,-0.000000000000000000000128-0.000000000000000000000100j,0.000000000000000000000038+0.000000000000000000000017j,
9.077327e+04,-0.000000000000000000000127-0.000000000000000000000095j,0.000000000000000000000036+0.000000000000000000000017j,
9.203732e+04,-0.000000000000000000000126-0.000000000000000000000091j,0.000000000000000000000035+0.000000000000000000000017j,
9.331898e+04,-0.000000000000000000000124-0.000000000000000000000087j,0.000000000000000000000035+0.000000000000000000000016j,
9.461848e+04,-0.000000000000000000000122-0.000000000000000000000082j,0.000000000000000000000033+0.000000000000000000000016j,
9.593608e+04,-0.000000000000000000000120-0.000000000000000000000077j,0.000000000000000000000032+0.000000000000000000000016j,
9.727203e+04,-0.000000000000000000000117-0.000000000000000000000073j,0.000000000000000000000031+0.000000000000000000000016j,
9.862658e+04,-0.000000000000000000000114-0.000000000000000000000068j,0.000000000000000000000031+0.000000000000000000000015j,
1.000000e+05,-0.000000000000000000000111-0.000000000000000000000063j,0.000000000000000000000031+0.000000000000000000000015j,
