Frequency,ESD,Coil,
3.217418e+00,0.000007075222178280233460+0.000197008025921155069133j,0.002886619984217730309345+0.003769977885760842587631j,
3.262222e+00,0.000008011879733759711862+0.000187762782187401338404j,0.002584012417035622729417+0.003455049139066938054116j,
3.307650e+00,0.000008838334462883306721+0.000178953250400224541132j,0.002316013506447012378076+0.003169594883243810091999j,
3.353710e+00,0.000009562326408507818264+0.000170557269518833114338j,0.002078212672302441003241+0.002910442474891507258494j,
3.400412e+00,0.000010191181735587844531+0.000162554074377142468303j,0.001866841217722906053414+0.002674827919243544845779j,
3.447764e+00,0.000010731817735388063021+0.000154924152158614236198j,0.001678666317458557153894+0.002460333705284834752286j,
3.495776e+00,0.000011190749042941699131+0.000147649115853704392164j,0.001510905282732369087767+0.002264838168846292337094j,
3.544456e+00,0.000011574093324898661081+0.000140711589475409716348j,0.001361155942248508995268+0.002086474096077171880292j,
3.593814e+00,0.000011887574156452306455+0.000134095099610125468963j,0.001227340057292123243898+0.001923594895977926875694j,
3.643859e+00,0.000012136517691725383434+0.000127783966783817572611j,0.001107657575513901898612+0.001774747185490614317938j,
3.694601e+00,0.000012325837207428420560+0.000121763187108610607644j,0.001000550368528083924544+0.001638649128194562222191j,
3.746050e+00,0.000012459993908726370198+0.000116018288339442694453j,0.000904675110962293574021+0.001514174458492872216153j,
3.798215e+00,0.000012542909395506243744+0.000110535130704029737063j,0.000818886599734017662372+0.001400343019272182664911j,
3.851107e+00,0.000012577772411773478368+0.000105299591947523424307j,0.000742236258303850164955+0.001296320280959458066949j,
3.904735e+00,0.000012566591952904125211+0.000100297001842148658635j,0.000673999305361055772896+0.001201431694016456917101j,
3.959110e+00,0.000012509063984172909937+0.000095511000175754336519j,0.000613770040064502957894+0.001115204982279518856891j,
4.014242e+00,0.000012399260205087448084+0.000090920966668693784895j,0.000561756216171701260043+0.001037466440678734948613j,
4.070142e+00,0.000012213714432384179730+0.000086495825190225305266j,0.000519802259476577900414+0.000968495693790749991904j,
4.126821e+00,0.000011853267504844818320+0.000082184109177163740256j,0.000495933010128448478054+0.000908320605988403992001j,
4.184289e+00,0.000010776899732276668469+0.000078148260252028719933j,0.000525712540148830622180+0.000830332850997645322173j,
4.242556e+00,0.000010626072236556398449+0.000076500416091454032834j,0.000435034295468367379275+0.000617246403885624711494j,
4.301636e+00,0.000011594015357706884562+0.000072591987647585212847j,0.000323570714618616743930+0.000617208220464205543042j,
4.361538e+00,0.000011572751199155685586+0.000068871327063507690731j,0.000286878343246302054768+0.000595874367459731189151j,
4.422274e+00,0.000011393885914544282006+0.000065475611086722137252j,0.000259599941861092433758+0.000562591966390160800986j,
4.483856e+00,0.000011171199566478587370+0.000062301399734826062556j,0.000235526824463657671795+0.000526930290546923757976j,
4.546295e+00,0.000010928010993873298363+0.000059305679643751192361j,0.000213694303034471001519+0.000491809677998197142777j,
4.609604e+00,0.000010671864121624588569+0.000056466704330003016663j,0.000193807758293082889670+0.000458237726865219337311j,
4.673795e+00,0.000010406290740786419775+0.000053770881762581978710j,0.000175690929431283421542+0.000426566805314998898774j,
4.738880e+00,0.000010133486133812254660+0.000051208294964916676575j,0.000159195465783833022119+0.000396888472800447744508j,
4.804870e+00,0.000009855087402537963891+0.000048770938857569876013j,0.000144184525736869539577+0.000369180213199039679826j,
4.871780e+00,0.000009572443526260038008+0.000046451934823112013019j,0.000130530240871376865914+0.000343367470374634662852j,
4.939622e+00,0.000009286723143589939970+0.000044245143323937489966j,0.000118113637584701071576+0.000319352431602128400499j,
5.008408e+00,0.000008998963312604646474+0.000042144955770388107912j,0.000106824720130278507562+0.000297028289315265066686j,
5.078152e+00,0.000008710094496769815928+0.000040146174066911998694j,0.000096562330902850654086+0.000276286613895955544904j,
5.148867e+00,0.000008420955127823813967+0.000038243936097629017523j,0.000087233803558577489553+0.000257021240181749452934j,
5.220568e+00,0.000008132301232765839192+0.000036433666730849588499j,0.000078754484839357977470+0.000239130299026368061538j,
5.293266e+00,0.000007844813557720775691+0.000034711043756364783324j,0.000071047189887858312003+0.000222517223920306786824j,
5.366977e+00,0.000007559103299657806185+0.000033071972965151543908j,0.000064041635275852463668+0.000207091176268318775044j,
5.441714e+00,0.000007275717012214239141+0.000031512569072569401049j,0.000057673877732931728079+0.000192767135901817840936j,
5.517492e+00,0.000006995140955785763420+0.000030029140531860111925j,0.000051885774713725878161+0.000179465798771438278872j,
5.594326e+00,0.000006717805045743714263+0.000028618177032508748718j,0.000046624475794574813303+0.000167113365461159447045j,
5.672229e+00,0.000006444086485829431446+0.000027276338933324664911j,0.000041841949071218276798+0.000155641270851384407601j,
5.751217e+00,0.000006174313127726729901+0.000026000448135661525883j,0.000037494543812832286961+0.000144985885713796585099j,
5.831305e+00,0.000005908766591798563722+0.000024787480074225867884j,0.000033542588993160272906+0.000135088208986173694773j,
5.912508e+00,0.000005647685160423302706+0.000023634556606105462564j,0.000029950026101245852259+0.000125893562329927355707j,
5.994843e+00,0.000005391266466035241295+0.000022538939653176354009j,0.000026684074394222235296+0.000117351293866123758619j,
6.078323e+00,0.000005139669969733876874+0.000021498025496445815453j,0.000023714926131166179151+0.000109414495165331758335j,
6.162966e+00,0.000004893019243851273217+0.000020509339659414915975j,0.000021015469558881999003+0.000102039733705622939828j,
6.248788e+00,0.000004651404059233670616+0.000019570532342643965983j,0.000018561037255561341414+0.000095186801778431834428j,
6.335805e+00,0.000004414882278072968662+0.000018679374391235500783j,0.000016329177567486057065+0.000088818482170914620703j,
6.424034e+00,0.000004183481553781193234+0.000017833753799676558302j,0.000014299447144657549734+0.000082900330434666468231j,
6.513491e+00,0.000003957200833668096333+0.000017031672771721572475j,0.000012453222304140881124+0.000077400473267248752441j,
6.604194e+00,0.000003736011666918682686+0.000016271245376452809860j,0.000010773527802053022685+0.000072289422443117052806j,
6.696160e+00,0.000003519859311882140620+0.000015550695859355643245j,0.000009244880885529270447+0.000067539903589413868390j,
6.789407e+00,0.000003308663637705331423+0.000014868357696576860443j,0.000007853149386071054666+0.000063126699216002959969j,
6.883952e+00,0.000003102319820997745345+0.000014222673507433031975j,0.000006585422229672535415+0.000059026505385426264363j,
6.979814e+00,0.000002900698829997579410+0.000013612195986480478944j,0.000005429891100303138479+0.000055217801509977789819j,
7.077011e+00,0.000002703647705313813828+0.000013035590065640693215j,0.000004375742061769312901+0.000051680732962803813569j,
7.175561e+00,0.000002510989637109402531+0.000012491636588290430787j,0.000003413055905941178131+0.000048397006337470625619j,
7.275484e+00,0.000002322523866473178190+0.000011979237873296008440j,0.000002532716300314015610+0.000045349797425906396590j,
7.376798e+00,0.000002138025451036047820+0.000011497425677802560430j,0.000001726324643147236373+0.000042523672353011528907j,
7.479523e+00,0.000001957244975404266237+0.000011045372243677725835j,0.000000986120842362827598+0.000039904522723296284570j,
7.583678e+00,0.000001779908353556209071+0.000010622405367749339369j,0.000000304909180036361733+0.000037479516223703579578j,
7.689284e+00,0.000001605716970891791308+0.000010228028787282298799j,-0.000000324011430365682705+0.000035237065004443324158j,
7.796360e+00,0.000001434348600431795883+0.000009861949681844990416j,-0.000000906913112791552685+0.000033166815299864425436j,
7.904928e+00,0.000001265459831233173214+0.000009524115824048337437j,-0.000001449700759865142265+0.000031259663470774285256j,
8.015007e+00,0.000001098691266673963192+0.000009214765990049042293j,-0.000001957969067087699521+0.000029507806255074372164j,
8.126619e+00,0.000000933677659134177442+0.000008934498831168855449j,-0.000002437053063761917593+0.000027904836626208038631j,
8.239786e+00,0.000000770066731831995425+0.000008684367802283884054j,-0.000002892067603581001626+0.000026445902521740981527j,
8.354528e+00,0.000000607553272651234844+0.000008466013357914646491j,-0.000003327927142877187245+0.000025127954482233161559j,
8.470868e+00,0.000000445940243682373411+0.000008281849154232265179j,-0.000003749328111402537003+0.000023950121936935774459j,
8.588829e+00,0.000000285248254847641179+0.000008135327437222637697j,-0.000004160659566680277467+0.000022914279616822908495j,
8.708431e+00,0.000000125913060673096958+0.000008031321595359563120j,-0.000004565773925759889077+0.000022025899658028999577j,
8.829700e+00,-0.000000030853429799838620+0.000007976682627887836201j,-0.000004967481543958276267+0.000021295338678043653505j,
8.952657e+00,-0.000000182391075733202799+0.000007981051391126572217j,-0.000005366489543159235487+0.000020739789116526374173j,
9.077327e+00,-0.000000323312060500100649+0.000008058032989148693136j,-0.000005759199598863977291+0.000020386231312844147769j,
9.203732e+00,-0.000000443003995896013815+0.000008226826911274667003j,-0.000006133106852989968554+0.000020275807677830976291j,
9.331898e+00,-0.000000520638538226624908+0.000008514210408286780160j,-0.000006457047089008925399+0.000020469851794036353522j,
9.461848e+00,-0.000000515034425152736648+0.000008955859148547796244j,-0.000006660265585984472077+0.000021056289741772427396j,
9.593608e+00,-0.000000344304366713491627+0.000009592509622825636496j,-0.000006587847008684810155+0.000022148276739643694841j,
9.727203e+00,0.000000151262034347252710+0.000010444689355426358012j,-0.000005912906861382497177+0.000023840874221920866548j,
9.862658e+00,0.000001251954790784560398+0.000011418095952315560990j,-0.000004016021244720814607+0.000026010392830269832152j,
1.000000e+01,0.000003280649397336565069+0.000012066448902276339354j,-0.000000123931754111246960+0.000027704842882871176535j,
1.013925e+01,0.000006038797591092736495+0.000011440139354019257493j,0.000004279411450716970914+0.000026265614949348092903j,
1.028045e+01,0.000008171526036786568801+0.000009076062715738190668j,0.000012185738686581056137+0.000025963062208909886807j,
1.042361e+01,0.000008553278725238013430+0.000006173910937737727214j,0.000014500006369828872350+0.000018346458748362072158j,
1.056876e+01,0.000007737542149065980836+0.000004014698793158890714j,0.000013639101503020242015+0.000012855101258120184735j,
1.071593e+01,0.000006617485320676742759+0.000002733969608262275146j,0.000011762488665587612484+0.000009336397065723332181j,
1.086516e+01,0.000005596452621431590909+0.000002025168071571056496j,0.000009871185523596199952+0.000007174340363831498421j,
1.101646e+01,0.000004761604575023143105+0.000001630572736617386957j,0.000008257914717229834851+0.000005812343972094280777j,
1.116987e+01,0.000004096800916245172666+0.000001401825534621726788j,0.000006947542783357706940+0.000004908129684127434587j,
1.132541e+01,0.000003566331616052612153+0.000001261035886432473874j,0.000005893985826455007317+0.000004270853711991322005j,
1.148312e+01,0.000003137948210789829665+0.000001167769325992606856j,0.000005043451848056559673+0.000003795193190712440858j,
1.164303e+01,0.000002786825481680034201+0.000001100729369512391218j,0.000004350474566071076611+0.000003421828142799237650j,
1.180517e+01,0.000002494700686514059814+0.000001048463595582845671j,0.000003779836069631534297+0.000003116301652022945894j,
1.196956e+01,0.000002248255017020290164+0.000001004692358646502036j,0.000003304962921761314249+0.000002857908914732844572j,
1.213624e+01,0.000002037720144843789451+0.000000965921230273033525j,0.000002905877295661061258+0.000002633774697532567410j,
1.230524e+01,0.000001855848565719748004+0.000000930189797404946704j,0.000002567472222720861686+0.000002435616243167545418j,
1.247660e+01,0.000001697188420789893963+0.000000896398543014129372j,0.000002278210802854448788+0.000002257923349067374599j,
1.265034e+01,0.000001557579329844613401+0.000000863937737616627587j,0.000002029181389616726938+0.000002096906059764361525j,
1.282650e+01,0.000001433801312572165286+0.000000832478398864179183j,0.000001813418790495307651+0.000001949869787394586431j,
1.300511e+01,0.000001323328301118468102+0.000000801852432947832017j,0.000001625416113458725768+0.000001814834880545730490j,
1.318621e+01,0.000001224153140832458602+0.000000771982973167383179j,0.000001460771423724267854+0.000001690299669264328813j,
1.336984e+01,0.000001134661797429569296+0.000000742843534395797805j,0.000001315929592327916054+0.000001575089702472150864j,
1.355602e+01,0.000001053541781809184337+0.000000714433987049658189j,0.000001187991724464471515+0.000001468259891343524874j,
1.374479e+01,0.000000979714645851285891+0.000000686766480012352696j,0.000001074572929007566761+0.000001369029817785427813j,
1.393619e+01,0.000000912285618126113423+0.000000659857306627276128j,0.000000973695007573666918+0.000001276740198639177322j,
1.413026e+01,0.000000850505591608270987+0.000000633722341163535600j,0.000000883704645549978725+0.000001190823066002631648j,
1.432703e+01,0.000000793742118527329592+0.000000608374622746101161j,0.000000803210378217395610+0.000001110781009504593255j,
1.452654e+01,0.000000741457047889858038+0.000000583823224369450670j,0.000000731033596102455488+0.000001036172456394696345j,
1.472883e+01,0.000000693189115405035374+0.000000560072880093297003j,0.000000666170044435213618+0.000000966601070953674875j,
1.493393e+01,0.000000648540263374731145+0.000000537124048018652937j,0.000000607759367577391990+0.000000901707965262974265j,
1.514189e+01,0.000000607164797730993750+0.000000514973210971022010j,0.000000555060775314080559+0.000000841165873764604114j,
1.535275e+01,0.000000568760722877461855+0.000000493613294416098869j,0.000000507433466143332650+0.000000784674713764322239j,
1.556654e+01,0.000000533062763062470110+0.000000473034128712369572j,0.000000464320749627422326+0.000000731958133291916672j,
1.578331e+01,0.000000499836700297366164+0.000000453222913153418270j,0.000000425237096691966270+0.000000682760769659463368j,
1.600310e+01,0.000000468874748552221390+0.000000434164657545665424j,0.000000389757486723173070+0.000000636846031560187136j,
1.622595e+01,0.000000439991749338565319+0.000000415842588597078303j,0.000000357508606519371489+0.000000593994270847918962j,
1.645191e+01,0.000000413022022995839012+0.000000398238515779852022j,0.000000328161526427364463+0.000000554001245972111206j,
1.668101e+01,0.000000387816747019948254+0.000000381333155379379013j,0.000000301425579303032572+0.000000516676809737905891j,
1.691330e+01,0.000000364241760633537621+0.000000365106413871255049j,0.000000277043216898551414+0.000000481843767030714723j,
1.714882e+01,0.000000342175716248347766+0.000000349537633215161385j,0.000000254785650839113259+0.000000449336879764910383j,
1.738762e+01,0.000000321508514759675297+0.000000334605801495424824j,0.000000234449176278718481+0.000000419001970471747144j,
1.762975e+01,0.000000302139974308092554+0.000000320289732226856757j,0.000000215852015445003020+0.000000390695128913887597j,
1.787526e+01,0.000000283978692540559856+0.000000306568215840225246j,0.000000198831630654068543+0.000000364281984271182972j,
1.812418e+01,0.000000266941069292296029+0.000000293420146771065517j,0.000000183242409680667043+0.000000339637046353777201j,
1.837656e+01,0.000000250950463614876985+0.000000280824628985742483j,0.000000168953667357323365+0.000000316643103506713044j,
1.863246e+01,0.000000235936463513489439+0.000000268761062950148694j,0.000000155847923825289551+0.000000295190662700722992j,
1.889193e+01,0.000000221834250562024287+0.000000257209216438058309j,0.000000143819402668419535+0.000000275177436560976550j,
1.915501e+01,0.000000208584045085739998+0.000000246149281321477382j,0.000000132772724536171669+0.000000256507868690437580j,
1.942175e+01,0.000000196130619685382895+0.000000235561918449047445j,0.000000122621768861879347+0.000000239092688254698587j,
1.969220e+01,0.000000184422871098725785+0.000000225428292161449720j,0.000000113288672565584285+0.000000222848503598521246j,
1.996642e+01,0.000000173413442134921609+0.000000215730096019389502j,0.000000104702959868238766+0.000000207697418870621774j,
2.024447e+01,0.000000163058386496562372+0.000000206449570898056995j,0.000000096800771440854812+0.000000193566683880285995j,
2.052638e+01,0.000000153316870535736772+0.000000197569516414622581j,0.000000089524195521355946+0.000000180388370423092513j,
2.081222e+01,0.000000144150906401296346+0.000000189073296183539893j,0.000000082820693289681598+0.000000168099095873739528j,
2.110203e+01,0.000000135525110925464274+0.000000180944835973809262j,0.000000076642647098130643+0.000000156639810525849016j,
2.139589e+01,0.000000127406479747610562+0.000000173168608714869405j,0.000000070947162037118266+0.000000145955798903664004j,
2.169384e+01,0.000000119764129728232981+0.000000165729566875812218j,0.000000065697079056259390+0.000000135997690820280985j,
2.199593e+01,0.000000112568227030417809+0.000000158612521529352660j,0.000000060879890482731499+0.000000126733327908141261j,
2.230223e+01,0.000000105798541025335268+0.000000151811563070717258j,0.000000056317639400545545+0.000000117957435732266830j,
2.261280e+01,0.000000099419940348806017+0.000000145298517307671329j,0.000000052201585915867354+0.000000109930974396990107j,
2.292769e+01,0.000000093414199784612309+0.000000139070543812760775j,0.000000048385579064666891+0.000000102411365979368654j,
2.324697e+01,0.000000087758797540141082+0.000000133113675167192150j,0.000000044856258908027324+0.000000095397282421328529j,
2.357069e+01,0.000000082433008592139038+0.000000127415985769507178j,0.000000041592505834221632+0.000000088857865404132628j,
2.389893e+01,0.000000077417453574815748+0.000000121966155998390087j,0.000000038573786391693350+0.000000082761998362247579j,
2.423173e+01,0.000000072693964197737688+0.000000116753360727204171j,0.000000035780998696808300+0.000000077080134713490470j,
2.456916e+01,0.000000068245491280761029+0.000000111767235657168093j,0.000000033196536734555191+0.000000071784536986242271j,
2.491130e+01,0.000000064056026292435957+0.000000106997856689089093j,0.000000030804209554085106+0.000000066849253269979956j,
2.525820e+01,0.000000060110530689263562+0.000000102435722657448341j,0.000000028589140631525313+0.000000062250032886205073j,
2.560993e+01,0.000000056394871332298878+0.000000098071739273930507j,0.000000026537660901872034+0.000000057964229943658269j,
2.596656e+01,0.000000052895761087438615+0.000000093897203633059553j,0.000000024637207460594726+0.000000053970702410190427j,
2.632815e+01,0.000000049600703966662908+0.000000089903789128354553j,0.000000022876229709667820+0.000000050249717460180218j,
2.669478e+01,0.000000046497944346353009+0.000000086083530787708289j,0.000000021244103851914211+0.000000046782858800795633j,
2.706652e+01,0.000000043576419963916649+0.000000082428810873171288j,0.000000019731055108689839+0.000000043552942199977962j,
2.744343e+01,0.000000040825718264365647+0.000000078932344942967858j,0.000000018328086004320432+0.000000040543932094442487j,
2.782559e+01,0.000000038236035849467717+0.000000075587168238209356j,0.000000017026910447513594+0.000000037740868338610795j,
2.821308e+01,0.000000035798140760731929+0.000000072386622509008545j,0.000000015819895170233044+0.000000035129793042175889j,
2.860596e+01,0.000000033503337365012666+0.000000069324343215335911j,0.000000014700005320328706+0.000000032697685506064561j,
2.900430e+01,0.000000031343433629388944+0.000000066394247164674430j,0.000000013660754386283086+0.000000030432399156725125j,
2.940820e+01,0.000000029310710586746426+0.000000063590520549109486j,0.000000012696160300256755+0.000000028322603884214763j,
2.981772e+01,0.000000027397893832785778+0.000000060907607419963021j,0.000000011800703247266543+0.000000026357731451086444j,
3.023295e+01,0.000000025598126910995809+0.000000058340198559350034j,0.000000010969288863123403+0.000000024527925068385998j,
3.065395e+01,0.000000023904946396854263+0.000000055883220777518901j,0.000000010197212729398921+0.000000022823991872964319j,
3.108082e+01,0.000000022312258629801999+0.000000053531826617045241j,0.000000009480129847525223+0.000000021237358269719214j,
3.151363e+01,0.000000020814317871371915+0.000000051281384445524948j,0.000000008814026071252733+0.000000019760029447812124j,
3.195248e+01,0.000000019405705898994690+0.000000049127468954839176j,0.000000008195190945162668+0.000000018384549596036519j,
3.239743e+01,0.000000018081312851127169+0.000000047065852031596055j,0.000000007620193565625052+0.000000017103966725711017j,
3.284857e+01,0.000000016836319264538294+0.000000045092494000300885j,0.000000007085861741896644+0.000000015911798659190483j,
3.330600e+01,0.000000015666179216503640+0.000000043203535254606406j,0.000000006589260427075996+0.000000014802001695358330j,
3.376980e+01,0.000000014566604520669676+0.000000041395288191482677j,0.000000006127673197364487+0.000000013768940618596744j,
3.424006e+01,0.000000013533549862489625+0.000000039664229537065099j,0.000000005698586410658628+0.000000012807362620936689j,
3.471687e+01,0.000000012563198828794508+0.000000038006992964350996j,0.000000005299671690104640+0.000000011912370204075327j,
3.520031e+01,0.000000011651950810240919+0.000000036420362052862076j,0.000000004928773030189738+0.000000011079398338983111j,
3.569049e+01,0.000000010796408656954321+0.000000034901263537538878j,0.000000004583893198412442+0.000000010304191604676355j,
3.618750e+01,0.000000009993367058588518+0.000000033446760872899492j,0.000000004263181058430720+0.000000009582783676390261j,
3.669142e+01,0.000000009239801655106920+0.000000032054048054322419j,0.000000003964921002242703+0.000000008911477527732168j,
3.720237e+01,0.000000008532858746456386+0.000000030720443737802251j,0.000000003687522674963621+0.000000008286827695820939j,
3.772042e+01,0.000000007869845623492216+0.000000029443385609638489j,0.000000003429510824246851+0.000000007705623389154329j,
3.824570e+01,0.000000007248221457375828+0.000000028220425009522580j,0.000000003189516998912224+0.000000007164872162852211j,
3.877828e+01,0.000000006665588725339041+0.000000027049221795932893j,0.000000002966272248890143+0.000000006661785527152699j,
3.931829e+01,0.000000006119685130298233+0.000000025927539433388296j,0.000000002758598401615128+0.000000006193765433858996j,
3.986581e+01,0.000000005608375969699623+0.000000024853240335424139j,0.000000002565402043044323+0.000000005758390865389402j,
4.042096e+01,0.000000005129646982500970+0.000000023824281358395696j,0.000000002385668199102069+0.000000005353406128432772j,
4.098384e+01,0.000000004681597557729471+0.000000022838709573817434j,0.000000002218454397033318+0.000000004976710072895929j,
4.155455e+01,0.000000004262434371977357+0.000000021894658160729242j,0.000000002062885360760329+0.000000004626345060765384j,
4.213322e+01,0.000000003870465362582563+0.000000020990342546720008j,0.000000001918147636748098+0.000000004300487363600963j,
4.271994e+01,0.000000003504094062308053+0.000000020124056676071430j,0.000000001783485821469499+0.000000003997438442438593j,
4.331483e+01,0.000000003161814239355439+0.000000019294169486292165j,0.000000001658198102722748+0.000000003715616071664966j,
4.391801e+01,0.000000002842204853313061+0.000000018499121525905695j,0.000000001541631917290172+0.000000003453546627831191j,
4.452959e+01,0.000000002543925285641398+0.000000017737421726495368j,0.000000001433180654240530+0.000000003209857698518804j,
4.514968e+01,0.000000002265710852691737+0.000000017007644329177350j,0.000000001332280718050620+0.000000002983271283021408j,
4.577841e+01,0.000000002006368554124254+0.000000016308425955595982j,0.000000001238407761032124+0.000000002772597197011570j,
4.641589e+01,0.000000001764773073899552+0.000000015638462805256196j,0.000000001151074018307206+0.000000002576727245028025j,
4.706225e+01,0.000000001539862998839498+0.000000014996507974763240j,0.000000001069826260684671+0.000000002394629522866149j,
4.771761e+01,0.000000001330637253852845+0.000000014381368929281932j,0.000000000994242409832696+0.000000002225343338469426j,
4.838210e+01,0.000000001136151728284494+0.000000013791905047206283j,0.000000000923930456199882+0.000000002067974570343561j,
4.905584e+01,0.000000000955516098967370+0.000000013227025320518931j,0.000000000858524905953850+0.000000001921690327709888j,
4.973896e+01,0.000000000787890829628712+0.000000012685686124006079j,0.000000000797686180602326+0.000000001785715772413977j,
5.043159e+01,0.000000000632484332303060+0.000000012166889111748969j,0.000000000741098095457857+0.000000001659329449690018j,
5.113388e+01,0.000000000488550289916215+0.000000011669679197944443j,0.000000000688466425727136+0.000000001541859998066408j,
5.184594e+01,0.000000000355385132943344+0.000000011193142633797078j,0.000000000639517236685721+0.000000001432682449343037j,
5.256791e+01,0.000000000232325644551018+0.000000010736405171692670j,0.000000000593995590519044+0.000000001331215474679918j,
5.329994e+01,0.000000000118746712271992+0.000000010298630310435950j,0.000000000551664249157112+0.000000001236917781634255j,
5.404216e+01,0.000000000014059193497519+0.000000009879017626711205j,0.000000000512302155622850+0.000000001149286006995646j,
5.479472e+01,-0.000000000082292093691512+0.000000009476801175510481j,0.000000000475703625933083+0.000000001067851489084343j,
5.555776e+01,-0.000000000170830270569102+0.000000009091247968700286j,0.000000000441677214633283+0.000000000992178529534246j,
5.633143e+01,-0.000000000252048191774686+0.000000008721656520468556j,0.000000000410044526469377+0.000000000921861577022426j,
5.711586e+01,-0.000000000326410141811427+0.000000008367355457370412j,0.000000000380639617927349+0.000000000856523407949024j,
5.791123e+01,-0.000000000394353436056638+0.000000008027702196428292j,0.000000000353307783486727+0.000000000795813175078320j,
5.871766e+01,-0.000000000456289931424249+0.000000007702081676680483j,0.000000000327905034948634+0.000000000739404561926956j,
5.953533e+01,-0.000000000512607457486798+0.000000007389905153049262j,0.000000000304297319575169+0.000000000686993993538554j,
6.036439e+01,-0.000000000563671162044554+0.000000007090609041353587j,0.000000000282359798589666+0.000000000638299179172315j,
6.120498e+01,-0.000000000609824792325201+0.000000006803653819728063j,0.000000000261976257717166+0.000000000593057641767410j,
6.205729e+01,-0.000000000651391891030205+0.000000006528522973479605j,0.000000000243038408196825+0.000000000551025317598462j,
6.292146e+01,-0.000000000688676940627448+0.000000006264721992537665j,0.000000000225445465264239+0.000000000511975207725169j,
6.379767e+01,-0.000000000721966433491778+0.000000006011777412481215j,0.000000000209103464305520+0.000000000475696240637462j,
6.468608e+01,-0.000000000751529887679581+0.000000005769235895969941j,0.000000000193925113692950+0.000000000441992231568569j,
6.558686e+01,-0.000000000777620810217415+0.000000005536663361232549j,0.000000000179829035839204+0.000000000410680818986499j,
6.650018e+01,-0.000000000800477594898870+0.000000005313644142200992j,0.000000000166739351544132+0.000000000381592400163184j,
6.742622e+01,-0.000000000820324382235210+0.000000005099780192048926j,0.000000000154585524564400+0.000000000354569468601647j,
6.836516e+01,-0.000000000837371868250921+0.000000004894690318766363j,0.000000000143301884104184+0.000000000329465396064787j,
6.931717e+01,-0.000000000851818064476171+0.000000004698009457895435j,0.000000000132827226914079+0.000000000306144067795750j,
7.028244e+01,-0.000000000863849022033835+0.000000004509387973147438j,0.000000000123104722972299+0.000000000284478956490789j,
7.126115e+01,-0.000000000873639509195558+0.000000004328490992968014j,0.000000000114081341171533+0.000000000264352454963086j,
7.225349e+01,-0.000000000881353656546433+0.000000004154997772698304j,0.000000000105707705967306+0.000000000245655274102066j,
7.325965e+01,-0.000000000887145565285368+0.000000003988601087699442j,0.000000000097938046588125+0.000000000228285833462648j,
7.427982e+01,-0.000000000891159876642190+0.000000003829006650787824j,0.000000000090729411257460+0.000000000212149737946517j,
7.531420e+01,-0.000000000893532317348081+0.000000003675932557073895j,0.000000000084042306034340+0.000000000197159409423220j,
7.636298e+01,-0.000000000894390210925815+0.000000003529108754362703j,0.000000000077839525032520+0.000000000183233273533348j,
7.742637e+01,-0.000000000893852958150091+0.000000003388276533028634j,0.000000000072086727894528+0.000000000170295695389996j,
7.850456e+01,-0.000000000892032495576516+0.000000003253188042200739j,0.000000000066751919603714+0.000000000158276372631491j,
7.959777e+01,-0.000000000889033724455909+0.000000003123605824629359j,0.000000000061805275317228+0.000000000147109935315648j,
8.070620e+01,-0.000000000884954920611190+0.000000002999302374415686j,0.000000000057219075297195+0.000000000136735690459564j,
8.183007e+01,-0.000000000879888113237611+0.000000002880059710386878j,0.000000000052967552895216+0.000000000127097342815518j,
8.296959e+01,-0.000000000873919451966762+0.000000002765668971861516j,0.000000000049026795906449+0.000000000118142477047996j,
8.412497e+01,-0.000000000867129546988165+0.000000002655930030886394j,0.000000000045374441611062+0.000000000109822427754757j,
8.529644e+01,-0.000000000859593792314226+0.000000002550651118693132j,0.000000000041989838300663+0.000000000102092052003143j,
8.648423e+01,-0.000000000851382672127858+0.000000002449648473780057j,0.000000000038853719876121+0.000000000094909406902454j,
8.768856e+01,-0.000000000842562045612751+0.000000002352745999311419j,0.000000000035948116437453+0.000000000088235481219936j,
8.890966e+01,-0.000000000833193421627521+0.000000002259774940667035j,0.000000000033256434191916+0.000000000082034062976494j,
9.014776e+01,-0.000000000823334214070151+0.000000002170573572017817j,0.000000000030763246992262+0.000000000076271616448328j,
9.140311e+01,-0.000000000813037983511787+0.000000002084986901054679j,0.000000000028454101081790+0.000000000070916812427383j,
9.267593e+01,-0.000000000802354665794959+0.000000002002866384250539j,0.000000000026315736565620+0.000000000065940714251292j,
9.396648e+01,-0.000000000791330787388098+0.000000001924069653103265j,0.000000000024335701471545+0.000000000061316381627094j,
9.527500e+01,-0.000000000780009669452079+0.000000001848460254847618j,0.000000000022502456880278+0.000000000057018801069991j,
9.660175e+01,-0.000000000768431618372937+0.000000001775907402864848j,0.000000000020805356652224+0.000000000053024741449192j,
9.794697e+01,-0.000000000756634108327317+0.000000001706285737900616j,0.000000000019234439570279+0.000000000049312645553641j,
9.931092e+01,-0.000000000744651950292373+0.000000001639475099943561j,0.000000000017780494765126+0.000000000045862464250557j,
1.006939e+02,-0.000000000732517453699890+0.000000001575360309714616j,0.000000000016434931704935+0.000000000042655600389252j,
1.020961e+02,-0.000000000720260578805547+0.000000001513830958647630j,0.000000000015189825686376+0.000000000039674787062241j,
1.035178e+02,-0.000000000707909079660314+0.000000001454781210205297j,0.000000000014037823795389+0.000000000036903975206253j,
