All measurements 3.8Vpp sine wave injections,,,,,,
TIME,700mHz 1,700mHz 2,900mHz 1,900mHz 2,1080mHz 1,1080mHz 2
-26.78,0.058,-1.28,-0.024,1.84,-0.052,3.2
-26.77,0.082,-1.4,-0.06,1.76,-0.007,3.32
-26.76,0.054,-1.52,-0.068,1.36,-0.073,3.48
-26.75,0.056,-1.56,-0.003,1.36,-0.057,3.56
-26.74,0.033,-1.72,-0.063,1.04,-0.028,3.64
-26.73,0.06,-1.76,-0.048,0.8,-0.065,3.64
-26.72,0.043,-1.88,-0.003,0.64,-0.054,3.8
-26.71,0.043,-1.88,-0.024,0.48,-0.018,3.92
-26.7,0.061,-1.92,0.018,0.24,-0.041,3.84
-26.69,0.034,-2,0.021,-0.04,-0.009,3.96
-26.68,0.054,-2.16,-0.023,-0.2,-0.014,4
-26.67,0.068,-2.16,0.045,-0.52,-0.014,3.96
-26.66,0.061,-2.24,0.033,-0.68,-0.031,3.88
-26.65,0.048,-2.4,-0.009,-0.88,-0.042,3.8
-26.64,0.07,-2.44,0.047,-1.12,-0.042,3.72
-26.63,0.064,-2.52,0.033,-1.24,-0.019,3.6
-26.62,0.053,-2.56,0.04,-1.52,-0.042,3.52
-26.61,0.081,-2.6,0.061,-1.68,-0.029,3.44
-26.6,0.033,-2.76,0.024,-1.8,0.022,3.24
-26.59,0.068,-2.76,0.04,-2,-0.026,3.24
-26.58,0.064,-2.84,0.062,-2.24,-0.014,3
-26.57,0.046,-2.92,0.019,-2.36,-0.018,2.8
-26.56,0.08,-2.92,0.06,-2.52,-0.05,2.6
-26.55,0.031,-3,0.048,-2.68,-0.033,2.44
-26.54,0.057,-3.16,0.04,-2.72,-0.022,2.28
-26.53,0.092,-3.08,0.069,-2.84,-0.038,2.04
-26.52,0.077,-3.16,0.066,-3.08,-0.02,1.76
-26.51,0.065,-3.2,0.033,-3.12,-0.006,1.6
-26.5,0.078,-3.2,0.034,-3.28,-0.018,1.32
-26.49,0.084,-3.24,0.068,-3.4,-0.04,1.08
-26.48,0.075,-3.28,-0.006,-3.52,-0.039,0.76
-26.47,0.053,-3.24,0.031,-3.48,-0.058,0.56
-26.46,0.057,-3.36,0.025,-3.48,-0.003,0.36
-26.45,0.098,-3.48,0.022,-3.52,-0.035,0.08
-26.44,0.078,-3.4,0.02,-3.68,-0.027,-0.2
-26.43,0.069,-3.4,0.016,-3.6,0.027,-0.52
-26.42,0.138,-3.44,-0.001,-3.72,-0.039,-0.76
-26.41,0.087,-3.48,0.025,-3.64,-0.012,-1.04
-26.4,0.081,-3.36,-0.027,-3.72,-0.018,-1.2
-26.39,0.096,-3.44,-0.017,-3.56,-0.045,-1.44
-26.38,0.101,-3.44,0.001,-3.6,-0.027,-1.6
-26.37,0.085,-3.32,-0.037,-3.4,-0.011,-1.84
-26.36,0.115,-3.44,-0.025,-3.48,-0.035,-2.12
-26.35,0.103,-3.48,-0.017,-3.32,0.006,-2.28
-26.34,0.103,-3.44,-0.046,-3.24,-0.022,-2.52
-26.33,0.118,-3.4,0.007,-3.2,-0.03,-2.76
-26.32,0.105,-3.4,-0.059,-3.04,0.014,-2.84
-26.31,0.086,-3.32,-0.058,-2.96,-0.051,-2.96
-26.3,0.126,-3.28,0.004,-2.84,-0.005,-3.12
-26.29,0.105,-3.36,-0.063,-2.72,0.01,-3.32
-26.28,0.118,-3.2,-0.049,-2.56,-0.041,-3.4
-26.27,0.118,-3.2,-0.003,-2.4,0.008,-3.48
-26.26,0.143,-3.2,-0.057,-2.24,0.023,-3.52
-26.25,0.119,-3.12,-0.029,-2.12,-0.036,-3.64
-26.24,0.118,-3.04,-0.039,-1.84,0,-3.56
-26.23,0.122,-3.04,-0.094,-1.68,0.003,-3.68
-26.22,0.119,-2.92,-0.025,-1.48,-0.022,-3.64
-26.21,0.108,-2.84,-0.063,-1.32,0.017,-3.64
-26.2,0.109,-2.96,-0.067,-1.2,-0.021,-3.52
-26.19,0.119,-2.84,-0.027,-0.84,-0.026,-3.64
-26.18,0.091,-2.72,-0.067,-0.6,0.034,-3.52
-26.17,0.115,-2.64,-0.04,-0.56,-0.043,-3.4
-26.16,0.13,-2.68,-0.026,-0.32,-0.004,-3.32
-26.15,0.1,-2.64,-0.064,0,0.006,-3.16
-26.14,0.084,-2.48,-0.038,0.12,-0.024,-3.04
-26.13,0.135,-2.44,-0.004,0.36,0.022,-2.88
-26.12,0.094,-2.36,-0.069,0.6,0.014,-2.8
-26.11,0.095,-2.36,-0.03,0.72,-0.043,-2.56
-26.1,0.096,-2.16,-0.024,1.08,0.01,-2.4
-26.09,0.105,-2.16,-0.056,1.24,0.002,-2.2
-26.08,0.082,-2.16,-0.034,1.48,-0.053,-2.08
-26.07,0.09,-2.12,-0.033,1.6,0.013,-1.84
-26.06,0.08,-2,-0.056,1.8,0.003,-1.52
-26.05,0.103,-1.84,-0.015,2,-0.05,-1.32
-26.04,0.068,-1.72,-0.069,2.2,-0.013,-1.08
-26.03,0.051,-1.72,-0.043,2.28,-0.01,-0.88
-26.02,0.083,-1.68,-0.044,2.52,-0.058,-0.6
-26.01,0.07,-1.52,-0.062,2.56,-0.013,-0.4
-26,0.038,-1.4,-0.056,2.92,-0.029,-0.12
-25.99,0.066,-1.4,-0.061,3.08,-0.039,0.12
-25.98,0.042,-1.32,-0.064,3.16,0.015,0.48
-25.97,0.084,-1.24,-0.059,3.16,-0.048,0.72
-25.96,0.055,-1.2,-0.046,3.36,-0.052,0.84
-25.95,0.056,-1.08,-0.103,3.52,-0.012,1.2
-25.94,0.034,-0.92,-0.03,3.56,-0.069,1.44
-25.93,0.026,-0.96,-0.047,3.64,-0.049,1.68
-25.92,0.036,-0.8,-0.101,3.8,-0.019,1.96
-25.91,0.024,-0.76,-0.046,3.76,-0.059,2.16
-25.9,0,-0.72,-0.078,3.84,0.002,2.24
-25.89,0.038,-0.64,-0.112,3.92,-0.031,2.56
-25.88,0.016,-0.56,-0.059,3.92,-0.049,2.76
-25.87,0.027,-0.52,-0.094,3.96,-0.025,2.92
-25.86,-0.002,-0.44,-0.076,3.8,-0.064,3.12
-25.85,0.007,-0.48,-0.042,3.92,-0.079,3.24
-25.84,0.013,-0.36,-0.079,3.92,-0.005,3.36
-25.83,0,-0.28,-0.07,3.8,-0.065,3.48
-25.82,0.029,-0.28,-0.042,3.8,-0.023,3.56
-25.81,0.009,-0.2,-0.105,3.72,0.005,3.72
-25.8,0.005,-0.16,-0.062,3.8,-0.045,3.72
-25.79,0.005,-0.16,-0.047,3.6,0.011,3.84
-25.78,0.01,-0.04,-0.093,3.56,-0.007,3.8
-25.77,-0.018,0,-0.012,3.36,-0.038,3.88
-25.76,0.011,0,-0.058,3.32,0.001,3.88
-25.75,0.006,-0.04,-0.07,3.12,0.008,3.92
-25.74,0.007,0.04,-0.019,2.96,0.006,3.96
-25.73,0.006,0.08,-0.065,3,0.019,3.84
-25.72,0.014,0,-0.042,2.76,0.015,3.84
-25.71,0.003,0.16,-0.01,2.56,0.023,3.72
-25.7,0.003,0.16,-0.051,2.52,0.062,3.6
-25.69,-0.003,0.12,-0.001,2.24,0.011,3.52
-25.68,0.008,0.08,0.008,2.08,0.002,3.4
-25.67,-0.019,0.12,-0.055,1.88,0.06,3.2
-25.66,-0.011,0.12,0,1.72,0.013,3.12
-25.65,0.023,0.08,0.015,1.48,0.048,2.96
-25.64,-0.008,0.12,-0.056,1.28,0.061,2.76
-25.63,-0.007,0.04,0.03,1.08,0.04,2.56
-25.62,0.019,0.04,0.002,0.84,0.058,2.32
-25.61,0.008,0.08,-0.007,0.68,0.08,2.16
-25.6,-0.001,-0.04,0.054,0.52,0.034,1.96
-25.59,0.001,0,0.008,0.24,0.063,1.68
-25.58,0.018,0.04,0.003,0,0.076,1.56
-25.57,0.021,0.08,0.042,-0.16,0.033,1.24
-25.56,0.004,-0.12,0.023,-0.48,0.08,0.96
-25.55,0.045,-0.2,0.019,-0.64,0.058,0.72
-25.54,0.027,-0.16,0.054,-0.88,0.051,0.44
-25.53,0.012,-0.2,0.028,-1.04,0.102,0.16
-25.52,0.009,-0.24,0.038,-1.2,0.03,-0.08
-25.51,0.01,-0.36,0.054,-1.4,0.076,-0.28
-25.5,0.003,-0.36,0.003,-1.6,0.07,-0.52
-25.49,0.012,-0.4,0.043,-1.76,0.019,-0.88
-25.48,0.03,-0.48,0.022,-1.96,0.064,-1.04
-25.47,0.028,-0.48,0.003,-2.16,0.077,-1.32
-25.46,0.027,-0.56,0.056,-2.28,0.002,-1.52
-25.45,0.03,-0.6,0.017,-2.52,0.094,-1.8
-25.44,-0.002,-0.64,0.002,-2.64,0.056,-1.96
-25.43,-0.006,-0.72,0.047,-2.84,0.035,-2.16
-25.42,0.034,-0.8,0.013,-2.92,0.075,-2.36
-25.41,-0.013,-0.88,-0.025,-3.04,0.044,-2.52
-25.4,0.021,-1.08,0.03,-3.12,0.027,-2.72
-25.39,0.024,-1.04,-0.056,-3.2,0.063,-2.84
-25.38,0.032,-1.08,-0.018,-3.32,0.038,-3.04
-25.37,0.032,-1.2,-0.003,-3.44,0.026,-3.2
-25.36,0.006,-1.36,-0.05,-3.48,0.052,-3.28
-25.35,0.034,-1.4,-0.017,-3.52,0.005,-3.44
-25.34,0.045,-1.52,-0.02,-3.56,0.043,-3.44
-25.33,0.027,-1.52,-0.087,-3.68,0.038,-3.6
-25.32,0.046,-1.68,-0.028,-3.56,0.011,-3.52
-25.31,0.057,-1.76,-0.054,-3.6,0.04,-3.6
-25.3,0.031,-1.68,-0.113,-3.68,0.037,-3.68
-25.29,0.073,-1.84,-0.044,-3.6,-0.016,-3.72
-25.28,0.046,-1.96,-0.082,-3.56,0.039,-3.64
-25.27,0.014,-1.92,-0.116,-3.64,-0.001,-3.52
-25.26,0.05,-2.12,-0.066,-3.48,-0.011,-3.48
-25.25,0.048,-2.16,-0.104,-3.48,0.056,-3.44
-25.24,0.006,-2.12,-0.107,-3.36,0.021,-3.36
-25.23,0.016,-2.28,-0.097,-3.4,0.025,-3.32
-25.22,0.027,-2.36,-0.134,-3.24,0.054,-3.12
-25.21,-0.008,-2.4,-0.083,-3.08,0.01,-3
-25.2,0.038,-2.52,-0.139,-3.04,0.012,-2.84
-25.19,0.012,-2.48,-0.119,-2.88,0.059,-2.76
-25.18,-0.004,-2.64,-0.084,-2.72,0.003,-2.52
-25.17,0.019,-2.72,-0.087,-2.56,0.052,-2.2
-25.16,-0.017,-2.76,-0.152,-2.44,0.075,-2.16
-25.15,0.012,-2.8,-0.06,-2.28,0.031,-1.88
-25.14,0.016,-2.92,-0.124,-2.04,0.087,-1.64
-25.13,-0.012,-2.92,-0.115,-1.84,0.041,-1.52
-25.12,0.013,-2.92,-0.078,-1.68,-0.013,-1.2
-25.11,0.002,-2.96,-0.113,-1.56,0.068,-0.96
-25.1,-0.017,-3.04,-0.092,-1.24,0.031,-0.64
-25.09,-0.025,-3.2,-0.069,-1.2,-0.002,-0.52
-25.08,-0.027,-3.2,-0.101,-0.92,0.075,-0.24
-25.07,-0.078,-3.24,-0.065,-0.72,0.044,0
-25.06,-0.002,-3.24,-0.08,-0.52,0.063,0.32
-25.05,-0.031,-3.28,-0.079,-0.28,0.058,0.48
-25.04,-0.072,-3.24,-0.069,-0.16,0.029,0.76
-25.03,-0.036,-3.32,-0.08,0.2,0.039,1.04
-25.02,-0.042,-3.36,-0.064,0.32,0.05,1.36
-25.01,-0.057,-3.4,-0.049,0.56,0.014,1.56
-25,-0.045,-3.36,-0.056,0.76,0.053,1.72
-24.99,-0.083,-3.44,-0.063,0.96,0.031,2
-24.98,-0.039,-3.48,-0.031,1.16,0.032,2.28
-24.97,-0.069,-3.44,-0.057,1.36,0.058,2.4
-24.96,-0.076,-3.44,-0.038,1.56,0.021,2.76
-24.95,-0.086,-3.44,-0.028,1.8,0.014,2.76
-24.94,-0.075,-3.4,-0.049,1.96,0.053,3
-24.93,-0.093,-3.44,-0.06,2.2,0.024,3.08
-24.92,-0.073,-3.4,-0.013,2.4,0.038,3.4
-24.91,-0.067,-3.4,-0.047,2.6,0.075,3.4
-24.9,-0.079,-3.36,-0.028,2.76,0.032,3.56
-24.89,-0.045,-3.4,-0.007,2.8,0.055,3.6
-24.88,-0.1,-3.4,-0.059,2.96,0.064,3.76
-24.87,-0.104,-3.44,-0.004,3.08,0.025,3.84
-24.86,-0.084,-3.32,-0.03,3.32,0.021,3.84
-24.85,-0.08,-3.28,-0.077,3.4,0.057,3.8
-24.84,-0.117,-3.24,-0.011,3.48,0.019,3.92
-24.83,-0.064,-3.24,-0.047,3.56,0.048,3.88
-24.82,-0.076,-3.16,-0.03,3.68,0.038,3.92
-24.81,-0.092,-3,-0.009,3.64,0.02,3.92
-24.8,-0.073,-3,-0.056,3.92,0.034,3.84
-24.79,-0.093,-3,-0.013,3.92,0.026,3.76
-24.78,-0.093,-2.92,-0.007,3.8,0.011,3.6
-24.77,-0.078,-2.96,-0.045,3.92,0.02,3.44
-24.76,-0.113,-2.96,-0.026,3.88,0.046,3.4
-24.75,-0.047,-2.76,-0.011,3.96,0.03,3.32
-24.74,-0.084,-2.72,-0.055,3.92,0.052,3.28
-24.73,-0.073,-2.6,0,3.92,0.03,3.08
-24.72,-0.069,-2.56,-0.04,3.84,0.077,2.88
-24.71,-0.094,-2.52,-0.052,3.88,0.054,2.68
-24.7,-0.071,-2.4,0.008,3.76,0.038,2.56
-24.69,-0.064,-2.36,-0.061,3.64,0.075,2.2
-24.68,-0.123,-2.32,-0.039,3.64,0.061,2.08
-24.67,-0.086,-2.12,-0.037,3.52,0.039,1.84
-24.66,-0.052,-2.16,-0.076,3.36,0.08,1.56
-24.65,-0.079,-2.04,-0.017,3.32,0.07,1.32
-24.64,-0.06,-2,-0.046,3.16,0.051,1.2
-24.63,-0.034,-1.84,-0.05,3.12,0.118,0.92
-24.62,-0.088,-1.84,-0.004,2.96,0.074,0.6
-24.61,-0.048,-1.68,-0.03,2.84,0.081,0.4
-24.6,-0.057,-1.68,-0.026,2.56,0.098,0.2
-24.59,-0.052,-1.52,-0.026,2.48,0.06,-0.12
-24.58,-0.057,-1.52,-0.017,2.32,0.097,-0.52
-24.57,-0.038,-1.48,-0.03,2.2,0.079,-0.64
-24.56,-0.018,-1.32,0.003,1.92,0.064,-0.88
-24.55,-0.034,-1.28,-0.021,1.64,0.107,-1.12
-24.54,-0.049,-1.24,-0.024,1.52,0.09,-1.4
-24.53,-0.034,-1.04,0.006,1.4,0.056,-1.64
-24.52,-0.04,-1.12,-0.012,1.2,0.089,-1.8
-24.51,-0.053,-1,-0.031,0.92,0.1,-2.04
-24.5,-0.029,-0.92,-0.01,0.64,0.084,-2.28
-24.49,-0.019,-0.76,-0.01,0.48,0.105,-2.4
-24.48,-0.05,-0.76,-0.025,0.2,0.095,-2.6
-24.47,-0.03,-0.76,0.012,0.04,0.077,-2.84
-24.46,-0.023,-0.6,-0.018,-0.2,0.082,-2.92
-24.45,-0.051,-0.48,-0.015,-0.4,0.052,-3.08
-24.44,-0.039,-0.52,0.001,-0.68,0.078,-3.2
-24.43,-0.032,-0.48,-0.024,-0.8,0.046,-3.36
-24.42,-0.035,-0.36,-0.009,-1.04,0.082,-3.44
-24.41,-0.011,-0.4,-0.014,-1.16,0.068,-3.52
-24.4,-0.028,-0.32,-0.036,-1.4,0.095,-3.56
-24.39,-0.044,-0.2,-0.008,-1.6,0.046,-3.64
-24.38,-0.013,-0.12,-0.053,-1.8,0.065,-3.72
-24.37,-0.057,-0.16,-0.041,-2,0.029,-3.64
-24.36,-0.044,-0.12,-0.028,-2.16,0.012,-3.68
-24.35,-0.008,-0.08,-0.057,-2.24,0.04,-3.76
-24.34,-0.039,-0.04,-0.045,-2.44,0.029,-3.52
-24.33,-0.029,-0.04,-0.032,-2.56,0.016,-3.44
-24.32,-0.007,0.08,-0.089,-2.72,0.066,-3.44
-24.31,-0.077,0.08,-0.06,-2.84,0,-3.4
-24.3,-0.013,0.12,-0.081,-3.08,0.008,-3.32
-24.29,-0.052,0.08,-0.095,-3.12,-0.006,-3.16
-24.28,-0.063,0.12,-0.084,-3.2,-0.029,-2.92
-24.27,-0.057,0.12,-0.1,-3.32,-0.021,-2.8
-24.26,-0.059,0.12,-0.084,-3.4,0.024,-2.6
-24.25,-0.034,0.16,-0.105,-3.48,-0.008,-2.56
-24.24,-0.046,0.16,-0.113,-3.6,0.001,-2.24
-24.23,-0.061,0.08,-0.106,-3.6,0.042,-2.04
-24.22,-0.068,0.16,-0.111,-3.6,-0.018,-1.84
-24.21,-0.032,0.16,-0.15,-3.72,-0.018,-1.64
-24.2,-0.065,0.12,-0.103,-3.64,-0.036,-1.36
-24.19,-0.072,0.12,-0.121,-3.68,-0.02,-1.2
-24.18,-0.063,0.16,-0.126,-3.68,-0.027,-0.88
-24.17,-0.071,0.04,-0.141,-3.6,-0.019,-0.68
-24.16,-0.066,0.08,-0.122,-3.56,0.013,-0.4
-24.15,-0.07,-0.04,-0.154,-3.48,-0.013,-0.12
-24.14,-0.063,0,-0.123,-3.4,-0.013,0.12
-24.13,-0.076,-0.04,-0.135,-3.44,-0.03,0.44
-24.12,-0.085,-0.12,-0.128,-3.28,-0.018,0.6
-24.11,-0.11,-0.08,-0.127,-3.16,-0.037,0.92
-24.1,-0.094,-0.2,-0.107,-3.12,-0.026,1.16
-24.09,-0.098,-0.28,-0.129,-3.04,0.003,1.44
-24.08,-0.107,-0.32,-0.125,-2.88,0.007,1.6
-24.07,-0.064,-0.32,-0.123,-2.64,0,1.96
-24.06,-0.073,-0.44,-0.108,-2.68,-0.012,2.12
-24.05,-0.113,-0.44,-0.071,-2.4,-0.008,2.32
-24.04,-0.047,-0.48,-0.099,-2.24,-0.009,2.48
-24.03,-0.1,-0.6,-0.069,-2.08,-0.028,2.76
-24.02,-0.106,-0.72,-0.056,-1.84,-0.011,2.88
-24.01,-0.081,-0.72,-0.075,-1.76,0.008,3.08
-24,-0.1,-0.76,-0.094,-1.56,0.01,3.2
-23.99,-0.08,-0.88,-0.059,-1.4,0.018,3.36
-23.98,-0.1,-0.96,-0.088,-1.12,0.024,3.48
-23.97,-0.126,-1.08,-0.039,-1.04,-0.001,3.6
-23.96,-0.065,-1.04,-0.055,-0.64,-0.014,3.6
-23.95,-0.102,-1.2,-0.009,-0.64,0.017,3.76
-23.94,-0.111,-1.24,-0.027,-0.24,0,3.8
-23.93,-0.083,-1.36,-0.028,-0.08,0.017,3.84
-23.92,-0.125,-1.44,-0.031,0.08,0.016,3.92
-23.91,-0.091,-1.48,-0.015,0.32,0.026,3.92
-23.9,-0.091,-1.48,-0.042,0.6,0.029,3.92
-23.89,-0.115,-1.6,0.014,0.76,0.011,3.92
-23.88,-0.085,-1.64,0.005,0.96,0.006,3.84
-23.87,-0.088,-1.84,0,1.12,0.011,3.76
-23.86,-0.12,-1.72,0.019,1.36,-0.005,3.6
-23.85,-0.092,-2,0.014,1.6,0.003,3.72
-23.84,-0.098,-2,-0.018,1.72,0.019,3.44
-23.83,-0.103,-2.08,0.004,2,0.019,3.36
-23.82,-0.095,-2.16,-0.002,2.12,0.015,3.28
-23.81,-0.099,-2.16,0.008,2.36,0.044,3.2
-23.8,-0.103,-2.28,0.007,2.52,0.005,2.96
-23.79,-0.068,-2.32,0.024,2.64,0.004,2.72
-23.78,-0.069,-2.48,0.017,2.8,-0.011,2.64
-23.77,-0.083,-2.52,0,2.88,-0.019,2.4
-23.76,-0.102,-2.56,-0.025,3.12,0.005,2.12
-23.75,-0.056,-2.68,0.038,3.2,-0.013,1.96
-23.74,-0.104,-2.72,-0.048,3.32,0.005,1.76
-23.73,-0.101,-2.72,-0.019,3.44,0.005,1.44
-23.72,-0.073,-2.76,-0.013,3.52,-0.011,1.32
-23.71,-0.099,-2.88,-0.017,3.6,-0.017,1
-23.7,-0.049,-2.96,-0.013,3.64,-0.019,0.72
-23.69,-0.084,-3.04,-0.035,3.76,-0.041,0.36
-23.68,-0.061,-3.04,0.006,3.84,-0.018,0.2
-23.67,-0.051,-3.12,-0.024,3.76,0.008,-0.04
-23.66,-0.077,-3.12,-0.052,3.88,-0.003,-0.24
-23.65,-0.038,-3.16,-0.045,3.96,0,-0.56
-23.64,-0.047,-3.12,-0.032,3.88,0.006,-0.76
-23.63,-0.047,-3.4,-0.052,3.88,-0.024,-1.12
-23.62,-0.036,-3.28,-0.069,3.92,-0.039,-1.24
-23.61,-0.027,-3.4,-0.011,3.76,-0.022,-1.4
-23.6,-0.049,-3.4,-0.062,3.8,-0.017,-1.76
-23.59,-0.007,-3.36,-0.051,3.76,-0.02,-2
-23.58,-0.032,-3.48,-0.046,3.68,-0.005,-2.2
-23.57,-0.033,-3.48,-0.047,3.68,0.016,-2.28
-23.56,-0.027,-3.4,-0.113,3.52,-0.007,-2.56
-23.55,-0.044,-3.48,-0.062,3.44,-0.004,-2.72
-23.54,0.009,-3.44,-0.054,3.32,-0.019,-2.84
-23.53,-0.031,-3.44,-0.091,3.24,0.011,-3
-23.52,-0.035,-3.52,-0.053,3.16,0,-3.12
-23.51,0.013,-3.4,-0.059,2.92,-0.015,-3.28
-23.5,-0.024,-3.36,-0.05,2.84,0.003,-3.36
-23.49,-0.013,-3.44,-0.07,2.6,0.007,-3.44
-23.48,-0.031,-3.44,-0.07,2.52,0.009,-3.56
-23.47,-0.022,-3.44,-0.052,2.28,-0.02,-3.56
-23.46,-0.022,-3.36,-0.071,2.04,-0.02,-3.56
-23.45,-0.034,-3.32,-0.063,1.96,-0.005,-3.72
-23.44,-0.006,-3.32,-0.039,1.76,-0.008,-3.64
-23.43,-0.004,-3.32,-0.051,1.56,-0.015,-3.56
-23.42,-0.022,-3.2,-0.062,1.36,-0.001,-3.56
-23.41,-0.026,-3.2,-0.047,1.12,-0.014,-3.56
-23.4,-0.03,-3.16,-0.083,0.92,-0.005,-3.44
-23.39,-0.037,-3.2,-0.072,0.72,-0.027,-3.4
-23.38,-0.034,-3.12,-0.055,0.48,-0.043,-3.32
-23.37,-0.035,-3.04,-0.078,0.28,-0.011,-3.2
-23.36,-0.033,-3,-0.059,0.08,-0.016,-3.08
-23.35,-0.031,-2.88,-0.038,-0.12,-0.027,-2.84
-23.34,-0.024,-2.92,-0.079,-0.36,-0.006,-2.72
-23.33,-0.031,-2.84,-0.044,-0.52,-0.05,-2.56
-23.32,-0.05,-2.72,-0.083,-0.76,-0.04,-2.36
-23.31,-0.052,-2.68,-0.073,-0.96,-0.044,-2.2
-23.3,-0.028,-2.6,-0.068,-1.16,-0.073,-1.96
-23.29,-0.072,-2.56,-0.066,-1.32,-0.069,-1.76
-23.28,-0.046,-2.52,-0.078,-1.56,-0.059,-1.48
-23.27,-0.043,-2.4,-0.051,-1.84,-0.068,-1.32
-23.26,-0.056,-2.28,-0.055,-1.92,-0.041,-0.96
-23.25,-0.047,-2.32,-0.059,-2.16,-0.078,-0.8
-23.24,-0.075,-2.16,-0.069,-2.28,-0.058,-0.52
-23.23,-0.065,-2.12,-0.072,-2.48,-0.049,-0.28
-23.22,-0.052,-2.08,-0.091,-2.64,-0.098,-0.04
-23.21,-0.081,-1.92,-0.098,-2.72,-0.066,0.24
-23.2,-0.084,-1.84,-0.076,-3,-0.073,0.48
-23.19,-0.057,-1.8,-0.078,-3.04,-0.089,0.72
-23.18,-0.08,-1.76,-0.091,-3.12,-0.1,0.96
-23.17,-0.075,-1.6,-0.069,-3.24,-0.092,1.2
-23.16,-0.086,-1.56,-0.07,-3.36,-0.073,1.56
-23.15,-0.088,-1.48,-0.087,-3.36,-0.101,1.68
-23.14,-0.061,-1.36,-0.109,-3.4,-0.1,1.96
-23.13,-0.092,-1.36,-0.064,-3.48,-0.088,2.16
-23.12,-0.093,-1.28,-0.085,-3.56,-0.042,2.44
-23.11,-0.06,-1.16,-0.081,-3.56,-0.096,2.56
-23.1,-0.084,-1.12,-0.068,-3.68,-0.078,2.84
-23.09,-0.072,-1.12,-0.063,-3.68,-0.082,2.88
-23.08,-0.071,-1,-0.076,-3.64,-0.093,3.16
-23.07,-0.084,-0.88,-0.074,-3.6,-0.053,3.32
-23.06,-0.064,-0.92,-0.088,-3.56,-0.054,3.4
-23.05,-0.087,-0.8,-0.078,-3.6,-0.082,3.52
-23.04,-0.107,-0.68,-0.067,-3.44,-0.028,3.72
-23.03,-0.06,-0.64,-0.085,-3.48,-0.045,3.76
-23.02,-0.083,-0.52,-0.068,-3.36,-0.032,3.8
-23.01,-0.1,-0.52,-0.06,-3.28,-0.066,3.92
-23,-0.08,-0.48,-0.058,-3.24,-0.037,3.92
-22.99,-0.078,-0.48,-0.041,-3.04,-0.065,3.92
-22.98,-0.093,-0.32,-0.067,-3.08,-0.009,3.92
-22.97,-0.066,-0.28,-0.036,-2.84,-0.054,3.88
-22.96,-0.083,-0.16,-0.054,-2.8,0.001,3.92
-22.95,-0.058,-0.24,-0.016,-2.56,-0.001,3.84
-22.94,-0.083,-0.16,-0.027,-2.48,-0.055,3.76
-22.93,-0.066,-0.12,-0.022,-2.4,0.047,3.68
-22.92,-0.072,-0.12,-0.032,-2.16,-0.027,3.52
-22.91,-0.082,0,0.006,-1.96,-0.022,3.4
-22.9,-0.06,-0.04,-0.026,-1.72,-0.007,3.36
-22.89,-0.061,0.04,-0.006,-1.6,0.019,3.2
-22.88,-0.056,0.04,-0.001,-1.36,-0.008,3.08
-22.87,-0.065,0.08,0.004,-1.2,0.011,2.84
-22.86,-0.041,0.08,0.034,-0.92,0.016,2.76
-22.85,-0.05,0.12,0.024,-0.76,0.009,2.48
-22.84,-0.07,0.16,0.011,-0.48,-0.013,2.28
-22.83,-0.045,0.12,0.033,-0.44,-0.007,1.96
-22.82,-0.045,0.16,0.01,-0.16,0.026,1.88
-22.81,-0.059,0.12,0.023,0.08,-0.017,1.68
-22.8,-0.045,0.08,0.037,0.24,-0.019,1.32
-22.79,-0.02,0.12,-0.011,0.52,0.04,1.16
-22.78,-0.038,0.12,0.045,0.68,0.012,0.92
-22.77,-0.031,0.12,0.034,0.92,-0.046,0.64
-22.76,-0.03,0.04,0.002,1.16,0.004,0.4
-22.75,-0.038,0.12,0.027,1.4,-0.003,0.12
-22.74,-0.036,0,0.012,1.64,-0.054,-0.2
-22.73,-0.035,0.08,-0.002,1.68,-0.032,-0.4
-22.72,-0.006,-0.04,0.01,1.96,-0.017,-0.6
-22.71,-0.022,-0.12,-0.002,2.08,-0.04,-0.88
-22.7,-0.007,-0.04,0.012,2.36,-0.03,-1.12
-22.69,-0.018,-0.12,-0.002,2.56,-0.018,-1.44
-22.68,0.009,-0.16,-0.012,2.64,-0.042,-1.56
-22.67,-0.002,-0.16,0.024,2.76,-0.021,-1.76
-22.66,-0.014,-0.28,-0.036,2.96,-0.076,-2.08
-22.65,-0.006,-0.4,-0.018,3.12,-0.06,-2.2
-22.64,0.004,-0.4,-0.029,3.28,-0.06,-2.4
-22.63,-0.005,-0.44,-0.036,3.44,-0.109,-2.56
-22.62,0.02,-0.48,-0.079,3.44,-0.078,-2.76
-22.61,0.001,-0.56,-0.046,3.52,-0.028,-2.92
-22.6,0.005,-0.64,-0.07,3.64,-0.067,-3.12
-22.59,0.006,-0.72,-0.062,3.68,-0.018,-3.2
-22.58,0.032,-0.8,-0.072,3.8,-0.041,-3.32
-22.57,0,-0.8,-0.047,3.76,-0.059,-3.52
-22.56,0.012,-0.92,-0.104,3.8,-0.067,-3.44
-22.55,0.017,-0.84,-0.103,3.84,-0.064,-3.56
-22.54,0.025,-1.04,-0.083,3.96,-0.103,-3.64
-22.53,0.03,-1.08,-0.091,3.96,-0.038,-3.68
-22.52,0.029,-1.12,-0.105,3.8,-0.057,-3.56
-22.51,0.023,-1.2,-0.076,3.92,-0.032,-3.6
