All measurements 3.8Vpp sine wave injections,,,,,,
TIME,700mHz 1,700mHz 2,900mHz 1,900mHz 2,1080mHz 1,1080mHz 2
-22.5,0.037,-1.24,-0.119,3.88,-0.023,-3.6
-22.49,0.019,-1.4,-0.076,3.76,-0.071,-3.56
-22.48,0.017,-1.52,-0.129,3.72,-0.067,-3.48
-22.47,0.02,-1.56,-0.127,3.72,-0.054,-3.36
-22.46,0.017,-1.64,-0.1,3.72,-0.083,-3.32
-22.45,0.01,-1.68,-0.125,3.64,-0.049,-3.32
-22.44,0.013,-1.8,-0.086,3.4,-0.021,-3.12
-22.43,0.002,-1.92,-0.075,3.4,-0.013,-3
-22.42,0.003,-1.92,-0.118,3.24,-0.018,-2.88
-22.41,-0.001,-1.92,-0.08,3.12,-0.013,-2.64
-22.4,-0.01,-2,-0.082,2.92,-0.057,-2.44
-22.39,0.013,-2.24,-0.113,2.84,-0.035,-2.32
-22.38,-0.01,-2.28,-0.11,2.6,-0.058,-2.08
-22.37,0.024,-2.32,-0.104,2.48,-0.05,-1.88
-22.36,0.026,-2.4,-0.071,2.4,-0.054,-1.68
-22.35,-0.011,-2.48,-0.07,2.2,-0.026,-1.4
-22.34,0.016,-2.52,-0.105,1.88,-0.02,-1.2
-22.33,0.016,-2.56,-0.065,1.68,-0.012,-0.96
-22.32,-0.006,-2.72,-0.052,1.6,-0.03,-0.72
-22.31,0.024,-2.68,-0.12,1.44,-0.049,-0.52
-22.3,-0.002,-2.8,-0.068,1.2,-0.03,-0.16
-22.29,0.014,-2.76,-0.039,0.96,-0.053,0
-22.28,0.02,-2.84,-0.081,0.76,-0.066,0.28
-22.27,-0.013,-2.92,-0.031,0.52,-0.027,0.56
-22.26,-0.006,-3,-0.031,0.24,-0.042,0.88
-22.25,-0.011,-2.96,-0.048,0.04,-0.033,1.04
-22.24,-0.014,-3.08,-0.03,-0.08,-0.019,1.36
-22.23,-0.008,-3.12,-0.041,-0.24,-0.062,1.68
-22.22,-0.022,-3.2,-0.037,-0.52,-0.047,1.8
-22.21,-0.029,-3.24,-0.057,-0.8,-0.056,1.96
-22.2,-0.025,-3.32,-0.029,-0.92,-0.08,2.32
-22.19,-0.05,-3.32,-0.041,-1.12,-0.048,2.44
-22.18,-0.022,-3.32,-0.015,-1.32,-0.041,2.68
-22.17,-0.006,-3.36,-0.03,-1.52,-0.086,2.84
-22.16,-0.055,-3.44,-0.018,-1.76,-0.005,2.96
-22.15,-0.02,-3.36,-0.026,-1.92,-0.068,3.2
-22.14,-0.02,-3.36,-0.041,-2.12,-0.073,3.32
-22.13,-0.042,-3.44,-0.036,-2.2,-0.062,3.44
-22.12,-0.03,-3.48,-0.046,-2.36,-0.067,3.56
-22.11,-0.014,-3.52,-0.064,-2.68,-0.056,3.68
-22.1,-0.036,-3.4,-0.035,-2.76,-0.05,3.76
-22.09,-0.041,-3.4,-0.032,-2.88,-0.074,3.92
-22.08,-0.018,-3.4,-0.039,-2.88,-0.007,3.8
-22.07,-0.018,-3.48,-0.052,-3.12,-0.062,3.88
-22.06,-0.029,-3.48,-0.037,-3.2,-0.056,3.88
-22.05,-0.028,-3.36,-0.066,-3.28,-0.036,3.92
-22.04,-0.013,-3.36,-0.033,-3.36,-0.052,3.92
-22.03,-0.019,-3.32,-0.043,-3.52,-0.069,3.92
-22.02,-0.009,-3.4,-0.052,-3.48,-0.004,3.92
-22.01,-0.025,-3.36,-0.022,-3.56,-0.028,3.76
-22,0.012,-3.24,-0.017,-3.6,-0.028,3.68
-21.99,0,-3.2,-0.027,-3.6,-0.007,3.56
-21.98,-0.005,-3.2,-0.034,-3.64,-0.029,3.36
-21.97,0.03,-3.12,-0.038,-3.68,-0.014,3.32
-21.96,0.027,-3.16,-0.027,-3.64,-0.016,3.2
-21.95,0.007,-3.08,-0.034,-3.64,-0.038,3
-21.94,0.034,-3.04,-0.038,-3.56,0.003,2.76
-21.93,-0.005,-2.88,-0.013,-3.56,-0.024,2.6
-21.92,0.026,-2.92,-0.009,-3.44,-0.004,2.36
-21.91,0.018,-2.92,-0.026,-3.44,0.013,2.24
-21.9,-0.004,-2.8,0.004,-3.28,-0.001,2
-21.89,0.04,-2.76,-0.03,-3.24,-0.012,1.84
-21.88,0.025,-2.68,-0.017,-3.08,0.018,1.48
-21.87,0.023,-2.64,0.016,-3,0.025,1.32
-21.86,0.069,-2.68,-0.014,-2.88,0.001,1.04
-21.85,0.036,-2.48,0.008,-2.72,0.007,0.84
-21.84,0.034,-2.36,0.015,-2.52,0.001,0.48
-21.83,0.059,-2.32,0.004,-2.36,0.029,0.36
-21.82,0.039,-2.24,-0.019,-2.24,0.023,0.08
-21.81,0.057,-2.24,0.005,-2.2,0.024,-0.32
-21.8,0.064,-2.04,-0.031,-1.96,0.052,-0.52
-21.79,0.051,-2,0.008,-1.84,0.033,-0.72
-21.78,0.064,-1.96,-0.021,-1.64,0.031,-1.08
-21.77,0.066,-1.92,0.009,-1.36,0.05,-1.24
-21.76,0.086,-1.68,0.019,-1.12,0.021,-1.48
-21.75,0.076,-1.68,-0.004,-1.04,0.004,-1.68
-21.74,0.055,-1.56,-0.007,-0.8,0.023,-1.84
-21.73,0.076,-1.52,0.013,-0.6,0.03,-2.04
-21.72,0.074,-1.48,-0.007,-0.4,0.027,-2.32
-21.71,0.091,-1.4,0.007,-0.2,0.055,-2.56
-21.7,0.072,-1.32,0.003,0.12,0.042,-2.6
-21.69,0.088,-1.24,0.008,0.28,0.011,-2.88
-21.68,0.091,-1.2,0.01,0.48,0.015,-2.96
-21.67,0.111,-1.16,0.003,0.76,-0.011,-3.16
-21.66,0.085,-1,-0.039,0.92,-0.041,-3.24
-21.65,0.091,-1.04,-0.017,1.2,-0.019,-3.32
-21.64,0.091,-0.92,-0.041,1.32,-0.024,-3.44
-21.63,0.075,-0.84,-0.045,1.52,0.007,-3.52
-21.62,0.08,-0.76,-0.031,1.64,0.021,-3.52
-21.61,0.099,-0.72,-0.051,1.96,-0.023,-3.64
-21.6,0.107,-0.64,-0.035,2.16,-0.018,-3.64
-21.59,0.088,-0.56,-0.056,2.32,-0.023,-3.68
-21.58,0.131,-0.44,-0.056,2.52,-0.063,-3.64
-21.57,0.091,-0.48,-0.093,2.52,-0.031,-3.6
-21.56,0.091,-0.36,-0.066,2.8,-0.045,-3.52
-21.55,0.104,-0.36,-0.098,2.96,-0.039,-3.52
-21.54,0.068,-0.24,-0.084,3.08,-0.006,-3.44
-21.53,0.068,-0.24,-0.068,3.16,-0.03,-3.28
-21.52,0.084,-0.12,-0.107,3.4,-0.041,-3.16
-21.51,0.081,-0.16,-0.078,3.36,-0.027,-3.12
-21.5,0.091,-0.12,-0.092,3.56,-0.077,-2.88
-21.49,0.077,-0.08,-0.111,3.6,-0.044,-2.8
-21.48,0.101,0.04,-0.095,3.68,-0.038,-2.56
-21.47,0.12,0,-0.122,3.72,-0.05,-2.36
-21.46,0.077,0.04,-0.12,3.84,-0.03,-2.16
-21.45,0.056,0.08,-0.105,3.76,-0.014,-2.04
-21.44,0.108,0.16,-0.109,3.92,-0.022,-1.8
-21.43,0.046,0.16,-0.118,3.92,-0.013,-1.52
-21.42,0.09,0.24,-0.085,4,-0.032,-1.32
-21.41,0.089,0.16,-0.124,3.88,-0.035,-1.04
-21.4,0.089,0.12,-0.095,3.92,-0.04,-0.76
-21.39,0.085,0.2,-0.104,3.8,-0.043,-0.6
-21.38,0.08,0.04,-0.131,3.76,-0.022,-0.4
-21.37,0.064,0.12,-0.114,3.84,0.003,-0.04
-21.36,0.091,0.08,-0.091,3.76,-0.001,0.24
-21.35,0.066,0.16,-0.11,3.56,0.026,0.44
-21.34,0.077,0.12,-0.078,3.56,0.016,0.68
-21.33,0.091,0.12,-0.071,3.4,0,0.92
-21.32,0.081,0.08,-0.071,3.4,-0.016,1.16
-21.31,0.06,0,-0.054,3.2,0.002,1.48
-21.3,0.089,-0.04,-0.071,3.08,-0.004,1.68
-21.29,0.048,-0.04,-0.096,3.04,-0.006,1.92
-21.28,0.048,0,-0.044,2.84,0.044,2.16
-21.27,0.084,-0.12,-0.058,2.56,0.039,2.32
-21.26,0.04,-0.04,-0.036,2.4,0.061,2.52
-21.25,0.071,-0.16,-0.038,2.28,0.032,2.72
-21.24,0.062,-0.24,-0.02,2.2,0.024,2.92
-21.23,0.063,-0.28,0.003,2,0.027,3.12
-21.22,0.073,-0.32,-0.046,1.76,-0.007,3.16
-21.21,0.065,-0.44,-0.028,1.6,0.024,3.36
-21.2,0.054,-0.4,0.007,1.44,0.045,3.44
-21.19,0.088,-0.36,-0.004,1.16,0.03,3.6
-21.18,0.057,-0.64,0.004,1,0.049,3.64
-21.17,0.047,-0.64,0.02,0.76,0.071,3.72
-21.16,0.072,-0.72,0.016,0.56,0.032,3.92
-21.15,0.061,-0.68,-0.003,0.28,0.013,3.96
-21.14,0.026,-0.84,0.024,0.2,0.02,4
-21.13,0.053,-0.96,0.015,-0.12,0.01,3.8
-21.12,0.071,-1,0.007,-0.36,0.031,3.96
-21.11,0.071,-1.04,0.028,-0.56,0.033,3.88
-21.1,0.072,-1.04,0.03,-0.72,0.04,3.84
-21.09,0.04,-1.2,0.022,-0.96,0.052,3.72
-21.08,0.079,-1.28,0.018,-1.2,0.034,3.76
-21.07,0.064,-1.32,0.017,-1.4,0.042,3.64
-21.06,0.024,-1.32,0.017,-1.52,0.025,3.56
-21.05,0.11,-1.52,0.014,-1.64,0.022,3.4
-21.04,0.056,-1.6,0.003,-1.84,0.04,3.24
-21.03,0.045,-1.6,0.03,-2.04,0.034,3.16
-21.02,0.095,-1.76,0.003,-2.24,0.04,2.96
-21.01,0.08,-1.76,0.004,-2.36,0.045,2.8
-21,0.054,-1.8,0.01,-2.6,0.032,2.52
-20.99,0.089,-1.88,0.006,-2.68,0.02,2.32
-20.98,0.053,-2,-0.024,-2.8,0.046,2.2
-20.97,0.088,-2.04,-0.01,-3,0.033,1.88
-20.96,0.064,-2.2,-0.006,-3.08,0.039,1.72
-20.95,0.07,-2.2,-0.004,-3.16,0.032,1.48
-20.94,0.083,-2.36,0.006,-3.32,0.048,1.24
-20.93,0.093,-2.48,-0.017,-3.36,0.058,0.96
-20.92,0.068,-2.52,0.011,-3.48,0.047,0.72
-20.91,0.142,-2.56,-0.023,-3.44,0.044,0.44
-20.9,0.074,-2.64,-0.032,-3.48,0.071,0.24
-20.89,0.099,-2.72,-0.009,-3.64,0.058,-0.04
-20.88,0.12,-2.76,-0.053,-3.64,0.05,-0.32
-20.87,0.066,-2.8,-0.033,-3.56,0.07,-0.6
-20.86,0.121,-3.04,-0.013,-3.64,0.034,-0.84
-20.85,0.126,-2.88,-0.03,-3.56,0.056,-1.12
-20.84,0.103,-2.92,-0.021,-3.56,0.063,-1.36
-20.83,0.14,-3,-0.042,-3.52,0.064,-1.56
-20.82,0.122,-3.04,-0.049,-3.56,0.052,-1.84
-20.81,0.106,-3.08,-0.063,-3.44,0.102,-1.92
-20.8,0.125,-3.2,-0.03,-3.44,0.07,-2.2
-20.79,0.103,-3.16,-0.06,-3.4,0.078,-2.44
-20.78,0.113,-3.24,-0.018,-3.24,0.073,-2.56
-20.77,0.126,-3.36,-0.032,-3.12,0.054,-2.76
-20.76,0.12,-3.32,-0.011,-3,0.07,-2.88
-20.75,0.129,-3.28,-0.024,-2.92,0.084,-3.04
-20.74,0.146,-3.48,-0.038,-2.76,0.072,-3.2
-20.73,0.092,-3.36,-0.04,-2.68,0.077,-3.36
-20.72,0.134,-3.4,-0.025,-2.48,0.092,-3.36
-20.71,0.099,-3.36,-0.046,-2.36,0.071,-3.56
-20.7,0.13,-3.44,-0.023,-2.16,0.097,-3.56
-20.69,0.111,-3.48,0.019,-2.08,0.057,-3.64
-20.68,0.152,-3.52,-0.041,-1.76,0.063,-3.6
-20.67,0.114,-3.44,-0.021,-1.6,0.086,-3.64
-20.66,0.119,-3.52,-0.016,-1.44,0.07,-3.68
-20.65,0.152,-3.48,-0.021,-1.2,0.08,-3.64
-20.64,0.087,-3.52,-0.043,-1.04,0.08,-3.52
-20.63,0.109,-3.44,-0.023,-0.84,0.038,-3.48
-20.62,0.101,-3.36,-0.052,-0.56,0.087,-3.48
-20.61,0.099,-3.36,0.004,-0.4,0.062,-3.36
-20.6,0.117,-3.44,-0.042,-0.24,0.051,-3.28
-20.59,0.072,-3.36,-0.059,0,0.046,-3.12
-20.58,0.106,-3.36,-0.017,0.12,0.044,-3
-20.57,0.115,-3.36,-0.038,0.48,0.04,-2.88
-20.56,0.086,-3.28,-0.066,0.72,0.064,-2.76
-20.55,0.054,-3.16,-0.025,0.84,0.022,-2.48
-20.54,0.105,-3.16,-0.057,1,0.014,-2.36
-20.53,0.042,-3.12,-0.057,1.32,0.03,-2.12
-20.52,0.07,-3.12,-0.046,1.48,0.026,-1.96
-20.51,0.098,-3.04,-0.049,1.72,0.029,-1.64
-20.5,0.055,-3.04,-0.048,1.88,0.013,-1.44
-20.49,0.088,-2.96,-0.065,2.12,0.026,-1.24
-20.48,0.072,-2.88,-0.07,2.32,0.017,-0.96
-20.47,0.041,-2.88,-0.06,2.52,0.013,-0.68
-20.46,0.085,-2.72,-0.071,2.6,-0.006,-0.44
-20.45,0.028,-2.68,-0.099,2.84,0.003,-0.28
-20.44,0.064,-2.6,-0.057,3,-0.009,0.08
-20.43,0.054,-2.52,-0.102,3.12,0.003,0.32
-20.42,0.036,-2.48,-0.081,3.16,0.007,0.56
-20.41,0.074,-2.36,-0.043,3.32,0.025,0.76
-20.4,0.054,-2.28,-0.084,3.44,0.005,0.92
-20.39,0.018,-2.32,-0.088,3.6,0.021,1.32
-20.38,0.055,-2.16,-0.06,3.72,0.013,1.52
-20.37,0.026,-2.2,-0.088,3.68,-0.005,1.76
-20.36,0.029,-2,-0.065,3.76,0.024,2
-20.35,0.031,-1.96,-0.057,3.8,-0.004,2.2
-20.34,0.023,-1.84,-0.061,3.84,0.011,2.44
-20.33,0.044,-1.76,-0.04,3.84,0.058,2.64
-20.32,0.019,-1.72,-0.059,4,0.015,2.84
-20.31,0.028,-1.64,-0.069,4,0.045,3.04
-20.3,0.039,-1.6,-0.08,3.92,0.041,3.16
-20.29,0.019,-1.48,-0.069,3.92,0.025,3.16
-20.28,0.028,-1.36,-0.087,3.88,0.046,3.48
-20.27,0.024,-1.32,-0.054,3.76,0.055,3.56
-20.26,0.043,-1.28,-0.051,3.72,0.018,3.72
-20.25,0.023,-1.16,-0.022,3.68,0.093,3.76
-20.24,0.042,-1.08,0.006,3.6,0.055,3.8
-20.23,0.023,-0.96,-0.015,3.52,0.072,3.88
-20.22,0.027,-0.96,0.001,3.36,0.095,3.92
-20.21,0.051,-0.92,0.038,3.4,0.078,3.96
-20.2,0.038,-0.76,0.017,3.28,0.073,3.92
-20.19,0.019,-0.8,0.038,3.2,0.083,3.96
-20.18,0.02,-0.68,0.056,3.08,0.048,3.8
-20.17,0.014,-0.56,0.067,2.8,0.099,3.8
-20.16,0.015,-0.56,0.089,2.72,0.074,3.76
-20.15,0.036,-0.48,0.059,2.56,0.081,3.76
-20.14,-0.001,-0.48,0.046,2.28,0.105,3.52
-20.13,0.009,-0.44,0.098,2.12,0.086,3.52
-20.12,0.066,-0.44,0.049,2,0.078,3.36
-20.11,0.019,-0.24,0.039,1.8,0.081,3.2
-20.1,0.015,-0.24,0.106,1.64,0.05,3.04
-20.09,0.041,-0.24,0.046,1.44,0.099,2.84
-20.08,0.012,-0.12,0.095,1.2,0.07,2.64
-20.07,0.036,-0.12,0.084,0.96,0.088,2.52
-20.06,0.019,-0.08,0.069,0.8,0.068,2.24
-20.05,0.041,0,0.075,0.6,0.086,2.04
-20.04,0.042,0.04,0.082,0.4,0.056,1.84
-20.03,0.021,-0.04,0.034,0.16,0.045,1.6
-20.02,0.003,0.04,0.089,-0.04,0.054,1.28
-20.01,0.072,0.12,0.05,-0.24,0.019,1.08
-20,0.015,0.12,0.049,-0.48,0.061,0.76
-19.99,0.022,0.12,0.083,-0.72,0.06,0.64
-19.98,0.039,0.08,0.038,-0.92,0.05,0.32
-19.97,0.038,0.12,0.052,-1.08,0.057,0.12
-19.96,0.04,0.12,0.059,-1.32,0.054,-0.16
-19.95,0.044,0.12,0.037,-1.52,0.028,-0.44
-19.94,0.044,0.16,0.036,-1.68,0.019,-0.72
-19.93,0.064,0.16,0.02,-1.84,0.01,-0.96
-19.92,0.059,0.12,-0.007,-2.08,0.008,-1.08
-19.91,0.039,0.04,0.01,-2.24,0.042,-1.4
-19.9,0.065,0.12,-0.022,-2.44,0.016,-1.68
-19.89,0.038,0.04,0.001,-2.6,-0.003,-1.8
-19.88,0.045,0.08,-0.02,-2.68,0.061,-2.08
-19.87,0.063,-0.08,-0.024,-2.8,-0.007,-2.24
-19.86,0.028,-0.04,-0.041,-2.92,-0.001,-2.48
-19.85,0.05,-0.04,-0.029,-3.08,0.005,-2.68
-19.84,0.089,-0.12,-0.054,-3.16,-0.006,-2.8
-19.83,0.045,-0.2,-0.068,-3.24,0.032,-3.04
-19.82,0.039,-0.16,-0.044,-3.32,0.015,-3.12
-19.81,0.082,-0.24,-0.055,-3.48,0.039,-3.16
-19.8,0.052,-0.24,-0.065,-3.52,0.036,-3.36
-19.79,0.047,-0.32,-0.047,-3.52,-0.023,-3.44
-19.78,0.038,-0.36,-0.06,-3.56,0.017,-3.52
-19.77,0.057,-0.44,-0.073,-3.64,0.027,-3.56
-19.76,0.054,-0.52,-0.049,-3.68,-0.035,-3.56
-19.75,0.052,-0.56,-0.074,-3.64,0.004,-3.64
-19.74,0.04,-0.68,-0.061,-3.68,0.03,-3.64
-19.73,0.072,-0.72,-0.065,-3.56,-0.003,-3.6
-19.72,0.021,-0.76,-0.071,-3.52,0.035,-3.64
-19.71,0.032,-0.8,-0.063,-3.52,0.01,-3.52
-19.7,0.046,-0.88,-0.064,-3.44,-0.009,-3.52
-19.69,0.032,-0.96,-0.081,-3.44,0.005,-3.44
-19.68,0.009,-1,-0.052,-3.4,0.005,-3.24
-19.67,0.054,-1.16,-0.079,-3.2,-0.011,-3.2
-19.66,0.027,-1.2,-0.043,-3.12,0.024,-3.04
-19.65,0.029,-1.32,-0.046,-3,-0.027,-2.96
-19.64,0.021,-1.28,-0.071,-3,0.03,-2.76
-19.63,0.009,-1.4,-0.026,-2.8,-0.001,-2.64
-19.62,0.012,-1.52,-0.042,-2.72,-0.025,-2.44
-19.61,-0.015,-1.52,-0.058,-2.48,-0.004,-2.28
-19.6,-0.006,-1.64,-0.018,-2.32,-0.001,-2
-19.59,0.016,-1.84,-0.02,-2.16,-0.017,-1.8
-19.58,-0.019,-1.76,-0.063,-2,-0.005,-1.64
-19.57,-0.047,-1.84,0.012,-1.8,-0.009,-1.4
-19.56,0.031,-1.88,-0.033,-1.6,-0.011,-1.16
-19.55,-0.047,-2.04,-0.017,-1.48,0.008,-0.84
-19.54,-0.01,-1.96,-0.01,-1.16,-0.01,-0.6
-19.53,-0.029,-2.12,-0.013,-1.08,-0.014,-0.4
-19.52,-0.031,-2.36,0.007,-0.88,-0.029,-0.16
-19.51,-0.029,-2.32,0.004,-0.64,-0.021,0.16
-19.5,-0.037,-2.36,-0.032,-0.44,-0.07,0.44
-19.49,-0.044,-2.56,0.018,-0.2,-0.017,0.64
-19.48,-0.04,-2.52,-0.02,-0.04,-0.049,0.92
-19.47,-0.058,-2.6,-0.02,0.24,-0.055,1.2
-19.46,-0.055,-2.72,-0.014,0.48,-0.003,1.4
-19.45,-0.037,-2.8,-0.013,0.64,-0.036,1.72
-19.44,-0.072,-2.88,-0.002,0.88,-0.041,1.92
-19.43,-0.082,-2.8,0.012,1.04,-0.032,2.04
-19.42,-0.042,-3.04,-0.013,1.32,-0.092,2.28
-19.41,-0.065,-2.92,0.021,1.48,-0.028,2.48
-19.4,-0.062,-3,-0.005,1.76,-0.038,2.68
-19.39,-0.048,-3,-0.019,1.96,-0.059,2.92
-19.38,-0.077,-3.08,0.017,2.12,0.005,3.08
-19.37,-0.051,-3.16,-0.013,2.24,-0.021,3.24
-19.36,-0.068,-3.24,-0.008,2.44,-0.048,3.28
-19.35,-0.076,-3.24,0.018,2.52,-0.001,3.4
-19.34,-0.063,-3.32,0.024,2.76,-0.087,3.52
-19.33,-0.067,-3.28,-0.017,2.96,-0.053,3.68
-19.32,-0.082,-3.28,0.004,3.04,-0.009,3.8
-19.31,-0.047,-3.36,-0.004,3.16,-0.053,3.76
-19.3,-0.053,-3.36,-0.013,3.36,-0.012,3.88
-19.29,-0.084,-3.32,-0.027,3.36,0.005,3.92
-19.28,-0.052,-3.36,0.022,3.48,-0.037,3.92
-19.27,-0.085,-3.4,-0.013,3.56,0.004,3.92
-19.26,-0.082,-3.48,0.032,3.68,-0.044,3.92
-19.25,-0.063,-3.44,0.039,3.76,-0.057,3.88
-19.24,-0.064,-3.44,-0.002,3.8,-0.016,3.76
-19.23,-0.065,-3.48,0.05,3.76,-0.015,3.76
-19.22,-0.061,-3.52,-0.005,3.92,-0.01,3.6
-19.21,-0.06,-3.48,-0.013,3.88,0.026,3.6
-19.2,-0.042,-3.4,0.045,3.92,-0.011,3.4
-19.19,-0.067,-3.48,0.001,3.92,0.015,3.36
-19.18,-0.063,-3.36,0.014,3.92,-0.012,3.2
-19.17,-0.055,-3.4,0.06,3.84,-0.002,3
-19.16,-0.054,-3.36,0.024,3.84,0,2.84
-19.15,-0.066,-3.4,0.055,3.8,0.022,2.56
-19.14,-0.034,-3.28,0.041,3.72,0.013,2.44
-19.13,-0.055,-3.32,0.008,3.64,0.038,2.16
-19.12,-0.045,-3.2,0.077,3.56,0.054,2
-19.11,-0.041,-3.2,0.033,3.48,0.02,1.72
-19.1,-0.041,-3.16,0.051,3.28,-0.003,1.56
-19.09,-0.034,-3.08,0.076,3.24,0.036,1.28
-19.08,-0.045,-3.08,0.058,3.08,-0.021,1.04
-19.07,-0.055,-2.96,0.064,3.04,0.021,0.72
-19.06,-0.036,-2.88,0.085,2.8,0.014,0.52
-19.05,-0.024,-2.8,0.04,2.84,0.004,0.28
-19.04,-0.057,-2.76,0.056,2.6,0.023,-0.08
-19.03,-0.017,-2.8,0.062,2.36,0.003,-0.24
-19.02,-0.007,-2.64,0.072,2.28,0.006,-0.56
-19.01,-0.053,-2.56,0.066,2.04,0.014,-0.92
-19,0.013,-2.48,0.07,1.72,-0.018,-1
-18.99,-0.016,-2.44,0.072,1.68,-0.004,-1.28
-18.98,-0.035,-2.4,0.081,1.48,0.008,-1.48
-18.97,-0.005,-2.36,0.035,1.24,-0.043,-1.84
-18.96,-0.017,-2.24,0.07,0.96,-0.014,-1.96
-18.95,-0.017,-2.2,0.011,0.84,-0.009,-2.2
-18.94,-0.002,-2.12,0.07,0.6,-0.04,-2.4
-18.93,-0.033,-2,0.029,0.4,0.016,-2.56
-18.92,-0.006,-2,0.017,0.24,-0.024,-2.68
-18.91,-0.031,-1.84,0.029,-0.04,-0.039,-2.96
-18.9,-0.045,-1.8,0.045,-0.28,-0.01,-3.04
-18.89,-0.01,-1.76,0.015,-0.48,-0.047,-3.24
-18.88,-0.023,-1.64,0.002,-0.68,-0.059,-3.32
-18.87,-0.053,-1.52,-0.01,-0.88,-0.031,-3.44
-18.86,0.004,-1.48,0.03,-1.12,-0.059,-3.48
-18.85,-0.021,-1.36,-0.026,-1.24,-0.042,-3.44
-18.84,-0.03,-1.28,-0.004,-1.56,-0.013,-3.6
-18.83,-0.01,-1.32,0.012,-1.6,-0.058,-3.64
-18.82,-0.062,-1.28,-0.04,-1.8,-0.055,-3.56
-18.81,-0.003,-1.08,-0.021,-2.08,-0.067,-3.68
-18.8,-0.038,-1.04,-0.009,-2.24,-0.066,-3.68
-18.79,-0.051,-0.92,-0.058,-2.36,-0.082,-3.56
-18.78,-0.019,-0.88,-0.039,-2.52,-0.073,-3.56
-18.77,-0.041,-0.88,-0.047,-2.72,-0.066,-3.48
-18.76,-0.056,-0.76,-0.062,-2.88,-0.04,-3.32
-18.75,-0.026,-0.6,-0.036,-3,-0.045,-3.32
-18.74,-0.052,-0.56,-0.059,-3.04,-0.072,-3.16
-18.73,-0.065,-0.48,-0.057,-3.2,-0.044,-3
-18.72,-0.038,-0.48,-0.05,-3.24,-0.073,-2.84
-18.71,-0.063,-0.36,-0.064,-3.48,-0.089,-2.72
-18.7,-0.076,-0.36,-0.057,-3.48,-0.061,-2.56
-18.69,-0.049,-0.24,-0.077,-3.48,-0.079,-2.36
-18.68,-0.066,-0.36,-0.058,-3.52,-0.057,-2.16
-18.67,-0.055,-0.2,-0.059,-3.6,-0.035,-1.96
-18.66,-0.072,-0.28,-0.062,-3.64,-0.05,-1.68
-18.65,-0.067,-0.12,-0.039,-3.68,-0.057,-1.52
-18.64,-0.067,-0.08,-0.053,-3.72,-0.047,-1.28
-18.63,-0.066,-0.16,-0.054,-3.64,-0.078,-1.08
-18.62,-0.105,0.04,-0.013,-3.64,-0.05,-0.8
-18.61,-0.068,0.08,-0.034,-3.68,-0.06,-0.6
-18.6,-0.07,0.04,-0.048,-3.68,-0.054,-0.28
-18.59,-0.08,0.08,-0.001,-3.44,-0.035,0
-18.58,-0.053,0.16,0.004,-3.4,-0.029,0.24
-18.57,-0.081,0.08,-0.001,-3.36,-0.053,0.48
-18.56,-0.095,0.12,-0.006,-3.36,-0.028,0.72
-18.55,-0.053,0.24,0.004,-3.2,-0.052,1
-18.54,-0.096,0.16,0.037,-3.08,-0.056,1.36
-18.53,-0.101,0.12,-0.002,-2.92,-0.07,1.6
-18.52,-0.074,0.08,0,-2.84,-0.048,1.68
-18.51,-0.109,0.08,0.051,-2.64,-0.062,2
-18.5,-0.067,0.08,0.017,-2.52,-0.037,2.28
-18.49,-0.076,0.16,0.034,-2.32,-0.042,2.36
-18.48,-0.119,0.12,0.063,-2.2,-0.03,2.6
-18.47,-0.061,0.04,0.043,-2,-0.022,2.84
-18.46,-0.112,0.08,0.061,-1.8,-0.045,3
-18.45,-0.118,0.04,0.057,-1.64,-0.047,3.16
-18.44,-0.071,0.04,0.065,-1.48,-0.038,3.36
-18.43,-0.106,-0.04,0.08,-1.28,-0.057,3.56
-18.42,-0.107,-0.08,0.074,-1.08,-0.053,3.52
-18.41,-0.07,-0.04,0.075,-0.88,-0.035,3.56
-18.4,-0.123,-0.16,0.073,-0.6,-0.018,3.76
-18.39,-0.078,-0.16,0.082,-0.48,-0.059,3.76
-18.38,-0.094,-0.24,0.072,-0.2,-0.018,3.8
-18.37,-0.124,-0.24,0.07,0,-0.064,3.88
-18.36,-0.079,-0.28,0.092,0.24,-0.067,3.8
-18.35,-0.113,-0.4,0.068,0.44,-0.068,3.76
-18.34,-0.109,-0.4,0.078,0.64,-0.039,3.96
-18.33,-0.086,-0.6,0.084,0.8,-0.054,3.92
-18.32,-0.114,-0.56,0.07,0.96,-0.041,3.8
-18.31,-0.123,-0.68,0.068,1.32,-0.002,3.72
-18.3,-0.08,-0.64,0.089,1.52,-0.033,3.68
-18.29,-0.092,-0.68,0.066,1.64,-0.049,3.56
-18.28,-0.097,-0.8,0.086,1.84,-0.044,3.52
-18.27,-0.055,-0.88,0.064,2.04,-0.058,3.32
-18.26,-0.087,-1,0.075,2.28,-0.054,3.12
-18.25,-0.083,-1.04,0.091,2.36,-0.037,3
-18.24,-0.05,-1.04,0.049,2.56,-0.032,2.92
-18.23,-0.082,-1.24,0.065,2.68,-0.017,2.76
-18.22,-0.059,-1.24,0.074,2.84,-0.02,2.6
-18.21,-0.062,-1.36,0.045,3.08,-0.014,2.28
-18.2,-0.079,-1.4,0.055,3.16,-0.028,2.12
-18.19,-0.062,-1.48,0.059,3.28,-0.03,1.88
-18.18,-0.029,-1.52,0.032,3.44,-0.026,1.72
