Frequency,Response,
4.609604e+04,782.6157401963864686-5879.7385166450403631j,
4.684580e+04,758.2680164995836094-5788.8124768323032185j,
4.760775e+04,734.6679177382320631-5699.1948250757995993j,
4.838210e+04,711.7932597109174822-5610.8713114529382437j,
4.916904e+04,689.6224688670918113-5523.8276167667936534j,
4.996877e+04,668.1345684586849529-5438.0493663317756727j,
5.078152e+04,647.3091648205227102-5353.5221429786179215j,
5.160749e+04,627.1264337701140903-5270.2314994198968634j,
5.244689e+04,607.5671073505000095-5188.1629699243349023j,
5.329994e+04,588.6124602502532071-5107.3020814130431972j,
5.416687e+04,570.2442969221301610-5027.6343638636171818j,
5.504790e+04,552.4449385342959431-4949.1453602237743326j,
5.594326e+04,535.1972101904175361-4871.8206356777227484j,
5.685318e+04,518.4844285065191798-4795.6457864122348838j,
5.777790e+04,502.2903891291716718-4720.6064478931948543j,
5.871766e+04,486.5993545052333502-4646.6883026236318983j,
5.967271e+04,471.3960421613883227-4573.8770873977337033j,
6.064329e+04,456.6656127359456150-4502.1586001687101088j,
6.162966e+04,442.3936584526672959-4431.5187064570491202j,
6.263207e+04,428.5661920097263646-4361.9433452984667383j,
6.365079e+04,415.1696352515500621-4293.4185348860919476j,
6.468608e+04,402.1908083559537772-4225.9303777770837769j,
6.573820e+04,389.6169192752495292-4159.4650657332385890j,
6.680744e+04,377.4355531012042775-4094.0088842724217102j,
6.789407e+04,365.6346621158809285-4029.5482168197631836j,
6.899837e+04,354.2025554108986398-3966.0695486369077116j,
7.012064e+04,343.1278894938513986-3903.5594703506794758j,
7.126115e+04,332.3996584667293064-3842.0046812900109217j,
7.242022e+04,322.0071847425278975-3781.3919925052905455j,
7.359814e+04,311.9401099993701791-3721.7083295280463062j,
7.479523e+04,302.1883861072019499-3662.9407349255634472j,
7.601178e+04,292.7422665167068772-3605.0763705861172639j,
7.724811e+04,283.5922977147492929-3548.1025197987910360j,
7.850456e+04,274.7293109573874972-3492.0065891239792109j,
7.978145e+04,266.1444141322426731-3436.7761100732022896j,
8.107910e+04,257.8289838600358053-3382.3987405871739611j,
8.239786e+04,249.7746578612459416-3328.8622663393616676j,
8.373807e+04,241.9733273889651173-3276.1546018786611967j,
8.510007e+04,234.4171298592264066-3224.2637916178791784j,
8.648423e+04,227.0984418901134632-3173.1780106343212537j,
8.789091e+04,220.0098721909816959-3122.8855653785867617j,
8.932046e+04,213.1442549155981396-3073.3748942079255357j,
9.077327e+04,206.4946429994197388-3024.6345678153447807j,
9.224970e+04,200.0543017308300477-2976.6532895364798605j,
9.375015e+04,193.8167026572409668-2929.4198955130996183j,
9.527500e+04,187.7755173775949515-2882.9233547949115746j,
9.682466e+04,181.9246116072754376-2837.1527693201787770j,
9.839952e+04,176.2580395853656228-2792.0973737780004740j,
1.000000e+05,170.7700382963848824-2747.7465354315936565j,
