Frequency,R = 0.990000,R = 0.999000,R = 0.999900,
2.319345e+02,-0.0008469499678102-0.0274912962167209j,-0.0334709506742840-0.0290099051836221j,-0.0255417333788061-0.0289018452256651j,
2.357069e+02,-0.0010785032099423-0.0281607312059621j,-0.0344987772617716-0.0297175259607649j,-0.0255519864953512-0.0295765495989316j,
2.395407e+02,-0.0013294324535808-0.0288390415624700j,-0.0355557230349738-0.0304344168694348j,-0.0254906819253880-0.0302561358790540j,
2.434369e+02,-0.0016009148459540-0.0295259442076720j,-0.0366422759239129-0.0311602434969690j,-0.0253493746007590-0.0309397829308188j,
2.473964e+02,-0.0018941851504341-0.0302211289763305j,-0.0377588941860440-0.0318946405150913j,-0.0251188839570439-0.0316265892696061j,
2.514203e+02,-0.0022105370054189-0.0309242583187170j,-0.0389059983835127-0.0326372071946084j,-0.0247892462714952-0.0323155684994151j,
2.555097e+02,-0.0025513227208841-0.0316349681499364j,-0.0400839678083301-0.0333875089508425j,-0.0243496659449761-0.0330056454114484j,
2.596656e+02,-0.0029179583537298-0.0323528647328306j,-0.0412931314825847-0.0341450731324853j,-0.0237884659976747-0.0336956492301720j,
2.638891e+02,-0.0033119232185969-0.0330775260100756j,-0.0425337624430217-0.0349093891661358j,-0.0230930393834702-0.0343843096506014j,
2.681813e+02,-0.0037347639500013-0.0338084992002282j,-0.0438060695093604-0.0356799071259573j,-0.0222498010066959-0.0350702506374493j,
2.725433e+02,-0.0041880957789550-0.0345453009982369j,-0.0451101879513586-0.0364560352386705j,-0.0212441417554631-0.0357519855118019j,
2.769762e+02,-0.0046736041738417-0.0352874170558469j,-0.0464461699915564-0.0372371387282681j,-0.0200603845880143-0.0364279135395579j,
2.814812e+02,-0.0051930477936032-0.0360343009929995j,-0.0478139744081552-0.0380225383208365j,-0.0186817462678533-0.0370963124017032j,
2.860596e+02,-0.0057482617010280-0.0367853726575379j,-0.0492134537808223-0.0388115073018052j,-0.0170903027005084-0.0377553364434248j,
2.907123e+02,-0.0063411580852647-0.0375400192554075j,-0.0506443446672293-0.0396032729315643j,-0.0152669627067229-0.0384030114987846j,
2.954408e+02,-0.0069737296532746-0.0382975934427172j,-0.0521062494685985-0.0403970100636178j,-0.0131914496116230-0.0390372327003331j,
3.002462e+02,-0.0076480515074856-0.0390574135335298j,-0.0535986251525397-0.0411918435473063j,-0.0108422947384400-0.0396557616124290j,
3.051297e+02,-0.0083662838348798-0.0398187624538637j,-0.0551207630992866-0.0419868423054743j,-0.0081968440104748-0.0402562249167518j,
3.100927e+02,-0.0091306747510397-0.0405808871974857j,-0.0566717746679179-0.0427810214113572j,-0.0052312796013449-0.0408361150938704j,
3.151363e+02,-0.0099435637375332-0.0413429973346022j,-0.0582505680768959-0.0435733362619205j,-0.0019206599015976-0.0413927925263667j,
3.202621e+02,-0.0108073821557412-0.0421042664755566j,-0.0598558297803355-0.0443626833569798j,0.0017610168254771-0.0419234878168676j,
3.254712e+02,-0.0117246578257349-0.0428638300271760j,-0.0614859988371458-0.0451478955866068j,0.0058407280227530-0.0424253089473803j,
3.307650e+02,-0.0126980182156844-0.0436207843952906j,-0.0631392432975926-0.0459277416102952j,0.0103463109396015-0.0428952482553985j,
3.361449e+02,-0.0137301920891300-0.0443741874622778j,-0.0648134322574100-0.0467009228497742j,0.0153063191196418-0.0433301941469357j,
3.416123e+02,-0.0148240131250188-0.0451230575911252j,-0.0665061063318843-0.0474660711497818j,0.0207498430542494-0.0437269446496414j,
3.471687e+02,-0.0159824241321860-0.0458663719337269j,-0.0682144450441357-0.0482217453243796j,0.0267062956755240-0.0440822251387119j,
3.528154e+02,-0.0172084782266760-0.0466030676540254j,-0.0699352330606796-0.0489664296347224j,0.0332051587372675-0.0443927094794884j,
3.585540e+02,-0.0185053447058285-0.0473320389071676j,-0.0716648231699793-0.0496985310359119j,0.0402756891007704-0.0446550450977712j,
3.643859e+02,-0.0198763112539912-0.0480521374330984j,-0.0733990954483192-0.0504163755681266j,0.0479465785241180-0.0448658809872284j,
3.703127e+02,-0.0213247875016046-0.0487621714977005j,-0.0751334147323161-0.0511182058714459j,0.0562455838711144-0.0450219030330873j,
3.763358e+02,-0.0228543100248745-0.0494609041167879j,-0.0768625849877943-0.0518021785882039j,0.0651991020645114-0.0451198695762588j,
3.824570e+02,-0.0244685451146555-0.0501470530332092j,-0.0785808006568309-0.0524663621100229j,0.0748317208881097-0.0451566540980612j,
3.886777e+02,-0.0261712940183750-0.0508192884249899j,-0.0802815923100067-0.0531087311656069j,0.0851657268011335-0.0451292894383742j,
3.949995e+02,-0.0279664963684161-0.0514762325863072j,-0.0819577750858769-0.0537271684413707j,0.0962205957804265-0.0450350172635005j,
4.014242e+02,-0.0298582363239874-0.0521164569301206j,-0.0836013866281183-0.0543194579901455j,0.1080124556847071-0.0448713379244587j,
4.079535e+02,-0.0318507451356126-0.0527384822682745j,-0.0852036269196184-0.0548832846688470j,0.1205535567357145-0.0446360646488495j,
4.145888e+02,-0.0339484082037570-0.0533407750019138j,-0.0867547936467233-0.0554162317734818j,0.1338517258510222-0.0443273752320678j,
4.213322e+02,-0.0361557688503092-0.0539217464857665j,-0.0882442145559392-0.0559157793855766j,0.1479098645523714-0.0439438662962168j,
4.281852e+02,-0.0384775343312185-0.0544797498567334j,-0.0896601771204192-0.0563793022667550j,0.1627254627341290-0.0434846030169061j,
4.351497e+02,-0.0409185817934658-0.0550130773981694j,-0.0909898572023863-0.0568040701034737j,0.1782901811048992-0.0429491668677180j,
4.422274e+02,-0.0434839628484056-0.0555199584916999j,-0.0922192443912673-0.0571872461407001j,0.1945894910865464-0.0423376969039172j,
4.494203e+02,-0.0461789106928081-0.0559985555124006j,-0.0933330688083845-0.0575258892139839j,0.2116024120356089-0.0416509247573994j,
4.567301e+02,-0.0490088459084771-0.0564469608334928j,-0.0943147254879421-0.0578169545063566j,0.2293013492061659-0.0408902008140707j,
4.641589e+02,-0.0519793829328674-0.0568631923915563j,-0.0951462015533432-0.0580572966186508j,0.2476520480650590-0.0400575099720033j,
4.717085e+02,-0.0550963364189617-0.0572451899146528j,-0.0958080056157043-0.0582436747027032j,0.2666136826483207-0.0391554764089831j,
4.793808e+02,-0.0583657279724403-0.0575908098361664j,-0.0962791001124243-0.0583727575402118j,0.2861390758102517-0.0381873554476650j,
4.871780e+02,-0.0617937929597530-0.0578978200394753j,-0.0965368408637793-0.0584411324255521j,0.3061750647200653-0.0371570128506684j,
4.951020e+02,-0.0653869872943858-0.0581638942086688j,-0.0965569238223498-0.0584453149572240j,0.3266629992751290-0.0360688906985731j,
5.031549e+02,-0.0691519944762510-0.0583866052067503j,-0.0963133428044933-0.0583817618549489j,0.3475393730561592-0.0349279603541077j,
5.113388e+02,-0.0730957319199431-0.0585634184198642j,-0.0957783606417206-0.0582468872806295j,0.3687365713223419-0.0337396638209237j,
5.196557e+02,-0.0772253580696502-0.0586916838229184j,-0.0949224970866709-0.0580370813815356j,0.3901837163859050-0.0325098440999020j,
5.281080e+02,-0.0815482784463804-0.0587686279308169j,-0.0937145370188486-0.0577487328130293j,0.4118075961895884-0.0312446669290293j,
5.366977e+02,-0.0860721517940728-0.0587913445165502j,-0.0921215634181070-0.0573782554313269j,0.4335336368762007-0.0299505355990170j,
5.454271e+02,-0.0908048956506212-0.0587567847188084j,-0.0901090187208338-0.0569221191350030j,0.4552869053873531-0.0286340015593559j,
5.542986e+02,-0.0957546909909081-0.0586617464697129j,-0.0876407998205792-0.0563768847953962j,0.4769931067952775-0.0273016732122178j,
5.633143e+02,-0.1009299865022669-0.0585028624495246j,-0.0846793911851980-0.0557392444570592j,0.4985795508213842-0.0259601254408533j,
5.724766e+02,-0.1063395011074556-0.0582765876674117j,-0.0811860409703245-0.0550060660972287j,0.5199760598632543-0.0246158124923770j,
5.817880e+02,-0.1119922254042354-0.0579791856333084j,-0.0771209846870419-0.0541744436648343j,0.5411157971361215-0.0232749863313573j,
5.912508e+02,-0.1178974215595044-0.0576067133658343j,-0.0724437218420473-0.0532417514369778j,0.5619359970907657-0.0219436225794239j,
6.008676e+02,-0.1240646204724302-0.0571550055417496j,-0.0671133483613519-0.0522057033362023j,0.5823785800924911-0.0206273554640262j,
6.106408e+02,-0.1305036168473399-0.0566196571226749j,-0.0610889481060989-0.0510644165066740j,0.6023906466193912-0.0193314231216024j,
6.205729e+02,-0.1372244606976882-0.0559960046863086j,-0.0543300463056329-0.0498164779935704j,0.6219248423907709-0.0180606238594325j,
6.306666e+02,-0.1442374450804818-0.0552791066649551j,-0.0467971250286220-0.0484610139887692j,0.6409395978922201-0.0168192836500142j,
6.409244e+02,-0.1515530896021456-0.0544637215646309j,-0.0384521981073548-0.0469977608389421j,0.6593992446805375-0.0156112348000797j,
6.513491e+02,-0.1591821177447748-0.0535442857340538j,-0.0292594436930496-0.0454271354229338j,0.6772740180421356-0.0144398052905136j,
6.619433e+02,-0.1671354279903399-0.0525148885941125j,-0.0191858875303797-0.0437503035038835j,0.6945399567450093-0.0133078179659119j,
6.727099e+02,-0.1754240574162434-0.0513692470751747j,-0.0082021262024738-0.0419692447099104j,0.7111787104779167-0.0122175986321022j,
6.836516e+02,-0.1840591356524195-0.0501006781205922j,0.0037169199615891-0.0400868103283588j,0.7271772757521335-0.0111709918143956j,
6.947713e+02,-0.1930518282259272-0.0487020702700195j,0.0165912403758805-0.0381067728472992j,0.7425276674273839-0.0101693829940465j,
7.060718e+02,-0.2024132671964637-0.0471658533776677j,0.0304349741633655-0.0360338636719302j,0.7572265445677216-0.0092137260279243j,
7.175561e+02,-0.2121544668373335-0.0454839674872786j,0.0452556773616733-0.0338737969494868j,0.7712748064559037-0.0083045743969338j,
7.292272e+02,-0.2222862217568712-0.0436478303890386j,0.0610536404051798-0.0316332765558723j,0.7846771662546650-0.0074421152750464j,
7.410882e+02,-0.2328189845783102-0.0416483049195838j,0.0778212845732980-0.0293199845274169j,0.7974417199174317-0.0066262051168845j,
7.531420e+02,-0.2437627200757395-0.0394756653748281j,0.0955426590559449-0.0269425482568390j,0.8095795153303574-0.0058564059839475j,
7.653919e+02,-0.2551267314742702-0.0371195645049815j,0.1141930692435081-0.0245104859718491j,0.8211041339537694-0.0051320216238233j,
7.778411e+02,-0.2669194547818796-0.0345690014762579j,0.1337388564188721-0.0220341295717224j,0.8320312885131115-0.0044521327313648j,
7.904928e+02,-0.2791482162180974-0.0318122910441451j,0.1541373493734158-0.0195245248307702j,0.8423784444496774-0.0038156307424593j,
8.033502e+02,-0.2918189468247436-0.0288370362160673j,0.1753370066377060-0.0169933104623081j,0.8521644672720644-0.0032212497938938j,
8.164168e+02,-0.3049358489172248-0.0256301049233108j,0.1972777529117270-0.0144525779164187j,0.8614092983986820-0.0026675964881720j,
8.296959e+02,-0.3185010055112040-0.0221776126171416j,0.2198915175721990-0.0119147150353183j,0.8701336621266840-0.0021531773171536j,
8.431909e+02,-0.3325139274023108-0.0184649134795881j,0.2431029654104447-0.0093922372867895j,0.8783588022046144-0.0016764235915455j,
8.569055e+02,-0.3469710278645586-0.0144766019878100j,0.2668304065916234-0.0068976112906186j,0.8861062489728120-0.0012357138426205j,
8.708431e+02,-0.3618650164777537-0.0101965290720103j,0.2909868663694983-0.0044430755169831j,0.8933976161842460-0.0008293937485852j,
8.850075e+02,-0.3771842027612040-0.0056078360698579j,0.3154812819118683-0.0020404636674821j,0.9002544245826125-0.0004557936403050j,
8.994022e+02,-0.3929117007327281-0.0006930115784479j,0.3402197954250771+0.0002989641001330j,0.9066979525261090-0.0001132437015951j,
9.140311e+02,-0.4090245232809857+0.0045660233914637j,0.3651071018526669+0.0025646769302856j,0.9127491101032261+0.0001999129888497j,
9.288979e+02,-0.4254925600351634+0.0101877956156042j,0.3900478148048417+0.0047470116162343j,0.9184283354586428+0.0004853094229187j,
9.440065e+02,-0.4422774293567859+0.0161911168612396j,0.4149478044437089+0.0068372896399844j,0.9237555109375252+0.0007445454695389j,
9.593608e+02,-0.4593312016084651+0.0225948705928357j,0.4397154737212413+0.0088279102551785j,0.9287498969597195+0.0009791803370720j,
9.749649e+02,-0.4765949914142186+0.0294177374624085j,0.4642629364946491+0.0107124176210741j,0.9334300818130414+0.0011907265451123j,
9.908228e+02,-0.4939974250205286+0.0366778493259578j,0.4885070673912940+0.0124855414205811j,0.9378139450395390+0.0013806452199176j,
1.006939e+03,-0.5114529941502872+0.0443923601477083j,0.5123704011600729+0.0141432112156105j,0.9419186328460132+0.0015503425703466j,
1.023317e+03,-0.5288603199354143+0.0525769221273537j,0.5357818672958626+0.0156825458429541j,0.9457605439444413+0.0017011673778939j,
1.039961e+03,-0.5461003628439368+0.0612450550987371j,0.5586773495480053+0.0171018199528256j,0.9493553239465906+0.0018344093899998j,
1.056876e+03,-0.5630346327566480+0.0704073991429187j,0.5810000700881586+0.0184004104639791j,0.9527178673140115+0.0019512984530588j,
1.074066e+03,-0.5795034733400393+0.0800708419575268j,0.6027008036933630+0.0195787260936744j,0.9558623252865452+0.0020530043176651j,
1.091536e+03,-0.5953245189962328+0.0902375169240694j,0.6237379313816259+0.0206381234605518j,0.9588021189328806+0.0021406369591432j,
1.109290e+03,-0.6102914536312988+0.1009036744985852j,0.6440773498690563+0.0215808133204697j,0.9615499561882171+0.0022152473658033j,
1.127333e+03,-0.6241732285782645+0.1120584375166499j,0.6636922537884776+0.0224097603300004j,0.9641178520720562+0.0022778286864567j,
1.145669e+03,-0.6367139273322000+0.1236824629632282j,0.6825628101014586+0.0231285796379844j,0.9665171513450176+0.0023293176777033j,
1.164303e+03,-0.6476334964847433+0.1357465485341326j,0.7006757475446357+0.0237414331612035j,0.9687585530055881+0.0023705963805129j,
1.183241e+03,-0.6566295779474960+0.1482102391327529j,0.7180238795239957+0.0242529280678050j,0.9708521360011543+0.0024024939730615j,
1.202486e+03,-0.6633806887749072+0.1610205095776575j,0.7346055808412373+0.0246680195762650j,0.9728073857813224+0.0024257887585233j,
1.222045e+03,-0.6675509782058725+0.1741106217666306j,0.7504242370719980+0.0249919196516230j,0.9746332211979470+0.0024412102401158j,
1.241921e+03,-0.6687967505714074+0.1873992740204043j,0.7654876817532207+0.0252300128603874j,0.9763380215573475+0.0024494412529241j,
1.262121e+03,-0.6667748636583877+0.2007901778738128j,0.7798076358495131+0.0253877801481533j,0.9779296534756303+0.0024511201204878j,
1.282650e+03,-0.6611529921301385+0.2141722046836467j,0.7933991606464721+0.0254707310579187j,0.9794154972976213+0.0024468428214045j,
1.303512e+03,-0.6516215827360058+0.2274202411335446j,0.8062801336564651+0.0254843444023948j,0.9808024730298324+0.0024371651314153j,
1.324714e+03,-0.6379071329926468+0.2403968698902995j,0.8184707546091641+0.0254340174413739j,0.9820970654889907+0.0024226047405727j,
1.346261e+03,-0.6197862001245313+0.2529549505860079j,0.8299930860869750+0.0253250231315173j,0.9833053487321908+0.0024036433193173j,
1.368158e+03,-0.5970993382890712+0.2649411125897479j,0.8408706326278167+0.0251624750500738j,0.9844330095423452+0.0023807285341688j,
1.390411e+03,-0.5697639787657259+0.2762000894594143j,0.8511279595785475+0.0249512993659655j,0.9854853700186886+0.0023542759949948j,
1.413026e+03,-0.5377851686721125+0.2865797310841143j,0.8607903525292213+0.0246962132802636j,0.9864674091878480+0.0023246711383428j,
1.436009e+03,-0.5012630868463676+0.2959364357502363j,0.8698835161913484+0.0244017092287232j,0.9873837836332320+0.0022922710344872j,
1.459366e+03,-0.4603964000544631+0.3041406637013105j,0.8784333119872226+0.0240720441539277j,0.9882388471463446+0.0022574061187274j,
1.483103e+03,-0.4154808006462203+0.3110821430646587j,0.8864655317239128+0.0237112332105245j,0.9890366693740087+0.0022203818472602j,
1.507225e+03,-0.3669024633840109+0.3166743690603608j,0.8940057054075891+0.0233230472541521j,0.9897810535061355+0.0021814802736877j,
1.531740e+03,-0.3151266296418962+0.3208580363269524j,0.9010789402863355+0.0229110134986284j,0.9904755530197789+0.0021409615469249j,
1.556654e+03,-0.2606819981609282+0.3236031291016219j,0.9077097883084002+0.0224784188174655j,0.9911234874854433+0.0020990653349115j,
1.581973e+03,-0.2041420115460640+0.3249095160754295j,0.9139221393101933+0.0220283151889664j,0.9917279574880868+0.0020560121707785j,
1.607704e+03,-0.1461044073571427+0.3248060373271951j,0.9197391369460638+0.0215635268255681j,0.9922918586811461+0.0020120047271516j,
1.633854e+03,-0.0871705127716767+0.3233482099017784j,0.9251831148239595+0.0210866586022677j,0.9928178950145744+0.0019672290183400j,
1.660429e+03,-0.0279256968866139+0.3206147943117578j,0.9302755502057209+0.0206001054583069j,0.9933085911766892+0.0019218555332744j,
1.687436e+03,0.0310778253296322+0.3167035455696793j,0.9350370328497766+0.0201060624647430j,0.9937663042682122+0.0018760403038163j,
1.714882e+03,0.0893349730495498+0.3117265069401293j,0.9394872469672143+0.0196065353164726j,0.9941932347722802+0.0018299259081831j,
1.742775e+03,0.1463980799976100+0.3058051977735340j,0.9436449641500640+0.0191033510385153j,0.9945914368334321+0.0017836424135479j,
1.771121e+03,0.2018833601554927+0.2990660034215065j,0.9475280455580135+0.0185981687353198j,0.9949628278940760+0.0017373082620589j,
1.799929e+03,0.2554737672954003+0.2916360086331973j,0.9511534517537680+0.0180924902483774j,0.9953091977209331+0.0016910310998586j,
1.829205e+03,0.3069186905140137+0.2836394381761581j,0.9545372587119820+0.0175876706154884j,0.9956322168526490+0.0016449085551949j,
1.858957e+03,0.3560310771209348+0.2751947912397410j,0.9576946789277870+0.0170849282156844j,0.9959334445061512+0.0015990289660285j,
1.889193e+03,0.4026826310829517+0.2664126888522145j,0.9606400863215474+0.0165853545817177j,0.9962143359712291+0.0015534720609349j,
1.919921e+03,0.4467977241445200+0.2573944005591688j,0.9633870441996729+0.0160899237890100j,0.9964762495222156+0.0015083095954669j,
1.951148e+03,0.4883465932443490+0.2482309793840441j,0.9659483353652557+0.0155995014091582j,0.9967204528799560+0.0014636059468038j,
1.982884e+03,0.5273383047192439+0.2390029127103889j,0.9683359937379299+0.0151148530052884j,0.9969481292482881+0.0014194186684137j,
2.015136e+03,0.5638138601542908+0.2297801883583477j,0.9705613369187633+0.0146366521485662j,0.9971603829524136+0.0013757990080552j,
2.047912e+03,0.5978397130493991+0.2206226769154052j,0.9726349991839840+0.0141654879690831j,0.9973582447055523+0.0013327923902378j,
2.081222e+03,0.6295018737736461+0.2115807388828999j,0.9745669645697991+0.0137018722263836j,0.9975426765252735+0.0012904388660975j,
2.115073e+03,0.6589006989641154+0.2026959783672123j,0.9763665996648266+0.0132462459278619j,0.9977145763233936+0.0012487735324497j,
2.149475e+03,0.6861464013956533+0.1940020779741551j,0.9780426859067527+0.0127989854882442j,0.9978747821903429+0.0012078269213732j,
2.184436e+03,0.7113552700462857+0.1855256638577660j,0.9796034511260099+0.0123604084649861j,0.9980240763932132+0.0011676253631797j,
2.219966e+03,0.7346465588831634+0.1772871625923448j,0.9810566002076527+0.0119307788790438j,0.9981631891068531+0.0011281913235245j,
2.256074e+03,0.7561399846445085+0.1693016222843455j,0.9824093447463478+0.0115103121325056j,0.9982928018950554+0.0010895437167134j,
2.292769e+03,0.7759537628513845+0.1615794800214808j,0.9836684315922699+0.0110991795615517j,0.9984135509583150+0.0010516981970546j,
2.330061e+03,0.7942031093628343+0.1541272647874848j,0.9848401702379738+0.0106975126327670j,0.9985260301645805+0.0010146674286465j,
2.367960e+03,0.8109991358647328+0.1469482307353938j,0.9859304590103639+0.0103054068032783j,0.9986307938758184+0.0009784613362788j,
2.406475e+03,0.8264480728100575+0.1400429198298739j,0.9869448100337586+0.0099229250772306j,0.9987283595849366+0.0009430873379018j,
2.445617e+03,0.8406507594221094+0.1334096558403874j,0.9878883729883029+0.0095501012622006j,0.9988192103762675+0.0009085505598753j,
2.485395e+03,0.8537023482367901+0.1270449734060581j,0.9887659576401950+0.0091869429615273j,0.9989037972200207+0.0008748540365776j,
2.525820e+03,0.8656921783376603+0.1209439872737808j,0.9895820551912059+0.0088334343091344j,0.9989825411130957+0.0008419988950489j,
2.566903e+03,0.8767037789016859+0.1151007073268203j,0.9903408584610016+0.0084895384714633j,0.9990558350758859+0.0008099845259043j,
2.608654e+03,0.8868149710471138+0.1095083050882926j,0.9910462809378480+0.0081551999326079j,0.9991240460151651+0.0007788087411820j,
2.651084e+03,0.8960980417016501+0.1041593374338013j,0.9917019747382927+0.0078303465769113j,0.9991875164616483+0.0007484679204768j,
2.694204e+03,0.9046199681979709+0.0990459329505135j,0.9923113475161222+0.0075148915873011j,0.9992465661912162+0.0007189571456184j,
2.738025e+03,0.9124426767353382+0.0941599458402999j,0.9928775783641027+0.0072087351714481j,0.9993014937372074+0.0006902703250727j,
2.782559e+03,0.9196233213144356+0.0894930819980997j,0.9934036327540999+0.0069117661305023j,0.9993525778012872+0.0006624003087357j,
2.827818e+03,0.9262145728257190+0.0850370013003850j,0.9938922765606407+0.0066238632830728j,0.9994000785699337+0.0006353389935651j,
2.873813e+03,0.9322649104422830+0.0807833996966839j,0.9943460892131473+0.0063448967559156j,0.9994442389425200+0.0006090774210620j,
2.920556e+03,0.9378189094024342+0.0767240742939481j,0.9947674760248948+0.0060747291520321j,0.9994852856773728+0.0005836058668228j,
2.968059e+03,0.9429175209665547+0.0728509741347863j,0.9951586797379892+0.0058132166078454j,0.9995234304610854+0.0005589139230401j,
3.016334e+03,0.9475983414954077+0.0691562390708104j,0.9955217913335488+0.0055602097465740j,0.9995588709063737+0.0005349905742450j,
3.065395e+03,0.9518958686701577+0.0656322287428970j,0.9958587601435545+0.0053155545391740j,0.9995917914832919+0.0005118242669305j,
3.115254e+03,0.9558417436392206+0.0622715434031931j,0.9961714033091806+0.0050790930792459j,0.9996223643883031+0.0004894029734574j,
3.165924e+03,0.9594649784384791+0.0590670380416989j,0.9964614146217159+0.0048506642800490j,0.9996507503553972+0.0004677142506520j,
3.217418e+03,0.9627921685043777+0.0560118310757477j,0.9967303727850091+0.0046301045003164j,0.9996770994131360+0.0004467452936092j,
3.269750e+03,0.9658476904358957+0.0530993086233915j,0.9969797491331118+0.0044172481064005j,0.9997015515913896+0.0004264829848776j,
3.322933e+03,0.9686538853731235+0.0503231252597296j,0.9972109148391777+0.0042119279745532j,0.9997242375809724+0.0004069139396248j,
3.376980e+03,0.9712312285695727+0.0476772019557744j,0.9974251476455357+0.0040139759411967j,0.9997452793495102+0.0003880245469362j,
3.431907e+03,0.9735984857820092+0.0451557218554340j,0.9976236381467084+0.0038232232042669j,0.9997647907164127+0.0003698010076060j,
3.487727e+03,0.9757728572495564+0.0427531243406592j,0.9978074956533566+0.0036395006816588j,0.9997828778897054+0.0003522293687622j,
3.544456e+03,0.9777701099938484+0.0404640978465231j,0.9979777536643362+0.0034626393299974j,0.9997996399673081+0.0003352955554993j,
3.602107e+03,0.9796046992372155+0.0382835717388398j,0.9981353749726217+0.0032924704286220j,0.9998151694051245+0.0003189853998747j,
3.660695e+03,0.9812898796977274+0.0362067075457026j,0.9982812564287533+0.0031288258313955j,0.9998295524542008+0.0003032846674110j,
3.720237e+03,0.9828378075060238+0.0342288897767613j,0.9984162333846933+0.0029715381903408j,0.9998428695689854+0.0002881790813944j,
3.780747e+03,0.9842596334752796+0.0323457164961053j,0.9985410838388480+0.0028204411540199j,0.9998551957886823+0.0002736543451269j,
3.842241e+03,0.9855655883914756+0.0305529898190549j,0.9986565323025111+0.0026753695431217j,0.9998666010934338+0.0002596961623548j,
3.904735e+03,0.9867650609831999+0.0288467064341937j,0.9987632534061883+0.0025361595060192j,0.9998771507370978+0.0002462902560017j,
3.968246e+03,0.9878666691667370+0.0272230482508924j,0.9988618752631105+0.0024026486565965j,0.9998869055581047+0.0002334223854260j,
4.032790e+03,0.9888783251343299+0.0256783732443127j,0.9989529826065146+0.0022746761961580j,0.9998959222699167+0.0002210783623020j,
4.098384e+03,0.9898072948061362+0.0242092065534310j,0.9990371197154700+0.0021520830222444j,0.9999042537324145+0.0002092440653035j,
4.165044e+03,0.9906602521324008+0.0228122318719707j,0.9991147931442413+0.0020347118243375j,0.9999119492055135+0.0001979054536688j,
4.232789e+03,0.9914433286894172+0.0214842831641477j,0.9991864742676613+0.0019224071700564j,0.9999190545861659+0.0001870485798050j,
4.301636e+03,0.9921621589814859+0.0202223367264010j,0.9992526016556484+0.0018150155815236j,0.9999256126298756+0.0001766596010043j,
4.371602e+03,0.9928219218238834+0.0190235036062621j,0.9993135832879667+0.0017123856043484j,0.9999316631577380+0.0001667247903891j,
4.442707e+03,0.9934273781526958+0.0178850223885134j,0.9993697986204105+0.0016143678695754j,0.9999372432499830+0.0001572305471505j,
4.514968e+03,0.9939829055768712+0.0168042523475499j,0.9994216005122961+0.0015208151499383j,0.9999423874269010+0.0001481634061674j,
4.588404e+03,0.9944925299602035+0.0157786669673391j,0.9994693170247815+0.0014315824111662j,0.9999471278179979+0.0001395100470634j,
4.663035e+03,0.9949599542965512+0.0148058478220220j,0.9995132530986944+0.0013465268592610j,0.9999514943201507+0.0001312573027768j,
4.738880e+03,0.9953885851188526+0.0138834788100264j,0.9995536921202068+0.0012655079838521j,0.9999555147454958+0.0001233921676610j,
4.815958e+03,0.9957815566588651+0.0130093407338274j,0.9995908973817473+0.0011883875990965j,0.9999592149597195+0.0001159018051995j,
4.894290e+03,0.9961417529587210+0.0121813062115453j,0.9996251134454788+0.0011150298815241j,0.9999626190113903+0.0001087735553293j,
4.973896e+03,0.9964718281136856+0.0113973349119584j,0.9996565674157879+0.0010453014059835j,0.9999657492529129+0.0001019949414347j,
5.054797e+03,0.9967742248121362+0.0106554690970122j,0.9996854701270078+0.0009790711795836j,0.9999686264536626+0.0000955536770146j,
5.137014e+03,0.9970511913224230+0.0099538294602631j,0.9997120172521032+0.0009162106739550j,0.9999712699058001+0.0000894376720509j,
5.220568e+03,0.9973047970630811+0.0092906112458606j,0.9997363903376210+0.0008565938559741j,0.9999736975232526+0.0000836350390791j,
5.305481e+03,0.9975369468804745+0.0086640806353509j,0.9997587577699047+0.0008000972169860j,0.9999759259343050+0.0000781340989806j,
5.391775e+03,0.9977493941468578+0.0080725713866720j,0.9997792756771612+0.0007465998006814j,0.9999779705682115+0.0000729233864918j,
5.479472e+03,0.9979437527813700+0.0075144817118325j,0.9997980887717018+0.0006959832294632j,0.9999798457362182+0.0000679916554326j,
5.568596e+03,0.9981215082874635+0.0069882713784202j,0.9998153311363444+0.0006481317293901j,0.9999815647073581+0.0000633278836463j,
5.659170e+03,0.9982840278915179+0.0064924590213632j,0.9998311269587156+0.0006029321534779j,0.9999831397793520+0.0000589212776521j,
5.751217e+03,0.9984325698600258+0.0060256196502472j,0.9998455912168945+0.0005602740033824j,0.9999845823449325+0.0000547612769929j,
5.844761e+03,0.9985682920655617+0.0055863823390903j,0.9998588303196490+0.0005200494492037j,0.9999859029538799+0.0000508375582730j,
5.939827e+03,0.9986922598653957+0.0051734280848583j,0.9998709427042490+0.0004821533473255j,0.9999871113710508+0.0000471400388716j,
6.036439e+03,0.9988054533510313+0.0047854878221431j,0.9998820193946606+0.0004464832560980j,0.9999882166306443+0.0000436588803218j,
6.134622e+03,0.9989087740216936+0.0044213405802472j,0.9998921445227172+0.0004129394491781j,0.9999892270869547+0.0000403844913380j,
6.234402e+03,0.9990030509298055+0.0040798117720630j,0.9999013958146948+0.0003814249263817j,0.9999901504618227+0.0000373075304819j,
6.335805e+03,0.9990890463425617+0.0037597716016876j,0.9999098450455496+0.0003518454218212j,0.9999909938890027+0.0000344189084545j,
6.438857e+03,0.9991674609595897+0.0034601335798886j,0.9999175584629174+0.0003241094092004j,0.9999917639556335+0.0000317097899983j,
6.543586e+03,0.9992389387230876+0.0031798531371515j,0.9999245971828389+0.0002981281040799j,0.9999924667409966+0.0000291715954042j,
